0.468621543	0.539445399	0.329963835	0.952075597	0.849103700	-0.247889355	0.504812790	0.560316558	0.594365850	0.675442549	0.782877381
0.502627498	0.373574251	0.273436542	0.947913772	0.931770269	-0.060816245	0.492338239	0.501904099	0.621518605	0.672194382	0.775340875
0.530412730	0.305955085	0.219150128	0.940239966	0.905704471	-0.199666552	0.454585990	0.601504448	0.651886630	0.699687664	0.698119146
0.439979069	0.324595048	0.235063450	0.943904438	0.884627071	-0.260560553	0.500349756	0.462297824	0.673701596	0.717597441	0.761431253
0.512793396	0.509982810	0.384650480	0.947420315	0.870997232	-0.081154806	0.514938523	0.479385043	0.643387098	0.689174330	0.756250887
0.517264836	0.661483970	0.285821705	0.949916806	0.907879112	-0.234745098	0.519112138	0.514266867	0.577838777	0.704272649	0.759330239
0.474665208	0.471963132	0.281136639	0.941686478	0.876452713	-0.412562746	0.506612975	0.556194276	0.648052518	0.623147461	0.658961882
0.431900459	0.475100602	0.356076584	0.948259346	0.824944333	-0.350170392	0.542483324	0.492446953	0.571472678	0.690798913	0.715585942
0.523628795	0.714167658	0.189327421	0.940390676	0.886211762	-0.108787255	0.492731077	0.526636721	0.648109847	0.671754642	0.786603929
0.502037608	0.637231322	0.347217725	0.938623683	0.893561766	-0.073876994	0.501697611	0.552931529	0.594680945	0.657998255	0.607527315
0.536226204	0.585447750	0.269482051	0.941801099	0.895692139	-0.024122712	0.513184699	0.518737075	0.623688898	0.682814397	0.786580955
0.498488630	0.542689094	0.512210510	0.951073815	0.925389963	-0.020115603	0.500688088	0.551327520	0.641055789	0.729442479	0.765363697
0.535850521	0.378587328	0.169258512	0.949758798	0.898982924	-0.645616988	0.512739259	0.501542731	0.624944283	0.650829214	0.756222925
0.466972260	0.650616854	0.475322511	0.947457570	0.903347512	-0.147779548	0.498440562	0.399882504	0.665284164	0.678951741	0.787102465
0.474965046	0.558386307	0.399947211	0.937644410	0.886589995	-0.239120435	0.533686787	0.571826622	0.650403597	0.679208395	0.811359530
0.519165270	0.331298605	0.343117408	0.948601514	0.921723425	-0.383996446	0.477530418	0.531697301	0.644197319	0.708602668	0.741831588
0.542655959	0.321697840	0.175016186	0.948935623	0.887341884	-0.253196116	0.513548242	0.501978348	0.553143712	0.657293668	0.697819897
0.498717849	0.600419297	0.267588098	0.946967214	0.911219335	-0.225677500	0.541230643	0.450366641	0.625186487	0.692010703	0.757882327
0.506215282	0.567333757	0.354743679	0.946331626	0.882184879	-0.003585814	0.504325297	0.634399544	0.662574512	0.710550543	0.739924225
0.530926048	0.536003337	0.280836868	0.940743130	0.868425272	-0.188095358	0.522727634	0.490679965	0.654335751	0.657288411	0.756389571
0.561394072	0.565116727	0.361726678	0.958042730	0.861271598	-0.207478253	0.522611042	0.514859117	0.611529321	0.712223095	0.672700288
0.518340672	0.553222705	0.501256881	0.947918299	0.859919723	-0.319721445	0.494294493	0.495053018	0.636374268	0.677274655	0.766470945
0.500964856	0.665483234	0.474533019	0.927425849	0.918947217	-0.280136678	0.525231507	0.550887447	0.595940652	0.615912130	0.769209491
0.471380910	0.718523494	0.204812780	0.941651710	0.878772751	0.001895191	0.557122970	0.566207400	0.630018141	0.667741288	0.725586747
0.464147380	0.464890983	0.212125907	0.948797898	0.902002576	-0.147368596	0.513610537	0.476730040	0.640536437	0.692414075	0.781840858
0.524662183	0.594025238	0.249114041	0.950751374	0.836338458	-0.398024381	0.529125206	0.527285352	0.629644292	0.693452565	0.731874298
0.505386787	0.463085586	0.111251551	0.947567465	0.885030471	-0.392234364	0.500195998	0.526267211	0.599613530	0.600045318	0.759447906
0.518442570	0.622188161	-0.059774028	0.944940315	0.871904426	-0.254613964	0.503210745	0.548500201	0.545669223	0.687686085	0.799469191
0.488322933	0.640617837	0.501281654	0.948536354	0.908599797	-0.306681573	0.526695067	0.559044374	0.666395091	0.717836643	0.705988816
0.500334778	0.405642894	0.285520974	0.947705605	0.890440152	-0.278503869	0.509742253	0.557278949	0.641206763	0.678732694	0.738141120
0.501020776	0.621133220	0.443126823	0.949592793	0.905640701	-0.220548741	0.499762009	0.547553646	0.611311765	0.692177381	0.742896853
0.525775470	0.680369791	0.360370962	0.954516373	0.923217165	-0.023393020	0.510766051	0.498963284	0.648354188	0.694611369	0.788141987
0.547442727	0.501267090	0.132913784	0.944218982	0.879424480	-0.124934305	0.428328120	0.506869947	0.610154271	0.741245291	0.761924770
0.491336865	0.673242098	0.421354751	0.952563181	0.918628615	-0.221743193	0.490388011	0.549988916	0.613814665	0.676511927	0.757061077
0.430656725	0.549482683	0.309494904	0.944905371	0.901699477	-0.116030818	0.497254875	0.508019144	0.655037342	0.629539079	0.751957665
0.489846730	0.621434392	0.092951567	0.950078391	0.894284668	-0.224285814	0.517344805	0.589422458	0.659863843	0.682784711	0.778736434
0.413888245	0.377682175	0.365370054	0.953447098	0.899373372	-0.280945215	0.494675088	0.444615970	0.657669023	0.676012345	0.719553656
