850.239600000	2051.776000000	0.362560000	60.482450000	3.163750000	2182.630770000	739.609090000	0.000000000	-1.128520000
850.392000000	2034.038500000	0.373310000	62.510550000	3.199630000	2177.634380000	750.410640000	0.000000000	-1.109080000
850.544400000	1998.910000000	0.394600000	62.350430000	3.098760000	2178.386090000	757.894860000	0.000000000	-1.105300000
850.696800000	1955.944000000	0.420640000	60.362640000	2.891130000	2188.139820000	756.141400000	0.000000000	11.276650000
850.849200000	1937.959000000	0.431540000	57.427230000	2.675370000	2203.944400000	759.412110000	0.000000000	19.726180000
851.001600000	1943.569000000	0.428140000	56.840150000	2.515410000	2209.541040000	763.409080000	0.000000000	29.958900000
851.154000000	1950.845500000	0.423730000	54.355400000	2.436200000	2223.858180000	771.135470000	0.000000000	28.818750000
851.306400000	1975.727500000	0.408650000	51.793590000	2.498620000	2231.982670000	785.837170000	0.000000000	38.359740000
851.611200000	2009.371000000	0.388260000	50.372080000	2.577190000	2227.384700000	811.626090000	0.000000000	39.521630000
855.268800000	1842.968500000	0.489110000	58.809350000	3.904910000	2215.705630000	812.279490000	0.000000000	33.206210000
855.421200000	1835.774500000	0.493470000	57.926630000	4.069500000	2214.897360000	793.746470000	0.000000000	39.054030000
855.878400000	1800.481000000	0.514860000	64.914090000	3.365710000	2266.937890000	808.286550000	0.000000000	31.498160000
856.030800000	1920.155500000	0.442330000	68.234600000	3.598500000	2273.837980000	817.302140000	0.000000000	32.214920000
861.517200000	2040.061000000	0.369660000	60.421690000	1.286110000	2405.912480000	825.483140000	0.000000000	3.470110000
861.669600000	2037.866500000	0.370990000	64.637990000	1.229210000	2415.813110000	836.938670000	0.000000000	-35.605110000
861.822000000	2023.066000000	0.379960000	65.613720000	1.225800000	2409.880510000	862.547610000	0.000000000	-33.022960000
861.974400000	2035.441000000	0.372460000	65.234460000	1.117570000	2395.828990000	863.079290000	0.000000000	-28.958570000
862.126800000	2007.407500000	0.389450000	65.501310000	1.033630000	2377.744500000	870.123030000	0.000000000	-22.507640000
862.279200000	2026.514500000	0.377870000	62.298750000	0.993380000	2344.002340000	875.473670000	0.000000000	-8.218840000
862.431600000	2056.528000000	0.359680000	58.402660000	0.938850000	2328.475650000	861.646630000	0.000000000	1.299820000
862.584000000	2108.107000000	0.328420000	54.254310000	0.923530000	2326.824130000	872.144650000	0.000000000	8.569590000
862.736400000	2105.648500000	0.329910000	52.041160000	1.001310000	2288.235210000	876.011870000	0.000000000	19.266400000
862.888800000	2087.812000000	0.340720000	54.122630000	1.161040000	2278.023500000	865.980190000	0.000000000	26.524830000
863.041200000	2076.130000000	0.347800000	53.093990000	1.382210000	2293.781650000	873.071250000	0.000000000	17.438510000
863.193600000	2058.805000000	0.358300000	51.441990000	1.660320000	2276.594250000	854.806780000	0.000000000	13.199490000
