2271.500000000	2.099600000	0.356960000	70.343590000	8.018360000	1996.200150000	660.296510000	0.000000000	8.540130000
2272.000000000	2.097880000	0.357970000	70.722190000	8.023950000	1998.328170000	661.323280000	0.000000000	8.536480000
2282.500000000	2.096440000	0.358800000	70.381560000	9.265050000	2072.110530000	701.872670000	0.000000000	8.543470000
2283.500000000	2.113220000	0.349000000	71.327550000	9.214250000	2080.949480000	706.665120000	0.000000000	8.549160000
2285.500000000	2.128680000	0.339950000	66.932040000	9.575970000	2088.708430000	703.016070000	0.000000000	8.549910000
2286.000000000	2.124860000	0.342190000	67.809300000	9.558950000	2083.679420000	699.458130000	0.000000000	8.531480000
2286.500000000	2.131240000	0.338460000	68.583950000	9.521410000	2076.110430000	698.184860000	0.000000000	8.530370000
2287.500000000	2.127180000	0.340830000	72.564940000	9.516550000	2070.988430000	699.002410000	0.000000000	8.551730000
2288.000000000	2.124660000	0.342300000	71.083350000	9.559140000	2074.899230000	700.440720000	0.000000000	8.552410000
2288.500000000	2.129880000	0.339250000	69.630490000	9.519340000	2089.359890000	701.301000000	0.000000000	8.542350000
2289.000000000	2.114930000	0.347990000	72.253030000	9.567690000	2091.866430000	700.887350000	0.000000000	8.522910000
2289.500000000	2.108930000	0.351500000	74.602640000	9.551510000	2087.206610000	698.606040000	0.000000000	8.529820000
2290.000000000	2.107440000	0.352380000	73.804390000	9.516320000	2077.781850000	700.520080000	0.000000000	8.509450000
2290.500000000	2.133540000	0.337110000	74.364600000	9.560350000	2063.097760000	697.984040000	0.000000000	8.524110000
2291.000000000	2.145680000	0.330010000	74.907370000	9.587820000	2055.681450000	696.297700000	0.000000000	8.516850000
2291.500000000	2.152930000	0.325770000	71.709230000	9.561010000	2065.601830000	698.843420000	0.000000000	8.530400000
2292.000000000	2.150210000	0.327360000	68.874320000	9.541420000	2088.612540000	692.583090000	0.000000000	8.526680000
2292.500000000	2.160080000	0.321590000	67.632820000	9.714130000	2139.705650000	692.347580000	0.000000000	8.503130000
2293.000000000	2.158070000	0.322770000	66.854060000	9.758460000	2156.979720000	693.194860000	0.000000000	8.486410000
2293.500000000	2.148760000	0.328210000	66.551570000	9.851950000	2164.918800000	689.954750000	0.000000000	8.465810000
2294.000000000	2.124310000	0.342510000	63.985950000	10.045480000	2176.469710000	693.663090000	0.000000000	8.463980000
2294.500000000	2.115170000	0.347850000	62.176140000	10.263470000	2160.960350000	695.728230000	0.000000000	8.478540000
2295.000000000	2.116340000	0.347170000	65.779080000	9.358280000	2120.986700000	689.223360000	0.000000000	8.494090000
2295.500000000	2.116640000	0.346990000	69.099310000	8.643900000	2063.551710000	682.556100000	0.000000000	8.506980000
2296.000000000	2.115860000	0.347450000	67.607760000	8.400340000	2029.867290000	689.857150000	0.000000000	8.485560000
2296.500000000	2.119310000	0.345430000	65.538990000	8.325820000	2024.736590000	688.767490000	0.000000000	8.479170000
2297.000000000	2.138770000	0.334050000	65.639240000	8.231300000	2030.707120000	687.681260000	0.000000000	8.485880000
2297.500000000	2.132000000	0.338010000	65.993370000	8.290200000	2037.424980000	686.598450000	0.000000000	8.496330000
2298.000000000	2.124620000	0.342330000	68.079440000	8.181020000	2043.262460000	686.598450000	0.000000000	8.500740000
2298.500000000	2.117620000	0.346420000	72.260360000	7.967810000	2044.740090000	692.596470000	0.000000000	8.509010000
2299.000000000	2.127180000	0.340830000	73.063600000	7.901630000	2040.484330000	695.199340000	0.000000000	8.506890000
2299.500000000	2.128340000	0.340150000	71.779820000	7.998640000	2035.204770000	696.945540000	0.000000000	8.496080000
2300.000000000	2.131830000	0.338110000	72.283400000	8.085670000	2034.237660000	698.700370000	0.000000000	8.474060000
2300.500000000	2.133070000	0.337380000	71.373520000	8.174160000	2035.396400000	698.700370000	0.000000000	8.485250000
2301.000000000	2.144660000	0.330610000	69.099020000	8.245890000	2040.358670000	698.016810000	0.000000000	8.498300000
2301.500000000	2.157170000	0.323290000	69.977290000	8.356530000	2046.133320000	695.974310000	0.000000000	8.517400000
2302.000000000	2.149630000	0.327700000	72.205840000	8.375870000	2055.023110000	697.207620000	0.000000000	8.511730000
2302.500000000	2.141060000	0.332710000	73.194930000	8.405510000	2060.067740000	701.029690000	0.000000000	8.507100000
2303.000000000	2.127530000	0.340620000	72.259190000	8.424650000	2060.179130000	701.269050000	0.000000000	8.486900000
2303.500000000	2.125250000	0.341960000	70.225590000	8.410460000	2052.559810000	699.584310000	0.000000000	8.482880000
2304.000000000	2.126450000	0.341260000	70.086050000	8.417260000	2043.225480000	698.648480000	0.000000000	8.481940000
2304.500000000	2.120380000	0.344810000	70.527250000	8.393330000	2038.472830000	695.937600000	0.000000000	8.483590000
2305.000000000	2.121330000	0.344250000	68.885600000	8.354210000	2033.730030000	691.415160000	0.000000000	8.470230000
2305.500000000	2.109300000	0.351280000	66.160460000	8.339930000	2033.226710000	694.480520000	0.000000000	8.467040000
2306.000000000	2.114650000	0.348150000	66.191060000	8.336030000	2031.279570000	695.715370000	0.000000000	8.478350000
2306.500000000	2.110730000	0.350450000	68.577420000	8.293120000	2029.710490000	691.401510000	0.000000000	8.487430000
