0.504197225	0.656448503	0.516802136	0.940407006	0.902837186	-0.308597594	0.474514762	0.487794569	0.654950934	0.683670467	0.753816380
0.513332361	0.461188782	0.064112147	0.944825573	0.891379642	-0.289336845	0.548890317	0.501709767	0.629662057	0.670926958	0.736826411
0.459114473	0.544214948	0.346118084	0.940426144	0.900821882	-0.138125026	0.513330947	0.603164354	0.641678513	0.721828844	0.807502782
0.502387020	0.499857166	0.498533440	0.942359763	0.867140870	-0.221647668	0.512356050	0.502081732	0.612750172	0.697257380	0.685308967
0.516493564	0.494685333	0.475854280	0.948010382	0.902142221	-0.165971857	0.488698312	0.593418939	0.655474964	0.686896752	0.815577337
0.481133504	0.582580280	0.530145516	0.947402594	0.889274120	-0.081183907	0.520958155	0.397539912	0.654900038	0.673529324	0.778966358
0.510773548	0.549751285	0.526605413	0.943090940	0.916114995	-0.367990768	0.481601800	0.580680856	0.631874051	0.727811940	0.754842845
0.517983740	0.699565194	0.437291914	0.953372594	0.866643712	-0.160916396	0.521214887	0.546538097	0.558624581	0.579358140	0.777261134
0.566801448	0.634972529	0.325573659	0.949366798	0.848005378	-0.296070570	0.520897919	0.396845611	0.620186524	0.718701944	0.741453888
0.530522843	0.389053727	0.551036879	0.951066742	0.903694614	-0.159604932	0.532354918	0.551442846	0.557066010	0.744072903	0.740601034
0.463663803	0.508160597	0.381986747	0.949785592	0.895459462	-0.346880935	0.484789525	0.480778305	0.641168601	0.661422445	0.734236276
0.508821003	0.643765714	0.409246985	0.950090891	0.906033741	-0.133847041	0.523169901	0.596162706	0.614168391	0.702799055	0.799801062
0.499445851	0.665277484	0.423719048	0.950994152	0.857793301	-0.115449416	0.514420079	0.520461360	0.612505212	0.723306453	0.768418219
0.525071565	0.527642195	0.504920762	0.943501688	0.901972611	-0.188521310	0.509082883	0.494462065	0.649367675	0.693421563	0.769735127
0.494311020	0.636059430	0.508951720	0.935419521	0.895105428	-0.094782731	0.491619648	0.521428795	0.621150111	0.646711850	0.734317475
0.481791007	0.190006665	0.191519952	0.948910087	0.900074702	-0.216370504	0.488682880	0.539433644	0.626033738	0.690462685	0.725258684
0.524603426	0.336866993	0.118792730	0.946555144	0.887840419	-0.130247524	0.505652477	0.581292299	0.655294106	0.679311422	0.750639321
0.538818385	0.416533789	0.411858355	0.951805840	0.884567356	-0.396907434	0.481224509	0.554863909	0.620764464	0.722694163	0.764581356
0.515086243	0.415081893	0.451564189	0.950613345	0.910498500	-0.325590873	0.487903347	0.611644375	0.593116358	0.674110772	0.748630543
0.564267135	0.430549746	0.197300821	0.948711186	0.902454104	-0.152204161	0.478220779	0.529431142	0.626149365	0.714223092	0.775139115
