0.980807412	0.813186813	0.876923077
0.971484122	0.910344828	0.828571429
0.970817121	0.902597403	0.919354839
0.980276134	0.847560976	0.835616438
0.956218274	0.976000000	0.929824561
0.976635514	0.872448980	0.843750000
0.974576271	0.935897436	0.911764706
0.973368842	0.874316940	0.767123288
0.964102564	0.960000000	0.849315068
0.971950424	0.952380952	0.897435897
0.961389961	0.955223881	0.842857143
0.973445596	0.879194631	0.861538462
0.979360852	0.811428571	0.777777778
0.969696970	0.836956522	0.803571429
0.972584856	0.905660377	0.880597015
0.973307292	0.858895706	0.847457627
0.968243681	0.966216216	0.835820896
0.978246539	0.918128655	0.914285714
0.980132450	0.927272727	0.819277108
0.976728723	0.878612717	0.851851852
0.968036530	0.940397351	0.851351351
0.965670693	0.968000000	0.883333333
0.964957820	0.944444444	0.890410959
0.969934641	0.911764706	0.879310345
0.970265029	0.940789474	0.796610169
0.979057592	0.929487179	0.837837838
0.965744401	0.904761905	0.902777778
0.980781975	0.820359281	0.804878049
0.973359324	0.904761905	0.819444444
0.977882038	0.879581152	0.786666667
0.966469428	0.938271605	0.786666667
0.983210208	0.819148936	0.827160494
0.973895582	0.891891892	0.835443038
0.972793630	0.875000000	0.866666667
0.960332694	0.941176471	0.796610169
0.964497041	0.895027624	0.892857143
0.968750000	0.902777778	0.846153846
0.976005188	0.917721519	0.879310345
0.965314136	0.925000000	0.871428571
0.975721785	0.934523810	0.833333333
0.976159794	0.910447761	0.888888889
0.965879265	0.930379747	0.934210526
0.957270408	0.912408759	0.773584906
0.976516634	0.873417722	0.850746269
0.974093264	0.878980892	0.877192982
0.971654581	0.856250000	0.790123457
0.973118280	0.743842365	0.880597015
0.977034121	0.902439024	0.814285714
0.974226804	0.900000000	0.767857143
0.975366178	0.868852459	0.835616438
0.981016949	0.746543779	0.757575758
0.964447317	0.965277778	0.865671642
0.978131213	0.899408284	0.700000000
0.978975033	0.870967742	0.864197531
0.975958415	0.899328859	0.914285714
0.971631206	0.922480620	0.807692308
0.958842444	0.931818182	0.859154930
0.975545274	0.867816092	0.845070423
0.964023984	0.884146341	0.870967742
0.967741935	0.931034483	0.841269841
0.953562341	0.960629921	0.915254237
0.974757282	0.903448276	0.897058824
0.971867008	0.992187500	0.833333333
0.973237598	0.907975460	0.793650794
0.975545274	0.891428571	0.914285714
0.959302326	0.958333333	0.969696970
0.968140442	0.920000000	0.842857143
0.967256058	0.895348837	0.779661017
0.970836034	0.948148148	0.937500000
0.970737913	0.944881890	0.932203390
0.963720317	0.939759036	0.881578947
0.958921694	0.931506849	0.907407407
0.958656331	0.924812030	0.857142857
0.974025974	0.951724138	0.835616438
0.980645161	0.902255639	0.866666667
0.969657844	0.905405405	0.885245902
0.972404731	0.886227545	0.782608696
0.983277592	0.855491329	0.766666667
0.975657895	0.843373494	0.875000000
0.976284585	0.934131737	0.808219178
0.968305304	0.922077922	0.827586207
0.979933110	0.816216216	0.820512821
0.978289474	0.857142857	0.857142857
0.980379333	0.922155689	0.838709677
0.976958525	0.890909091	0.756756757
0.960383387	0.968253968	0.910447761
0.960501567	0.933884298	0.928571429
0.971539457	0.900000000	0.887096774
0.973457200	0.897727273	0.840000000
0.967824968	0.946969697	0.777777778
0.968274950	0.817647059	0.800000000
0.976282051	0.912000000	0.863013699
0.971895425	0.874213836	0.855072464
0.966926070	0.853658537	0.903846154
0.963612736	0.925170068	0.847222222
0.973751601	0.896551724	0.941176471
0.979658793	0.863095238	0.833333333
0.965250965	0.952054795	0.827586207
0.969250480	0.963235294	0.934426230
0.973982655	0.898305085	0.865853659
