0.132769972	0.959613204
0.113873437	0.960750878
0.110266581	0.963026166
0.113804474	0.961888492
0.143189073	0.956769049
0.128054798	0.960182011
0.098895170	0.968714476
0.131870061	0.954493761
0.134633914	0.959044397
0.100327611	0.967007935
0.126413137	0.956200242
0.125474110	0.961319685
0.129766464	0.953356087
0.156766996	0.950511932
0.139283404	0.963026166
0.123647176	0.958475530
0.120180644	0.963026166
0.092577234	0.969852090
0.119660705	0.967576802
0.144300282	0.961319685
0.135304376	0.960750878
0.118306927	0.963026166
0.128083512	0.960182011
0.111836158	0.961319685
0.112453960	0.961888492
0.104237325	0.968714476
0.133463249	0.957337856
0.123601034	0.957337856
0.104442924	0.961319685
0.118124858	0.959044397
0.137316287	0.956200242
0.116110839	0.958475530
0.115650766	0.959044397
0.130104184	0.958475530
0.138794616	0.953356087
0.125099465	0.955062568
0.124743089	0.957906723
0.084282227	0.967576802
0.139196277	0.957906723
0.103037693	0.966439128
0.092689268	0.967576802
0.116934530	0.961319685
0.154890195	0.948236644
0.109010272	0.962457359
0.110615455	0.962457359
0.131843477	0.952787280
0.157810479	0.943117201
0.113172084	0.963594973
0.099464826	0.961319685
0.127214760	0.958475530
0.146578893	0.943686008
0.139839843	0.960750878
0.124161735	0.957906723
0.111911058	0.964163840
0.106913611	0.967007935
0.133924335	0.960750878
0.149707168	0.952787280
0.122970857	0.959613204
0.153301805	0.951649606
0.133784682	0.960182011
0.161430106	0.952787280
0.096008398	0.965870321
0.100761957	0.968145609
0.129696786	0.960750878
0.102723852	0.964732647
0.124196008	0.959613204
0.104394309	0.959044397
0.128437236	0.953924894
0.094540656	0.967576802
0.088080049	0.967576802
0.124212578	0.957906723
0.126311645	0.955062568
0.139956951	0.951649606
0.102675021	0.966439128
0.101193190	0.969852090
0.119975120	0.961319685
0.124200657	0.956769049
0.123573445	0.959613204
0.127007425	0.959044397
0.099040642	0.965301454
0.116805248	0.959613204
0.118461363	0.955631375
0.129934683	0.961888492
0.087375104	0.969852090
0.123002045	0.959613204
0.129796878	0.959044397
0.122405678	0.957906723
0.109277986	0.962457359
0.139141873	0.960182011
0.116750024	0.958475530
0.144982368	0.946530163
0.115986623	0.967007935
0.124040633	0.958475530
0.147877038	0.954493761
0.127111331	0.955631375
0.099800773	0.966439128
0.126941562	0.963026166
0.123886459	0.959613204
0.103742361	0.967576802
0.121449091	0.961319685
