0.005437919	0.028197268
0.005946403	0.028392563
0.004675160	0.028702607
0.004437100	0.026116757
0.005808874	0.032369934
0.005266891	0.026742781
0.004468352	0.025776125
0.005229527	0.027975420
0.005111599	0.028916821
0.004790730	0.026980262
0.004249559	0.026581535
0.005012285	0.028382609
0.004963296	0.026629163
0.005583124	0.026947359
0.006292148	0.030817902
0.004801657	0.028168144
0.005974461	0.028472060
0.005354693	0.025176957
0.005288225	0.025490575
0.005316119	0.029855995
0.005421300	0.024941696
0.005220379	0.026827963
0.005649439	0.025829799
0.004377447	0.024461592
0.005143443	0.027629390
0.005347269	0.026215095
0.003826301	0.022237156
0.006041785	0.026509948
0.005892529	0.032312963
0.005609158	0.026705706
0.006244065	0.030589482
0.005363252	0.026875507
0.005693280	0.026302332
0.006218559	0.032264128
0.004802527	0.025536468
0.005768891	0.025794839
0.005501419	0.029314516
0.006000192	0.029909663
0.004940039	0.028047808
0.005663268	0.027146520
0.005051336	0.028091868
0.003828128	0.023446206
0.004874269	0.024923485
0.005587988	0.029420553
0.006640933	0.030574225
0.004189306	0.023496395
0.005270037	0.027993549
0.005610547	0.026461292
0.006107169	0.029715355
0.004892732	0.027751567
0.005484287	0.030838087
0.004581984	0.024819603
0.005277898	0.027649097
0.004596188	0.028027054
0.004472474	0.025977004
0.005415971	0.025285946
0.006477597	0.028276660
0.004913022	0.028932773
0.004835511	0.028636975
0.004825797	0.025106044
0.004700983	0.025201743
0.005005626	0.025773598
0.006421388	0.028117292
0.004364813	0.024575651
0.005290815	0.027326139
0.005368809	0.027088214
0.004706579	0.027252579
0.005919492	0.026912244
0.004035731	0.024367325
0.005882378	0.027368220
0.005244070	0.024725871
0.004595588	0.026745675
0.004095810	0.027455335
0.004712072	0.025131321
0.006450469	0.030492635
0.005116150	0.030110316
0.005172305	0.028088337
0.005196976	0.026111683
0.005304846	0.029967356
0.004782303	0.028152741
0.006184035	0.027809121
0.004992045	0.028186036
0.004662445	0.024651513
0.005136836	0.027983401
0.005346496	0.027102014
0.005318116	0.028213952
0.004646058	0.024757857
0.005456490	0.025986951
0.005029393	0.026459171
0.005255163	0.026759969
0.004720842	0.025275031
0.004178457	0.024471849
0.005078064	0.023853142
0.004987014	0.028091433
0.005421101	0.027360011
0.004773133	0.024629816
0.005095914	0.028198868
0.004270494	0.024278849
0.004124586	0.025884226
0.004473878	0.024699444
