2398.131040000	77.525600000	1.586830000	1.959140000	0.449006061	1751.178000000	0.000000000	0.000000000
2398.283430000	75.872920000	1.639410000	1.961340000	0.447672727	1749.604000000	0.000000000	0.000000000
2398.435830000	76.905720000	1.512450000	1.979440000	0.436703030	1749.355000000	0.000000000	0.000000000
2398.588230000	77.325960000	1.521330000	1.949660000	0.454751515	1748.620000000	0.000000000	0.000000000
2398.740620000	77.220820000	1.594460000	1.951740000	0.453490909	1746.314000000	0.000000000	0.000000000
2398.893020000	75.704900000	1.535700000	1.935980000	0.463042424	1744.344000000	0.000000000	0.000000000
2399.045420000	74.670720000	1.488880000	1.946630000	0.456587879	1743.596000000	0.000000000	0.000000000
2399.197810000	73.787620000	1.603880000	1.939390000	0.460975758	1748.102000000	0.000000000	0.000000000
2399.350210000	76.376590000	1.542710000	1.935810000	0.463145455	1750.642000000	0.000000000	0.000000000
2399.502610000	76.563550000	1.541380000	1.963630000	0.446284848	1751.955000000	0.000000000	0.000000000
2399.655000000	77.729780000	1.602740000	1.964500000	0.445757576	1755.132000000	0.000000000	0.000000000
2399.807400000	75.500400000	1.623850000	1.980080000	0.436315152	1754.555000000	0.000000000	0.000000000
2399.959800000	75.338680000	2.036330000	1.950300000	0.454363636	1754.064000000	0.000000000	0.000000000
2400.112190000	76.708110000	1.922080000	1.945880000	0.457042424	1750.902000000	0.000000000	0.000000000
2400.264590000	76.290860000	1.702200000	1.934750000	0.463787879	1755.295000000	0.000000000	0.000000000
2400.416990000	77.035740000	1.793370000	1.931160000	0.465963636	1747.238000000	0.000000000	0.000000000
2400.569380000	74.713780000	1.692260000	1.937810000	0.461933333	1743.539000000	0.000000000	0.000000000
2400.721780000	73.961410000	1.557010000	1.921200000	0.472000000	1741.801000000	0.000000000	0.000000000
2400.874180000	74.837560000	1.463350000	1.929290000	0.467096970	1743.015000000	0.000000000	0.000000000
2401.026570000	76.600070000	1.476160000	1.930250000	0.466515152	1738.107000000	0.000000000	0.000000000
2401.178970000	77.383840000	1.570240000	1.932620000	0.465078788	1730.718000000	0.000000000	0.000000000
2401.331370000	77.300740000	1.444580000	1.920850000	0.472212121	1727.635000000	0.000000000	0.000000000
2401.483760000	78.258060000	1.441720000	1.918500000	0.473636364	1726.758000000	0.000000000	0.000000000
2401.636160000	78.269020000	1.359160000	1.928660000	0.467478788	1722.937000000	0.000000000	0.000000000
2401.788560000	77.062930000	1.435740000	1.930900000	0.466121212	1721.573000000	0.000000000	0.000000000
2401.940950000	75.373180000	1.433780000	1.922790000	0.471036364	1719.800000000	0.000000000	0.000000000
2402.093350000	74.665700000	1.430750000	1.887380000	0.492496970	1723.677000000	0.000000000	0.000000000
2402.245750000	74.211370000	1.410340000	1.876640000	0.499006061	1725.965000000	0.000000000	0.000000000
2402.398140000	74.904190000	1.541420000	1.883390000	0.494915152	1728.007000000	0.000000000	0.000000000
2402.550540000	76.289680000	1.685990000	1.905160000	0.481721212	1740.282000000	0.000000000	0.000000000
2402.702940000	78.158620000	1.442840000	1.924360000	0.470084848	1759.623000000	0.000000000	0.000000000
2402.855330000	76.976490000	1.601920000	1.938270000	0.461654545	1758.665000000	0.000000000	0.000000000
2403.007730000	74.796750000	1.697010000	1.942570000	0.459048485	1762.737000000	0.000000000	0.000000000
2403.160130000	71.732860000	1.619100000	1.950140000	0.454460606	1759.926000000	0.000000000	0.000000000
2403.312520000	70.730140000	1.542360000	1.956220000	0.450775758	1763.615000000	0.000000000	0.000000000
2403.464920000	72.755920000	1.530400000	1.954640000	0.451733333	1761.060000000	0.000000000	0.000000000
2403.617320000	73.375420000	1.540790000	1.946530000	0.456648485	1758.324000000	0.000000000	0.000000000
2403.769710000	72.415300000	1.565770000	1.928400000	0.467636364	1757.694000000	0.000000000	0.000000000
2403.922110000	71.575260000	1.590450000	1.941940000	0.459430303	1764.594000000	0.000000000	0.000000000
2404.074510000	73.492430000	1.570510000	1.938300000	0.461636364	1762.818000000	0.000000000	0.000000000
2404.226900000	76.433790000	1.548550000	1.944000000	0.458181818	1763.646000000	0.000000000	0.000000000
2404.379300000	78.704700000	1.730610000	1.927740000	0.468036364	1768.988000000	0.000000000	0.000000000
2404.531700000	78.924320000	1.607040000	1.917800000	0.474060606	1770.752000000	0.000000000	0.000000000
2404.684090000	78.175420000	1.639530000	1.918510000	0.473630303	1766.520000000	0.000000000	0.000000000
