0.721858109	0.635899118	0.851220081	0.733826463	0.832502027	0.817970633
0.781353005	0.608645450	0.786442084	0.723012041	0.831169853	0.824089960
0.675507635	0.633057590	0.884611037	0.767005164	0.856335513	0.770350001
0.722256216	0.661524785	0.829345491	0.764872347	0.846002601	0.803085795
0.682845919	0.598559452	0.885858116	0.786221317	0.854730631	0.764623554
0.759862538	0.663774529	0.835937014	0.727485665	0.834470006	0.806440641
0.712811352	0.635973280	0.824277290	0.744912659	0.849904165	0.809164520
0.741715633	0.634904722	0.786690291	0.737992689	0.840830402	0.824830969
0.694215321	0.642389437	0.869221609	0.768506510	0.842401595	0.756488603
0.707510430	0.634939832	0.873849020	0.784166820	0.834837723	0.758516930
0.732312648	0.628479087	0.865599184	0.750176483	0.845494128	0.815158697
0.718607222	0.628197570	0.880018723	0.774049787	0.837494079	0.784978715
0.723380860	0.653715086	0.846399635	0.751805293	0.835222390	0.813485705
0.737036614	0.632241778	0.824523875	0.734335926	0.846224893	0.813949247
0.679509784	0.614497524	0.860468546	0.775355170	0.839853402	0.811476189
0.698970469	0.637634823	0.870429255	0.794663546	0.837194090	0.799304806
0.710692296	0.606918310	0.859057075	0.779966022	0.848982781	0.783746798
0.761747427	0.627731684	0.736764402	0.660313144	0.830555204	0.809351898
0.753271034	0.632749050	0.821522967	0.723340596	0.847285435	0.819122552
0.740195438	0.627129661	0.820846486	0.732742162	0.845787122	0.810166922
0.777719533	0.635597931	0.810464780	0.728220513	0.805629748	0.814846415
0.739253441	0.665657987	0.786304650	0.745215990	0.838000366	0.795801709
0.767631857	0.634517207	0.778233660	0.710248344	0.837692196	0.814975737
0.745481873	0.639083001	0.829771317	0.739768082	0.828292849	0.810150655
0.749278888	0.624982253	0.851648294	0.759272924	0.832431597	0.823534464
0.756226123	0.626105640	0.779677461	0.698154253	0.835340624	0.818114241
0.761728402	0.651223270	0.824795290	0.717835502	0.820200925	0.815349982
0.776598968	0.622488965	0.761032835	0.679229109	0.825907512	0.804551777
0.698661799	0.655294150	0.874504048	0.753104059	0.843484703	0.809380267
0.774245149	0.631077876	0.719699422	0.669742087	0.785592032	0.814127035
0.723388849	0.639129846	0.848493655	0.735498483	0.840997066	0.812927696
