TDEP        DTCO       DTSM       PR         TICO       TISS       TVDBML             VP         VPVS       VS
2099.9125977 -9999      -9999      -9999      -9999      -9999      -96.09309290981007 -9999      -9999      -9999     
2223.968   196.0229   -9999      -9999      1910.019   -9999      27.9612577231036 1554.921   -9999      -9999     
2224.121   196.6046   -9999      -9999      1909.71    -9999      28.11384422223962 1550.32    -9999      -9999     
2224.273   194.3109   -9999      -9999      1908.754   -9999      28.26618658278677 1568.62    -9999      -9999     
2224.425   195.1398   -9999      -9999      1909.034   -9999      28.41852894314353 1561.957   -9999      -9999     
2224.578   195.0565   -9999      -9999      1908.907   -9999      28.57087130330946 1562.624   -9999      -9999     
2224.73    195.7747   -9999      -9999      1908.497   -9999      28.7234578016828 1556.891   -9999      -9999     
2224.883   196.1234   -9999      -9999      1905.928   -9999      28.8758001614685 1554.124   -9999      -9999     
2225.035   195.5508   -9999      -9999      1902.708   -9999      29.02814252106338 1558.674   -9999      -9999     
2225.187   196.2753   -9999      -9999      1900.582   -9999      29.18048488046784 1552.921   -9999      -9999     
2225.34    196.3032   -9999      -9999      1898.99    -9999      29.33282723968235 1552.7     -9999      -9999     
2225.492   194.6707   -9999      -9999      1896.387   -9999      29.4854137371019 1565.721   -9999      -9999     
2225.645   194.1499   -9999      -9999      1893.479   -9999      29.63775609593487 1569.921   -9999      -9999     
2225.797   194.2173   -9999      -9999      1892.487   -9999      29.79009845457743 1569.376   -9999      -9999     
2225.949   194.3504   -9999      -9999      1893.705   -9999      29.9424408130296 1568.302   -9999      -9999     
2226.102   194.2863   -9999      -9999      1893.502   -9999      30.09502730968557 1568.819   -9999      -9999     
2226.254   194.9732   -9999      -9999      1893.563   -9999      30.24736966775619 1563.292   -9999      -9999     
2226.406   194.8073   -9999      -9999      1892.221   -9999      30.3997120256364 1564.623   -9999      -9999     
2226.559   193.1699   -9999      -9999      1891.787   -9999      30.55205438332622 1577.885   -9999      -9999     
2226.711   194.8619   -9999      -9999      1891.308   -9999      30.70464087921861 1564.185   -9999      -9999     
2226.864   195.4977   -9999      -9999      1890.242   -9999      30.85698323652687 1559.098   -9999      -9999     
2227.016   194.4261   -9999      -9999      1889.657   -9999      31.00932559364473 1567.691   -9999      -9999     
2227.168   193.9827   -9999      -9999      1889.595   -9999      31.16166795057131 1571.275   -9999      -9999     
2227.321   194.0067   -9999      -9999      1888.56    -9999      31.31401030730834 1571.08    -9999      -9999     
2227.473   193.55     -9999      -9999      1887.564   -9999      31.46659680224602 1574.787   -9999      -9999     
2227.626   194.3472   -9999      -9999      1887.015   -9999      31.61893915860063 1568.327   -9999      -9999     
2227.778   194.9536   -9999      -9999      1886.816   -9999      31.77128151476527 1563.449   -9999      -9999     
2227.93    194.3064   -9999      -9999      1887.784   -9999      31.92362387073953 1568.656   -9999      -9999     
2228.083   194.6324   -9999      -9999      1889.535   -9999      32.07621036491273 1566.029   -9999      -9999     
2228.235   194.7652   -9999      -9999      1891.593   -9999      32.22855272050496 1564.961   -9999      -9999     
2228.388   194.6145   -9999      -9999      1891.644   -9999      32.38089507590681 1566.173   -9999      -9999     
2228.54    194.7081   -9999      -9999      1888.98    -9999      32.53323743111737 1565.42    -9999      -9999     
2228.693   194.94     -9999      -9999      1888.041   -9999      32.68582392452608 1563.558   -9999      -9999     
2228.845   194.9227   -9999      -9999      1891.276   -9999      32.83816627935548 1563.697   -9999      -9999     
2228.997   194.9127   -9999      -9999      1894.244   -9999      32.9905086339932 1563.777   -9999      -9999     
2229.15    195.5248   -9999      -9999      1896.269   -9999      33.14285098844135 1558.882   -9999      -9999     
2229.302   195.3969   -9999      -9999      1894.744   -9999      33.29519334269826 1559.902   -9999      -9999     
2229.455   195.4661   -9999      -9999      1892.928   -9999      33.44777983515177 1559.35    -9999      -9999     
2229.607   195.4913   -9999      -9999      1890.838   -9999      33.60012218902664 1559.149   -9999      -9999     
2229.76    195.3806   -9999      -9999      1890.826   -9999      33.75270868109841 1560.032   -9999      -9999     
2229.912   195.2688   -9999      -9999      1895.235   -9999      33.90505103459129 1560.925   -9999      -9999     
2230.064   195.1442   -9999      -9999      1900.011   -9999      34.05739338789243 1561.922   -9999      -9999     
2230.217   194.4977   -9999      -9999      1901.739   -9999      34.20973574100444 1567.114   -9999      -9999     
2230.369   194.6517   -9999      -9999      1901.648   -9999      34.36232223231086 1565.874   -9999      -9999     
2230.521   194.4324   -9999      -9999      1900.699   -9999      34.51466458504045 1567.64    -9999      -9999     
2230.674   195.0723   -9999      -9999      1900.272   -9999      34.66700693757876 1562.498   -9999      -9999     
2230.826   194.9599   -9999      -9999      1896.776   -9999      34.81934928992576 1563.398   -9999      -9999     
2230.979   195.4518   -9999      -9999      1891.93    -9999      34.97169164208322 1559.464   -9999      -9999     
2231.131   195.4547   -9999      -9999      1887.989   -9999      35.1242781324331 1559.44    -9999      -9999     
2231.283   195.3134   -9999      -9999      1886.605   -9999      35.27662048420722 1560.569   -9999      -9999     
2231.436   195.2918   -9999      -9999      1885.033   -9999      35.42896283579093 1560.741   -9999      -9999     
2231.588   194.6469   -9999      -9999      1883.919   -9999      35.58130518718293 1565.912   -9999      -9999     
2231.741   194.1324   -9999      -9999      1884.404   -9999      35.73389167676825 1570.063   -9999      -9999     
2231.893   193.7731   -9999      -9999      1886.218   -9999      35.88623402777823 1572.974   -9999      -9999     
2232.045   193.5958   -9999      -9999      1886.75    -9999      36.03857637859733 1574.414   -9999      -9999     
2232.198   193.3705   -9999      -9999      1885.244   -9999      36.19091872922601 1576.248   -9999      -9999     
2232.35    193.2965   -9999      -9999      1882.931   -9999      36.34350521804509 1576.852   -9999      -9999     
2232.503   192.7607   -9999      -9999      1880.302   -9999      36.49584756829087 1581.235   -9999      -9999     
2232.655   193.0121   -9999      -9999      1877.338   -9999      36.64818991834579 1579.176   -9999      -9999     
2232.807   193.2773   -9999      -9999      1877.762   -9999      36.80053226820987 1577.008   -9999      -9999     
2232.96    193.4017   -9999      -9999      1877.564   -9999      36.95287461788265 1575.995   -9999      -9999     
2233.112   193.3242   -9999      -9999      1877.23    -9999      37.10546110574514 1576.626   -9999      -9999     
2233.265   192.793    -9999      -9999      1875.444   -9999      37.25780345503501 1580.97    -9999      -9999     
2233.417   192.5379   -9999      -9999      1873.911   -9999      37.41014580413444 1583.065   -9999      -9999     
2233.569   192.4895   -9999      -9999      1872.765   -9999      37.56248815304172 1583.463   -9999      -9999     
2233.722   191.495    -9999      -9999      1867.89    -9999      37.71507464013789 1591.686   -9999      -9999     
2233.874   191.0923   -9999      -9999      1861.063   -9999      37.86741698866356 1595.041   -9999      -9999     
2234.027   190.1479   -9999      -9999      1856.548   -9999      38.01975933699794 1602.963   -9999      -9999     
2234.179   189.7719   -9999      -9999      1855.794   -9999      38.17210168514102 1606.139   -9999      -9999     
2234.332   189.7703   -9999      -9999      1856.214   -9999      38.32468817147046 1606.152   -9999      -9999     
2234.484   190.3552   -9999      -9999      1856.328   -9999      38.47703051923104 1601.217   -9999      -9999     
2234.636   189.9859   -9999      -9999      1855.082   -9999      38.6293728667999 1604.329   -9999      -9999     
2234.789   189.8524   -9999      -9999      1852.609   -9999      38.78171521417788 1605.457   -9999      -9999     
2234.941   189.4933   -9999      -9999      1850.29    -9999      38.93405756136412 1608.5     -9999      -9999     
2235.094   189.6054   -9999      -9999      1848.266   -9999      39.08664404673651 1607.549   -9999      -9999     
2235.246   189.8331   -9999      -9999      1846.529   -9999      39.23898639354029 1605.621   -9999      -9999     
2235.398   189.9903   -9999      -9999      1846.796   -9999      39.39132874015319 1604.292   -9999      -9999     
2235.551   190.7978   -9999      -9999      1846.471   -9999      39.54367108657348 1597.503   -9999      -9999     
2235.703   191.0109   -9999      -9999      1846.979   -9999      39.69625757117952 1595.72    -9999      -9999     
2235.855   190.5473   -9999      -9999      1846.188   -9999      39.84859991721778 1599.603   -9999      -9999     
2236.008   189.5262   -9999      -9999      1846.819   -9999      40.0009422630647 1608.221   -9999      -9999     
2236.16    189.7558   -9999      -9999      1846.657   -9999      40.15328460871988 1606.275   -9999      -9999     
2236.313   189.3063   -9999      -9999      1847.344   -9999      40.3058710925583 1610.089   -9999      -9999     
2236.465   189.4577   -9999      -9999      1849.093   -9999      40.45821343783099 1608.802   -9999      -9999     
2236.617   190.4758   -9999      -9999      1850.325   -9999      40.61055578291238 1600.203   -9999      -9999     
2236.77    190.7116   -9999      -9999      1852.725   -9999      40.76289812780246 1598.225   -9999      -9999     
2236.922   191.3375   -9999      -9999      1855.28    -9999      40.91524047250035 1592.997   -9999      -9999     
2237.075   188.6979   -9999      -9999      1857.565   -9999      41.06782695538038 1615.28    -9999      -9999     
2237.227   187.6992   -9999      -9999      1858.209   -9999      41.22016929969535 1623.875   -9999      -9999     
2237.38    187.5557   -9999      -9999      1857.249   -9999      41.37275578219096 1625.117   -9999      -9999     
2237.532   191.4001   -9999      -9999      1856.203   -9999      41.5250981261221 1592.475   -9999      -9999     
2237.684   191.5622   -9999      -9999      1855.042   -9999      41.67744046986367 1591.128   -9999      -9999     
2237.837   191.4388   -9999      -9999      1853.963   -9999      41.82978281341222 1592.154   -9999      -9999     
2237.989   191.4775   -9999      -9999      1851.535   -9999      41.98236929514016 1591.832   -9999      -9999     
2238.142   191.7212   -9999      -9999      1848.804   -9999      42.13471163830618 1589.808   -9999      -9999     
2238.294   191.7156   -9999      -9999      1846.646   -9999      42.28705398128046 1589.855   -9999      -9999     
2238.446   191.4737   -9999      -9999      1845.185   -9999      42.43939632406298 1591.864   -9999      -9999     
2238.599   191.4363   -9999      -9999      1844.181   -9999      42.59173866665329 1592.174   -9999      -9999     
2238.751   191.5129   -9999      -9999      1843.253   -9999      42.74432514742237 1591.538   -9999      -9999     
2238.904   191.2639   -9999      -9999      1844.998   -9999      42.89666748963021 1593.61    -9999      -9999     
2239.056   189.3572   -9999      -9999      1847.031   -9999      43.04900983164584 1609.657   -9999      -9999     
2239.208   188.0927   -9999      -9999      1847.508   -9999      43.20135217347058 1620.477   -9999      -9999     
2239.361   186.7142   -9999      -9999      1845.938   -9999      43.35393865347158 1632.442   -9999      -9999     
2239.513   186.6003   -9999      -9999      1843.622   -9999      43.50628099491208 1633.438   -9999      -9999     
2239.666   186.8494   -9999      -9999      1843.585   -9999      43.65862333616123 1631.26    -9999      -9999     
2239.818   187.5154   -9999      -9999      1842.635   -9999      43.81096567721865 1625.466   -9999      -9999     
2239.97    187.4854   -9999      -9999      1841.554   -9999      43.96355215645106 1625.727   -9999      -9999     
2240.123   187.7661   -9999      -9999      1837.867   -9999      44.11589449712552 1623.296   -9999      -9999     
2240.275   188.1212   -9999      -9999      1833.014   -9999      44.26823683760737 1620.232   -9999      -9999     
2240.427   188.3746   -9999      -9999      1828.74    -9999      44.42057917789743 1618.053   -9999      -9999     
2240.58    188.2159   -9999      -9999      1824.582   -9999      44.57292151799661 1619.417   -9999      -9999     
2240.732   187.8267   -9999      -9999      1821.942   -9999      44.72550799626883 1622.773   -9999      -9999     
2240.885   187.6736   -9999      -9999      1820.689   -9999      44.87785033598287 1624.097   -9999      -9999     
2241.037   187.1036   -9999      -9999      1820.01    -9999      45.03019267550644 1629.044   -9999      -9999     
2241.189   186.3842   -9999      -9999      1820.534   -9999      45.18253501483741 1635.331   -9999      -9999     
2241.342   185.9841   -9999      -9999      1819.691   -9999      45.33512149234147 1638.85    -9999      -9999     
2241.494   185.736    -9999      -9999      1819.292   -9999      45.48746383128817 1641.039   -9999      -9999     
2241.647   185.6881   -9999      -9999      1819.477   -9999      45.63980617004439 1641.463   -9999      -9999     
2241.799   185.7686   -9999      -9999      1821.187   -9999      45.792148508608 1640.75    -9999      -9999     
2241.952   187.4836   -9999      -9999      1822.655   -9999      45.94473498534259 1625.742   -9999      -9999     
2242.104   186.7211   -9999      -9999      1823.9     -9999      46.09707732352279 1632.381   -9999      -9999     
2242.256   189.8132   -9999      -9999      1825.067   -9999      46.24941966151036 1605.79    -9999      -9999     
2242.409   189.8905   -9999      -9999      1825.82    -9999      46.40176199930658 1605.136   -9999      -9999     
2242.561   190.0306   -9999      -9999      1826.51    -9999      46.55410433691105 1603.953   -9999      -9999     
2242.714   189.5409   -9999      -9999      1827.348   -9999      46.70669081268411 1608.096   -9999      -9999     
2242.866   189.3039   -9999      -9999      1830.027   -9999      46.85903314990428 1610.11    -9999      -9999     
2243.018   188.1394   -9999      -9999      1830.998   -9999      47.01137548693183 1620.076   -9999      -9999     
2243.171   188.4219   -9999      -9999      1831.447   -9999      47.16371782376846 1617.646   -9999      -9999     
2243.323   188.4744   -9999      -9999      1832.373   -9999      47.31630429877204 1617.196   -9999      -9999     
2243.476   188.8269   -9999      -9999      1833.569   -9999      47.46864663522395 1614.177   -9999      -9999     
2243.628   189.3321   -9999      -9999      1833.176   -9999      47.62098897148323 1609.87    -9999      -9999     
2243.78    189.8857   -9999      -9999      1834.109   -9999      47.77333130755203 1605.176   -9999      -9999     
2243.933   190.2873   -9999      -9999      1834.54    -9999      47.92591778178657 1601.789   -9999      -9999     
2244.085   190.3343   -9999      -9999      1833.989   -9999      48.0782601174698 1601.393   -9999      -9999     
2244.238   189.4724   -9999      -9999      1829.771   -9999      48.23060245296168 1608.677   -9999      -9999     
2244.39    188.6137   -9999      -9999      1826.03    -9999      48.38294478826093 1616.002   -9999      -9999     
2244.542   188.5446   -9999      -9999      1823.041   -9999      48.5352871233684 1616.594   -9999      -9999     
2244.695   188.2126   -9999      -9999      1821.47    -9999      48.68787359664088 1619.445   -9999      -9999     
2244.847   188.0383   -9999      -9999      1819.766   -9999      48.84021593136362 1620.946   -9999      -9999     
2245       187.8183   -9999      -9999      1817.289   -9999      48.9928024042512 1622.845   -9999      -9999     
2245.152   187.9849   -9999      -9999      1813.801   -9999      49.14514473858921 1621.407   -9999      -9999     
2245.304   187.5352   -9999      -9999      1809.556   -9999      49.29748707273588 1625.295   -9999      -9999     
2245.457   187.3617   -9999      -9999      1804.01    -9999      49.44982940668947 1626.8     -9999      -9999     
2245.609   186.7092   -9999      -9999      1798.721   -9999      49.60241587880708 1632.485   -9999      -9999     
2245.762   182.1993   -9999      -9999      1793.472   -9999      49.75475821237637 1672.893   -9999      -9999     
2245.914   181.8045   -9999      -9999      1787.64    -9999      49.90710054575344 1676.526   -9999      -9999     
2246.066   180.1451   -9999      -9999      1783.177   -9999      50.05944287893873 1691.969   -9999      -9999     
2246.219   180.5341   -9999      -9999      1780.051   -9999      50.21178521193138 1688.324   -9999      -9999     
2246.371   181.056    -9999      -9999      1777.544   -9999      50.36437168308607 1683.457   -9999      -9999     
2246.524   181.4432   -9999      -9999      1773.146   -9999      50.51671401569398 1679.864   -9999      -9999     
2246.676   181.456    -9999      -9999      1769.339   -9999      50.66905634811009 1679.746   -9999      -9999     
2246.828   181.36     -9999      -9999      1766.926   -9999      50.82139868033357 1680.635   -9999      -9999     
2246.981   181.492    -9999      -9999      1764.571   -9999      50.97398515071785 1679.413   -9999      -9999     
2247.133   181.1729   -9999      -9999      1761.88    -9999      51.12632748255615 1682.371   -9999      -9999     
2247.286   180.9973   -9999      -9999      1759.839   -9999      51.27866981420264 1684.003   -9999      -9999     
2247.438   181.1325   -9999      -9999      1760.443   -9999      51.43101214565604 1682.746   -9999      -9999     
2247.591   180.8843   -9999      -9999      1763.124   -9999      51.5835986152699 1685.055   -9999      -9999     
2247.743   181.5699   -9999      -9999      1765.311   -9999      51.73594094633901 1678.692   -9999      -9999     
2247.895   181.2837   -9999      -9999      1767.231   -9999      51.88828327721589 1681.343   -9999      -9999     
2248.048   181.9078   -9999      -9999      1767.169   -9999      52.04062560790011 1675.574   -9999      -9999     
2248.2     182.3368   -9999      -9999      1767.277   -9999      52.19296793839254 1671.632   -9999      -9999     
2248.353   182.7218   -9999      -9999      1768.648   -9999      52.34555440704172 1668.11    -9999      -9999     
2248.505   183.3254   -9999      -9999      1771.244   -9999      52.49789673714896 1662.617   -9999      -9999     
2248.657   183.6462   -9999      -9999      1773.125   -9999      52.6502390670631 1659.713   -9999      -9999     
2248.81    183.4453   -9999      -9999      1774.808   -9999      52.80258139678545 1661.53    -9999      -9999     
2248.962   183.6129   -9999      -9999      1776.874   -9999      52.95516786466375 1660.015   -9999      -9999     
2249.115   183.3368   -9999      -9999      1780.394   -9999      53.10751019400048 1662.514   -9999      -9999     
2249.267   182.3265   -9999      -9999      1784.673   -9999      53.25985252314453 1671.726   -9999      -9999     
2249.419   182.9302   -9999      -9999      1789.209   -9999      53.4121948520968 1666.21    -9999      -9999     
2249.572   183.2438   -9999      -9999      1793.036   -9999      53.5647813192029 1663.358   -9999      -9999     
2249.724   184.3906   -9999      -9999      1798.14    -9999      53.71712364776996 1653.013   -9999      -9999     
2249.876   185.6561   -9999      -9999      1802.243   -9999      53.86946597614439 1641.745   -9999      -9999     
2250.029   186.4884   -9999      -9999      1806.281   -9999      54.0218083043257 1634.418   -9999      -9999     
2250.181   187.7887   -9999      -9999      1809.318   -9999      54.17415063231522 1623.101   -9999      -9999     
2250.334   189.3634   -9999      -9999      1814.252   -9999      54.32673709845658 1609.604   -9999      -9999     
2250.486   190.0207   -9999      -9999      1819.689   -9999      54.47907942606044 1604.036   -9999      -9999     
2250.638   190.6134   -9999      -9999      1822.127   -9999      54.63142175347166 1599.048   -9999      -9999     
2250.791   190.5302   -9999      -9999      1822.46    -9999      54.7837640806902 1599.746   -9999      -9999     
2250.943   190.5116   -9999      -9999      1824.654   -9999      54.93635054606067 1599.902   -9999      -9999     
2251.096   190.6324   -9999      -9999      1828.055   -9999      55.08869287289269 1598.889   -9999      -9999     
2251.248   187.775    -9999      -9999      1833.058   -9999      55.2410351995329 1623.219   -9999      -9999     
2251.4     188.1847   -9999      -9999      1837.365   -9999      55.39337752598046 1619.686   -9999      -9999     
2251.553   190.5119   -9999      -9999      1840.107   -9999      55.54596399057869 1599.9     -9999      -9999     
2251.705   189.7717   -9999      -9999      1841.438   -9999      55.6983063166406 1606.14    -9999      -9999     
2251.858   189.6162   -9999      -9999      1840.798   -9999      55.85064864250984 1607.457   -9999      -9999     
2252.01    189.31     -9999      -9999      1839.455   -9999      56.00299096818684 1610.058   -9999      -9999     
2252.162   188.5018   -9999      -9999      1837.628   -9999      56.15533329366988 1616.961   -9999      -9999     
2252.315   188.3518   -9999      -9999      1835.529   -9999      56.30791975730332 1618.249   -9999      -9999     
2252.467   188.6417   -9999      -9999      1833.88    -9999      56.46026208240026 1615.762   -9999      -9999     
2252.62    188.7005   -9999      -9999      1833.588   -9999      56.61284854564742 1615.258   -9999      -9999     
2252.772   189.3144   -9999      -9999      1833.848   -9999      56.76519087035915 1610.02    -9999      -9999     
2252.925   189.1413   -9999      -9999      1833.647   -9999      56.91753319487861 1611.494   -9999      -9999     
2253.077   188.6913   -9999      -9999      1831.755   -9999      57.06987551920541 1615.336   -9999      -9999     
2253.229   188.0132   -9999      -9999      1831.98    -9999      57.22246198167905 1621.162   -9999      -9999     
2253.382   188.0774   -9999      -9999      1831.916   -9999      57.37480430561975 1620.609   -9999      -9999     
2253.534   186.6514   -9999      -9999      1830.628   -9999      57.52714662936778 1632.99    -9999      -9999     
2253.687   187.7913   -9999      -9999      1827.525   -9999      57.67948895292225 1623.078   -9999      -9999     
2253.839   187.87     -9999      -9999      1826.179   -9999      57.83183127628447 1622.398   -9999      -9999     
2253.991   187.8353   -9999      -9999      1825.625   -9999      57.98441773779199 1622.698   -9999      -9999     
2254.144   187.7486   -9999      -9999      1824.915   -9999      58.13676006076768 1623.448   -9999      -9999     
2254.296   187.783    -9999      -9999      1823.337   -9999      58.28910238355068 1623.15    -9999      -9999     
2254.448   187.5249   -9999      -9999      1821.944   -9999      58.44144470614145 1625.384   -9999      -9999     
2254.601   186.9489   -9999      -9999      1823.38    -9999      58.59403116687541 1630.392   -9999      -9999     
2254.753   185.9538   -9999      -9999      1824.097   -9999      58.74637348908006 1639.117   -9999      -9999     
2254.906   185.8989   -9999      -9999      1823.655   -9999      58.89871581109075 1639.601   -9999      -9999     
2255.058   186.1029   -9999      -9999      1821.948   -9999      59.05105813290917 1637.804   -9999      -9999     
2255.211   186.6054   -9999      -9999      1821.53    -9999      59.2036445928691 1633.393   -9999      -9999     
2255.363   187.3368   -9999      -9999      1823.055   -9999      59.35598691430182 1627.016   -9999      -9999     
2255.515   187.8153   -9999      -9999      1824.499   -9999      59.50832923554061 1622.871   -9999      -9999     
2255.668   187.9562   -9999      -9999      1826.688   -9999      59.66067155658624 1621.655   -9999      -9999     
2255.82    188.5106   -9999      -9999      1827.273   -9999      59.81301387743876 1616.885   -9999      -9999     
2255.973   188.7851   -9999      -9999      1824.682   -9999      59.96560033643296 1614.534   -9999      -9999     
2256.125   189.0709   -9999      -9999      1822.98    -9999      60.11794265689893 1612.093   -9999      -9999     
2256.277   189.1332   -9999      -9999      1819.815   -9999      60.27028497717264 1611.563   -9999      -9999     
2256.43    188.8235   -9999      -9999      1819.692   -9999      60.42262729725281 1614.206   -9999      -9999     
2256.582   188.6624   -9999      -9999      1819.229   -9999      60.57521375547254 1615.584   -9999      -9999     
2256.735   188.1712   -9999      -9999      1818.861   -9999      60.72755607516656 1619.802   -9999      -9999     
2256.887   187.6918   -9999      -9999      1818.518   -9999      60.87989839466705 1623.939   -9999      -9999     
2257.039   187.0839   -9999      -9999      1816.443   -9999      61.03224071397484 1629.215   -9999      -9999     
2257.192   186.5248   -9999      -9999      1813.051   -9999      61.18482717142098 1634.099   -9999      -9999     
2257.344   186.4801   -9999      -9999      1809.432   -9999      61.33716949034221 1634.49    -9999      -9999     
2257.497   185.7695   -9999      -9999      1808.704   -9999      61.48951180906987 1640.743   -9999      -9999     
2257.649   185.3639   -9999      -9999      1807.815   -9999      61.64185412760398 1644.333   -9999      -9999     
2257.801   184.9718   -9999      -9999      1804.868   -9999      61.79419644594582 1647.819   -9999      -9999     
2257.954   184.5461   -9999      -9999      1799.617   -9999      61.94678290242403 1651.62    -9999      -9999     
2258.106   184.2939   -9999      -9999      1795.682   -9999      62.09912522037755 1653.88    -9999      -9999     
2258.259   184.157    -9999      -9999      1792.113   -9999      62.25146753813923 1655.11    -9999      -9999     
2258.411   183.7968   -9999      -9999      1788.552   -9999      62.40380985570695 1658.353   -9999      -9999     
2258.563   183.8479   -9999      -9999      1785.222   -9999      62.55639631141196 1657.892   -9999      -9999     
2258.716   183.5115   -9999      -9999      1781.626   -9999      62.70873862859269 1660.932   -9999      -9999     
2258.868   183.7279   -9999      -9999      1778.489   -9999      62.86108094558025 1658.975   -9999      -9999     
2259.021   182.4413   -9999      -9999      1774.038   -9999      63.01342326237512 1670.674   -9999      -9999     
2259.173   181.8252   -9999      -9999      1769.161   -9999      63.16600971730387 1676.335   -9999      -9999     
2259.325   180.4839   -9999      -9999      1766.359   -9999      63.31835203371173 1688.794   -9999      -9999     
2259.478   179.8484   -9999      -9999      1763.898   -9999      63.47069434992559 1694.761   -9999      -9999     
2259.63    181.2954   -9999      -9999      1760.947   -9999      63.62303666594718 1681.234   -9999      -9999     
2259.782   178.4004   -9999      -9999      1759.007   -9999      63.77537898177436 1708.516   -9999      -9999     
2259.935   179.3554   -9999      -9999      1757.419   -9999      63.92796543573469 1699.42    -9999      -9999     
2260.087   179.5344   -9999      -9999      1755.807   -9999      64.08030775117526 1697.725   -9999      -9999     
2260.24    180.4238   -9999      -9999      1754.035   -9999      64.23289420474798 1689.356   -9999      -9999     
2260.392   181.3509   -9999      -9999      1752.079   -9999      64.3852365198011 1680.72    -9999      -9999     
2260.545   182.0184   -9999      -9999      1751.38    -9999      64.53757883466062 1674.556   -9999      -9999     
2260.697   182.4108   -9999      -9999      1750.914   -9999      64.68992114932702 1670.954   -9999      -9999     
2260.85    181.9376   -9999      -9999      1751.157   -9999      64.84250760212477 1675.3     -9999      -9999     
2261.002   181.6168   -9999      -9999      1752.481   -9999      64.99484991640372 1678.259   -9999      -9999     
2261.154   181.6393   -9999      -9999      1753.755   -9999      65.14719223048952 1678.051   -9999      -9999     
2261.307   181.6081   -9999      -9999      1754.381   -9999      65.29953454438133 1678.339   -9999      -9999     
2261.459   181.6933   -9999      -9999      1754.967   -9999      65.45187685808041 1677.552   -9999      -9999     
2261.612   182.0074   -9999      -9999      1755.497   -9999      65.60446330990843 1674.657   -9999      -9999     
2261.764   182.0025   -9999      -9999      1755.797   -9999      65.75680562322005 1674.703   -9999      -9999     
2261.916   181.84     -9999      -9999      1756.064   -9999      65.90914793633723 1676.199   -9999      -9999     
2262.069   181.8111   -9999      -9999      1756.105   -9999      66.0614902492617 1676.466   -9999      -9999     
2262.221   181.4086   -9999      -9999      1753.543   -9999      66.21407670031428 1680.185   -9999      -9999     
2262.374   181.6212   -9999      -9999      1749.853   -9999      66.36641901285086 1678.219   -9999      -9999     
2262.526   181.4982   -9999      -9999      1745.584   -9999      66.51876132519384 1679.355   -9999      -9999     
2262.678   180.4492   -9999      -9999      1742.541   -9999      66.67110363734324 1689.118   -9999      -9999     
2262.831   179.5885   -9999      -9999      1740.122   -9999      66.82369008761994 1697.213   -9999      -9999     
2262.983   178.8514   -9999      -9999      1737.121   -9999      66.976032399381 1704.208   -9999      -9999     
2263.135   178.8075   -9999      -9999      1735.565   -9999      67.12837471094977 1704.627   -9999      -9999     
2263.288   178.6146   -9999      -9999      1733.584   -9999      67.28071702232369 1706.467   -9999      -9999     
2263.44    176.3952   -9999      -9999      1731.488   -9999      67.43305933350484 1727.939   -9999      -9999     
2263.593   176.8818   -9999      -9999      1730.556   -9999      67.58564578281136 1723.185   -9999      -9999     
2263.745   176.6763   -9999      -9999      1731.055   -9999      67.73798809360463 1725.189   -9999      -9999     
2263.897   176.4022   -9999      -9999      1730.927   -9999      67.89033040420388 1727.87    -9999      -9999     
2264.05    175.8444   -9999      -9999      1730.792   -9999      68.04267271460955 1733.35    -9999      -9999     
2264.202   176.5343   -9999      -9999      1729.019   -9999      68.19525916313927 1726.577   -9999      -9999     
2264.355   177.4537   -9999      -9999      1726.877   -9999      68.34760147315701 1717.631   -9999      -9999     
2264.507   180.6649   -9999      -9999      1724.558   -9999      68.49994378298118 1687.102   -9999      -9999     
2264.659   182.5139   -9999      -9999      1723.596   -9999      68.65228609261131 1670.01    -9999      -9999     
2264.812   182.9605   -9999      -9999      1723.618   -9999      68.80487254036424 1665.934   -9999      -9999     
2264.964   182.4736   -9999      -9999      1722.793   -9999      68.9572148496069 1670.379   -9999      -9999     
2265.117   181.0739   -9999      -9999      1720.093   -9999      69.10955715865509 1683.29    -9999      -9999     
2265.269   179.6003   -9999      -9999      1716.842   -9999      69.26189946751012 1697.102   -9999      -9999     
2265.421   175.9879   -9999      -9999      1714.478   -9999      69.41424177617114 1731.937   -9999      -9999     
2265.574   174.7034   -9999      -9999      1713.865   -9999      69.56682822295296 1744.671   -9999      -9999     
2265.726   174.6065   -9999      -9999      1713.803   -9999      69.71917053122604 1745.639   -9999      -9999     
2265.879   176.8772   -9999      -9999      1712.96    -9999      69.87151283930467 1723.229   -9999      -9999     
2266.031   174.9849   -9999      -9999      1711.586   -9999      70.02385514718924 1741.865   -9999      -9999     
2266.184   173.7593   -9999      -9999      1708.43    -9999      70.17644159319427 1754.15    -9999      -9999     
2266.336   173.3226   -9999      -9999      1700.64    -9999      70.32878390069136 1758.571   -9999      -9999     
2266.488   173.6308   -9999      -9999      1693.312   -9999      70.48112620799444 1755.449   -9999      -9999     
2266.641   173.9252   -9999      -9999      1686.756   -9999      70.63346851510303 1752.478   -9999      -9999     
2266.793   174.6898   -9999      -9999      1680.495   -9999      70.78605496033038 1744.807   -9999      -9999     
2266.946   174.7383   -9999      -9999      1674.863   -9999      70.93839726705103 1744.322   -9999      -9999     
2267.098   173.3461   -9999      -9999      1670.549   -9999      71.09073957357767 1758.332   -9999      -9999     
