TDEP        DTCO       DTSM       PR         TICO       TISS       TVDBML             VP         VPVS       VS
2099.9125977 -9999      -9999      -9999      -9999      -9999      -96.09309290981007 -9999      -9999      -9999     
2332.326   180.3067   -9999      -9999      1745.72    -9999      136.318046895399 1690.453   -9999      -9999     
2332.479   179.8302   -9999      -9999      1743.5     -9999      136.4703872809896 1694.933   -9999      -9999     
2332.631   179.6126   -9999      -9999      1743.274   -9999      136.6227276604416 1696.986   -9999      -9999     
2332.783   179.6489   -9999      -9999      1743.844   -9999      136.7753121689622 1696.642   -9999      -9999     
2332.936   179.9579   -9999      -9999      1744.259   -9999      136.9276525361074 1693.729   -9999      -9999     
2333.088   180.2576   -9999      -9999      1744.698   -9999      137.0799928970951 1690.914   -9999      -9999     
2333.24    180.7235   -9999      -9999      1744.539   -9999      137.2323332519183 1686.554   -9999      -9999     
2333.393   181.4117   -9999      -9999      1744.679   -9999      137.3849177357442 1680.156   -9999      -9999     
2333.545   181.23     -9999      -9999      1743.645   -9999      137.5372580782087 1681.841   -9999      -9999     
2333.698   181.3616   -9999      -9999      1743.393   -9999      137.6895984144892 1680.62    -9999      -9999     
2333.85    181.4759   -9999      -9999      1743.775   -9999      137.8419387445795 1679.562   -9999      -9999     
2334.002   181.5273   -9999      -9999      1744.797   -9999      137.9942790684722 1679.086   -9999      -9999     
2334.155   181.568    -9999      -9999      1746.259   -9999      138.1468635212857 1678.71    -9999      -9999     
2334.307   181.4617   -9999      -9999      1745.882   -9999      138.2992038327551 1679.694   -9999      -9999     
2334.46    181.3194   -9999      -9999      1745.565   -9999      138.4515441380079 1681.012   -9999      -9999     
2334.612   181.274    -9999      -9999      1744.67    -9999      138.6038844370371 1681.433   -9999      -9999     
2334.765   180.6542   -9999      -9999      1745.047   -9999      138.7564688649219 1687.201   -9999      -9999     
2334.917   181.2326   -9999      -9999      1744.96    -9999      138.9088091514756 1681.816   -9999      -9999     
2335.069   180.9136   -9999      -9999      1744.964   -9999      139.0611494317867 1684.782   -9999      -9999     
2335.222   181.4441   -9999      -9999      1744.181   -9999      139.2134897058489 1679.856   -9999      -9999     
2335.374   181.4869   -9999      -9999      1743.501   -9999      139.3660741086997 1679.46    -9999      -9999     
2335.527   178.8941   -9999      -9999      1743.477   -9999      139.5184143702341 1703.802   -9999      -9999     
2335.679   177.9957   -9999      -9999      1743.759   -9999      139.6707546254995 1712.401   -9999      -9999     
2335.831   180.9096   -9999      -9999      1743.592   -9999      139.8230948744901 1684.82    -9999      -9999     
2335.984   180.6734   -9999      -9999      1743.196   -9999      139.9754351171986 1687.022   -9999      -9999     
2336.136   180.6047   -9999      -9999      1741.973   -9999      140.1280194886132 1687.663   -9999      -9999     
2336.289   180.2886   -9999      -9999      1741.397   -9999      140.2803597187292 1690.623   -9999      -9999     
2336.441   180.3671   -9999      -9999      1740.191   -9999      140.4329440775175 1689.887   -9999      -9999     
2336.594   180.5511   -9999      -9999      1739.35    -9999      140.5852842950143 1688.165   -9999      -9999     
2336.746   180.588    -9999      -9999      1738.564   -9999      140.7376245061971 1687.819   -9999      -9999     
2336.898   180.5845   -9999      -9999      1737.952   -9999      140.8899647110588 1687.852   -9999      -9999     
2337.051   180.5307   -9999      -9999      1736.409   -9999      141.0425490445267 1688.355   -9999      -9999     
2337.203   180.2894   -9999      -9999      1735.201   -9999      141.1948892367177 1690.615   -9999      -9999     
2337.355   180.1651   -9999      -9999      1735.112   -9999      141.347229422568 1691.782   -9999      -9999     
2337.508   180.2479   -9999      -9999      1734.573   -9999      141.4995696020716 1691.004   -9999      -9999     
2337.66    179.962    -9999      -9999      1733.458   -9999      141.6519097752222 1693.691   -9999      -9999     
2337.813   179.6614   -9999      -9999      1732.746   -9999      141.8044940768955 1696.525   -9999      -9999     
2337.965   179.641    -9999      -9999      1731.545   -9999      141.9568342373096 1696.718   -9999      -9999     
2338.117   178.7485   -9999      -9999      1730.659   -9999      142.1091743913511 1705.19    -9999      -9999     
2338.27    178.4425   -9999      -9999      1729.809   -9999      142.2615145390132 1708.113   -9999      -9999     
2338.422   178.3203   -9999      -9999      1728.772   -9999      142.4140988151312 1709.284   -9999      -9999     
2338.575   178.0783   -9999      -9999      1728.124   -9999      142.5664389500049 1711.606   -9999      -9999     
2338.727   178.4454   -9999      -9999      1727.806   -9999      142.7187790784797 1708.085   -9999      -9999     
2338.879   178.8074   -9999      -9999      1727.773   -9999      142.8711192005493 1704.628   -9999      -9999     
2339.032   178.6995   -9999      -9999      1726.507   -9999      143.0237034510078 1705.656   -9999      -9999     
2339.184   178.6711   -9999      -9999      1726.052   -9999      143.176043560237 1705.928   -9999      -9999     
2339.337   178.9995   -9999      -9999      1725.76    -9999      143.3283836630414 1702.798   -9999      -9999     
2339.489   178.6051   -9999      -9999      1726.23    -9999      143.4807237594143 1706.558   -9999      -9999     
2339.641   178.6806   -9999      -9999      1726.354   -9999      143.6330638493496 1705.837   -9999      -9999     
2339.794   179.2607   -9999      -9999      1727.192   -9999      143.7856480675892 1700.317   -9999      -9999     
2339.946   179.2369   -9999      -9999      1728.246   -9999      143.9379881446187 1700.543   -9999      -9999     
2340.099   179.3126   -9999      -9999      1729.614   -9999      144.0903282151907 1699.825   -9999      -9999     
2340.251   179.0724   -9999      -9999      1731.021   -9999      144.2426682792989 1702.105   -9999      -9999     
2340.404   179.4906   -9999      -9999      1732.111   -9999      144.3952524716444 1698.139   -9999      -9999     
2340.556   179.2375   -9999      -9999      1733.099   -9999      144.5475925227949 1700.537   -9999      -9999     
2340.708   179.6747   -9999      -9999      1734.533   -9999      144.699932567462 1696.399   -9999      -9999     
2340.861   179.8386   -9999      -9999      1735.527   -9999      144.8522726056394 1694.853   -9999      -9999     
2341.013   180.7836   -9999      -9999      1735.485   -9999      145.0048567719861 1685.994   -9999      -9999     
2341.166   180.9758   -9999      -9999      1736       -9999      145.1571967971535 1684.203   -9999      -9999     
2341.318   180.685    -9999      -9999      1737.56    -9999      145.3095368158116 1686.914   -9999      -9999     
2341.47    181.3701   -9999      -9999      1739.132   -9999      145.4618768279536 1680.542   -9999      -9999     
2341.623   181.4605   -9999      -9999      1739.518   -9999      145.6142168335731 1679.704   -9999      -9999     
2341.775   181.4702   -9999      -9999      1739.258   -9999      145.7668009672774 1679.615   -9999      -9999     
2341.927   181.3888   -9999      -9999      1739.407   -9999      145.9191409598219 1680.368   -9999      -9999     
2342.08    181.1327   -9999      -9999      1740.391   -9999      146.0714809458249 1682.744   -9999      -9999     
2342.232   177.1616   -9999      -9999      1741.48    -9999      146.223820925279 1720.463   -9999      -9999     
2342.385   180.7297   -9999      -9999      1742.972   -9999      146.3764050327501 1686.496   -9999      -9999     
2342.537   180.2486   -9999      -9999      1743.223   -9999      146.5287449990769 1690.998   -9999      -9999     
2342.689   180.2621   -9999      -9999      1742.766   -9999      146.6810849588363 1690.871   -9999      -9999     
2342.842   180.5837   -9999      -9999      1740.114   -9999      146.8334249120209 1687.86    -9999      -9999     
2342.994   180.5559   -9999      -9999      1738.26    -9999      146.986008993154 1688.12    -9999      -9999     
2343.147   180.4258   -9999      -9999      1737.287   -9999      147.1383489331595 1689.337   -9999      -9999     
2343.299   180.2802   -9999      -9999      1735.563   -9999      147.2906888665707 1690.702   -9999      -9999     
2343.451   179.9548   -9999      -9999      1733.57    -9999      147.4430287933817 1693.759   -9999      -9999     
2343.604   179.8533   -9999      -9999      1732.097   -9999      147.5953687135853 1694.715   -9999      -9999     
2343.756   179.7161   -9999      -9999      1731.065   -9999      147.7479527616526 1696.008   -9999      -9999     
2343.909   179.5102   -9999      -9999      1730.976   -9999      147.900292668612 1697.954   -9999      -9999     
2344.061   176.1396   -9999      -9999      1731.309   -9999      148.0528767034003 1730.446   -9999      -9999     
2344.214   179.2845   -9999      -9999      1731.141   -9999      148.2052165970896 1700.092   -9999      -9999     
2344.366   179.2123   -9999      -9999      1731.443   -9999      148.3575564841392 1700.776   -9999      -9999     
2344.518   179.226    -9999      -9999      1730.53    -9999      148.5098963645427 1700.646   -9999      -9999     
2344.671   178.6389   -9999      -9999      1727.979   -9999      148.6624803727066 1706.235   -9999      -9999     
2344.823   178.9919   -9999      -9999      1727.066   -9999      148.8148202397877 1702.871   -9999      -9999     
2344.976   179.0792   -9999      -9999      1726.735   -9999      148.9671601002032 1702.04    -9999      -9999     
2345.128   178.5627   -9999      -9999      1727.148   -9999      149.1194999539463 1706.963   -9999      -9999     
2345.28    178.6583   -9999      -9999      1726.955   -9999      149.2718398010109 1706.05    -9999      -9999     
2345.433   178.4696   -9999      -9999      1726.387   -9999      149.4244237757498 1707.854   -9999      -9999     
2345.585   178.9683   -9999      -9999      1725.437   -9999      149.5767636094271 1703.095   -9999      -9999     
2345.738   178.6511   -9999      -9999      1725.026   -9999      149.729103436406 1706.119   -9999      -9999     
2345.89    179.2292   -9999      -9999      1725.245   -9999      149.8814432566802 1700.615   -9999      -9999     
2346.042   179.276    -9999      -9999      1725.121   -9999      150.0340272045598 1700.172   -9999      -9999     
2346.195   178.9355   -9999      -9999      1726.713   -9999      150.1863670113943 1703.407   -9999      -9999     
2346.347   178.6789   -9999      -9999      1727.094   -9999      150.3387068115045 1705.853   -9999      -9999     
2346.5     178.4775   -9999      -9999      1727.481   -9999      150.4910466048841 1707.778   -9999      -9999     
2346.652   178.4775   -9999      -9999      1726.191   -9999      150.6436305258 1707.778   -9999      -9999     
2346.804   178.8553   -9999      -9999      1725.777   -9999      150.7959703056877 1704.171   -9999      -9999     
2346.957   178.6118   -9999      -9999      1725.764   -9999      150.9483100788256 1706.494   -9999      -9999     
2347.109   178.7267   -9999      -9999      1726.568   -9999      151.1006498452065 1705.397   -9999      -9999     
2347.261   178.9658   -9999      -9999      1727.169   -9999      151.2529896048242 1703.118   -9999      -9999     
2347.414   179.554    -9999      -9999      1727.509   -9999      151.4055734918912 1697.539   -9999      -9999     
2347.566   179.6812   -9999      -9999      1726.486   -9999      151.5579132379518 1696.338   -9999      -9999     
2347.719   179.699    -9999      -9999      1725.407   -9999      151.7102529772299 1696.17    -9999      -9999     
2347.871   178.7945   -9999      -9999      1724.825   -9999      151.8625927097184 1704.75    -9999      -9999     
2348.024   178.8624   -9999      -9999      1725.528   -9999      152.0151765695869 1704.103   -9999      -9999     
2348.176   178.8977   -9999      -9999      1726.05    -9999      152.1675162884669 1703.767   -9999      -9999     
2348.328   178.6764   -9999      -9999      1726.9     -9999      152.3198560005377 1705.877   -9999      -9999     
2348.481   178.2971   -9999      -9999      1727.563   -9999      152.4721957057934 1709.507   -9999      -9999     
2348.633   178.6658   -9999      -9999      1727.988   -9999      152.624779538359 1705.979   -9999      -9999     
2348.786   179.5396   -9999      -9999      1728.271   -9999      152.7771192299535 1697.676   -9999      -9999     
2348.938   176.6735   -9999      -9999      1728.729   -9999      152.9294589147133 1725.216   -9999      -9999     
2349.09    180.3019   -9999      -9999      1730.566   -9999      153.0817985926317 1690.498   -9999      -9999     
2349.243   180.1755   -9999      -9999      1730.802   -9999      153.2341382637022 1691.684   -9999      -9999     
2349.395   179.9261   -9999      -9999      1730.282   -9999      153.3867220619955 1694.029   -9999      -9999     
2349.548   179.8057   -9999      -9999      1728.311   -9999      153.5390617196189 1695.163   -9999      -9999     
2349.7     179.5677   -9999      -9999      1727.904   -9999      153.6914013725998 1697.41    -9999      -9999     
2349.852   179.3951   -9999      -9999      1728.244   -9999      153.8437410213429 1699.043   -9999      -9999     
2350.005   179.3243   -9999      -9999      1729.354   -9999      153.9963247998959 1699.714   -9999      -9999     
2350.157   179.0967   -9999      -9999      1729.9     -9999      154.1486644401554 1701.874   -9999      -9999     
2350.31    179.0775   -9999      -9999      1730.094   -9999      154.3010040761666 1702.056   -9999      -9999     
2350.462   179.1102   -9999      -9999      1729.094   -9999      154.4533437079238 1701.746   -9999      -9999     
2350.615   178.7539   -9999      -9999      1728.941   -9999      154.6059274694393 1705.138   -9999      -9999     
2350.767   178.8229   -9999      -9999      1728.88    -9999      154.7582670926638 1704.48    -9999      -9999     
2350.919   179.3946   -9999      -9999      1727.951   -9999      154.910606711616 1699.048   -9999      -9999     
2351.072   178.5073   -9999      -9999      1728.425   -9999      155.0629463262901 1707.493   -9999      -9999     
2351.224   179.4433   -9999      -9999      1728.595   -9999      155.2152859366796 1698.587   -9999      -9999     
2351.376   178.9031   -9999      -9999      1729.029   -9999      155.3678696767627 1703.716   -9999      -9999     
2351.529   178.9086   -9999      -9999      1727.987   -9999      155.5202092785581 1703.663   -9999      -9999     
2351.681   178.7842   -9999      -9999      1728.622   -9999      155.6727930100211 1704.849   -9999      -9999     
2351.834   178.4845   -9999      -9999      1728.77    -9999      155.8251326031983 1707.712   -9999      -9999     
2351.986   179.459    -9999      -9999      1728.313   -9999      155.9774721920606 1698.438   -9999      -9999     
2352.138   179.6542   -9999      -9999      1728.159   -9999      156.1298117766019 1696.593   -9999      -9999     
2352.291   179.6868   933.2011   0.4807487  1728.177   -9999      156.2823954907591 1696.284   5.193486   326.6177  
2352.443   180.2559   918.3508   0.4799648  1728.259   -9999      156.4347350666331 1690.93    5.094707   331.8993  
2352.596   176.9553   909.9139   0.4803465  1726.775   8251.919   156.5870746381681 1722.469   5.142055   334.9767  
2352.748   180.1441   898.4443   0.4790565  1725.519   8222.738   156.7394142053572 1691.979   4.987364   339.2531  
2352.9     179.7698   892.1643   0.4788401  1724.932   8193.141   156.8917537681955 1695.502   4.962816   341.6411  
2353.053   179.4416   889.0611   0.4787668  1724.099   8165.051   157.0443374605837 1698.603   4.954599   342.8336  
2353.205   178.3209   887.0689   0.4789441  1723.823   8138.836   157.1966770146933 1709.278   4.974565   343.6035  
2353.358   178.0869   872.9422   0.4782867  1722.683   8113.385   157.3490165644338 1711.524   4.901775   349.164   
2353.51    178.1518   876.4348   0.4784505  1722.057   8087.194   157.501356109798 1710.901   4.919597   347.7726  
2353.663   177.5228   876.6816   0.4786215  1720.707   8060.489   157.6539397846595 1716.962   4.938416   347.6747  
2353.815   177.4179   873.934    0.4785075  1719.913   8032.141   157.8062793212468 1717.978   4.92585    348.7678  
2353.967   177.4749   875.8112   0.4785892  1719.539   8003.853   157.95861885344 1717.426   4.934846   348.0202  
2354.12    177.6204   880.517    0.4787909  1718.949   7979.572   158.1109583812328 1716.019   4.957297   346.1603  
2354.272   177.7386   881.2102   0.4787963  1719.123   7965.5     158.2635420384708 1714.878   4.9579     345.888   
2354.425   177.7229   883.3392   0.4789066  1717.927   7955.373   158.415881557438 1715.029   4.970317   345.0543  
2354.577   177.4149   879.0419   0.4787679  1717.065   7948.829   158.5682210719862 1718.007   4.954725   346.7411  
2354.729   177.6723   880.6245   0.4787834  1716.258   7941.427   158.7205605821099 1715.517   4.956452   346.118   
2354.882   177.7109   875.4971   0.4785137  1715.307   7935.729   158.8729000878032 1715.146   4.926526   348.1451  
2355.034   177.6581   873.8107   0.4784405  1715.096   7934.318   159.0254837228753 1715.655   4.918497   348.817   
2355.187   176.6523   879.9828   0.4790046  1714.816   7935.391   159.1778232196816 1725.424   4.981441   346.3704  
2355.339   177.6954   885.9115   0.4790407  1714.878   7933.829   159.3301627120389 1715.294   4.985561   344.0524  
2355.491   177.7392   884.066    0.4789387  1714.137   7930.552   159.4825021999408 1714.872   4.973951   344.7706  
2355.644   177.7455   879.4492   0.4787059  1712.862   7931.009   159.6350858171693 1714.811   4.947799   346.5806  
2355.796   177.7481   874.1426   0.4784348  1712.623   7932.041   159.7874252961356 1714.786   4.917873   348.6845  
2355.948   176.6984   879.4574   0.478967   1712.893   7932.671   159.9397647706288 1724.973   4.977166   346.5773  
2356.101   177.2892   872.2697   0.4784546  1713.563   7932.365   160.0921042406425 1719.225   4.920039   349.4332  
2356.253   177.3554   878.3282   0.4787468  1713.259   7931.871   160.2446878399291 1718.583   4.952363   347.0229  
2356.406   177.3716   867.2012   0.4781698  1713.299   7931.278   160.397027300958 1718.427   4.889179   351.4755  
2356.558   177.3746   874.9981   0.478573   1712.971   7931.141   160.5493667574893 1718.397   4.933052   348.3436  
2356.71    176.9821   880.0099   0.4789242  1713.998   7932.561   160.7017062095166 1722.208   4.972311   346.3597  
2356.863   177.5484   882.9259   0.4789292  1715.037   7932.155   160.854045657034 1716.715   4.972876   345.2158  
2357.015   177.6008   880.383    0.4787891  1717.412   7930.234   161.0066292337577 1716.208   4.957089   346.213   
2357.168   177.8638   880.5503   0.4787319  1718.189   7927.328   161.1589686722299 1713.671   4.9507     346.1472  
2357.32    177.9279   879.5538   0.4786656  1717.455   7924.622   161.3113081061734 1713.053   4.943316   346.5393  
2357.472   177.5801   878.9022   0.4787196  1715.745   7922.596   161.4636475355826 1716.408   4.949327   346.7963  
2357.625   178.1787   879.9213   0.4786215  1716.207   7920.515   161.6162310941449 1710.642   4.93842    346.3946  
2357.777   177.8098   873.2966   0.4783755  1717.305   7921.31    161.7685705144597 1714.191   4.911407   349.0223  
2357.93    177.6291   875.2863   0.4785235  1717.945   7921.654   161.9209099302219 1715.935   4.927606   348.2289  
2358.082   177.8986   877.4087   0.4785641  1716.97    7920.111   162.0732493414255 1713.336   4.932072   347.3866  
2358.235   177.782    876.4484   0.4785444  1716.007   7917.79    162.2258328817281 1714.459   4.929905   347.7672  
2358.387   177.6429   874.1608   0.4784623  1716.119   7913.895   162.3781722837886 1715.802   4.920887   348.6773  
2358.539   177.5514   873.9113   0.4784727  1715.773   7909.06    162.5305116812716 1716.686   4.922019   348.7768  
2358.692   177.4303   874.1598   0.478516   1715.291   7904.75    162.6828510741719 1717.858   4.926779   348.6777  
2358.844   177.3909   879.046    0.4787741  1714.824   7900.152   162.8351904624829 1718.239   4.955417   346.7395  
2358.997   177.4241   871.1119   0.4783605  1714.904   7890.216   162.9877739798256 1717.918   4.909772   349.8976  
2359.149   177.4853   868.645    0.4782164  1714.447   7873.969   163.1401133589325 1717.326   4.89418    350.8914  
2359.302   177.409    868.4797   0.4782272  1713.368   7858.107   163.2926968670442 1718.063   4.895352   350.9581  
2359.454   177.7285   872.8469   0.4783729  1712.117   7848.082   163.4450362369227 1714.975   4.911125   349.2021  
2359.606   177.5915   872.5423   0.4783919  1713.021   7842.11    163.5973756021808 1716.298   4.913199   349.324   
2359.759   177.5571   874.0402   0.4784778  1713.782   7837.578   163.7497149628135 1716.631   4.922586   348.7254  
2359.911   175.3528   868.1636   0.4787342  1714.938   7833.674   163.9022984523973 1738.21    4.950954   351.0859  
2360.063   177.4048   851.4091   0.4773065  1715.352   7830.494   164.0546378037524 1718.104   4.799244   357.9948  
2360.216   177.2884   842.5308   0.4768353  1713.888   7827.888   164.2069771504635 1719.233   4.752317   361.7672  
2360.368   177.1452   852.9449   0.477461   1711.537   7821.851   164.3593164925243 1720.623   4.814949   357.3502  
2360.521   176.1932   860.7169   0.4781315  1710.772   7810.721   164.5116558299284 1729.919   4.885075   354.1234  
2360.673   176.8134   863.739    0.4781311  1711.585   7801.499   164.6642392962167 1723.851   4.88503    352.8844  
2360.825   176.8228   866.1026   0.4782531  1713.343   7799.224   164.8165786242827 1723.759   4.898138   351.9214  
2360.978   176.9637   864.7637   0.4781465  1713.245   7796.359   164.9689179476742 1722.388   4.886674   352.4662  
2361.13    177.4176   868.6281   0.4782328  1711.931   7791.602   165.1212572663846 1717.981   4.895952   350.8982  
2361.283   177.8673   871.9447   0.4782909  1710.516   7785.995   165.2738407139246 1713.637   4.902221   349.5634  
2361.435   175.8553   860.0532   0.4781839  1709.642   7777.604   165.4261800232481 1733.244   4.890688   354.3967  
2361.587   177.5709   852.1797   0.477305   1709.763   7769.489   165.5785193278727 1716.497   4.799094   357.6711  
2361.74    177.4204   862.4601   0.4779058  1709.892   7765.254   165.730858627792 1717.954   4.861111   353.4076  
2361.892   177.4931   864.5946   0.4780007  1710.173   7763.775   165.8834420564858 1717.249   4.871143   352.5352  
2362.045   177.5073   857.8138   0.4776322  1708.956   7758.101   166.0357813469691 1717.113   4.832556   355.3218  
2362.197   177.4116   864.9039   0.4780383  1707.833   7742.525   166.1881206327294 1718.039   4.875126   352.4091  
2362.349   177.7732   861.9484   0.4777864  1706.169   7721.336   166.3404599137599 1714.544   4.848584   353.6174  
2362.502   177.5863   856.9368   0.4775635  1706.121   7698.945   166.4927991900546 1716.349   4.825468   355.6855  
2362.654   176.7444   854.653    0.477661   1704.703   7683.727   166.6453825950555 1724.524   4.83553    356.636   
2362.807   176.1027   846.936    0.4774059  1703.877   7674.175   166.7977218618534 1730.808   4.809331   359.8855  
2362.959   175.8412   839.138    0.4770361  1702.234   7665.494   166.9500611238973 1733.382   4.772135   363.2299  
2363.111   175.8316   829.8031   0.4764948  1701.671   7652.836   167.1024003811814 1733.477   4.719306   367.316   
2363.264   173.3481   822.9514   0.4767849  1700.503   7636.658   167.2549837671166 1758.312   4.747391   370.3743  
2363.416   175.7527   818.4747   0.4758306  1699.771   7613.646   167.4073230148547 1734.255   4.656968   372.4001  
2363.569   175.7389   821.7656   0.476037   1699.033   7590.062   167.5596622578148 1734.391   4.676059   370.9087  
2363.721   172.9549   843.4589   0.4780536  1699.537   7569.927   167.71200149599 1762.309   4.876756   361.3691  
2363.874   173.7563   851.8097   0.4782918  1697.804   7550.492   167.8645848627617 1754.181   4.902325   357.8264  
2364.026   175.8551   855.2911   0.4779295  1695.611   7526.266   168.0169240913428 1733.245   4.863612   356.3699  
2364.178   175.7508   830.3992   0.4765527  1693.378   7495.513   168.1692633151208 1734.274   4.724868   367.0524  
2364.331   175.6514   816.7831   0.4757549  1692.148   7457.703   168.32160253409 1735.255   4.650024   373.1713  
2364.483   175.5619   807.9254   0.4752204  1692.989   7420.713   168.4739417482448 1736.14    4.601941   377.2626  
2364.635   175.6197   819.412    0.4759268  1692.923   7400.479   168.6265250909265 1735.569   4.665833   371.974   
2364.788   175.6267   818.4366   0.4758646  1693.873   7398.303   168.7788642954252 1735.499   4.660092   372.4174  
2364.94    175.3904   824.2401   0.4762864  1692.314   7407.907   168.931203495091 1737.837   4.699459   369.7952  
2365.093   174.7756   812.7294   0.475756   1692.725   7424.368   169.0835426899174 1743.95    4.65013    375.0326  
2365.245   175.5021   788.7688   0.4739573  1691.257   7444.815   169.2361260132156 1736.732   4.494356   386.425   
2365.397   174.6828   772.1199   0.4730277  1692.754   7461.251   169.3884651983377 1744.877   4.420126   394.7574  
2365.55    175.2469   779.6396   0.4733928  1693.495   7472.469   169.5408043786019 1739.26    4.448806   390.9499  
2365.702   175.3419   819.6212   0.4760194  1694.079   7480.611   169.6931435540026 1738.318   4.674418   371.8791  
2365.855   175.5065   837.6203   0.4770406  1694.781   7492.496   169.8457268578199 1736.688   4.772589   363.888   
2366.007   175.5248   852.5844   0.47787    1696.636   7516.295   169.9980660234673 1736.507   4.857344   357.5013  
2366.159   175.535    861.6115   0.4783486  1697.53    7545.562   170.1504051842326 1736.406   4.908488   353.7557  
2366.312   175.2409   863.8438   0.4785404  1698.135   7575.286   170.3027443401103 1739.32    4.929464   352.8416  
2366.464   174.6528   866.6858   0.4788358  1697.82    7600.766   170.4550834910938 1745.176   4.962335   351.6845  
2366.617   175.2515   872.0724   0.4789578  1698.625   7626.193   170.6076667704237 1739.215   4.97612    349.5123  
2366.769   175.3785   867.0031   0.4786683  1698.561   7654.067   170.7600059115928 1737.956   4.943612   351.5558  
2366.922   175.9109   867.197    0.478543   1699.644   7692.084   170.9125891810804 1732.695   4.929751   351.4772  
2367.074   176.3957   868.6982   0.4784972  1701.205   7738.633   171.0649283124107 1727.933   4.924713   350.8698  
2367.226   176.7447   870.1996   0.478486   1703.053   7784.581   171.2172674388162 1724.521   4.923483   350.2645  
2367.379   176.6907   871.7009   0.4785769  1705.649   7815.136   171.3696065602913 1725.049   4.933486   349.6612  
2367.531   177.3769   873.2021   0.4784803  1706.888   7826.855   171.522189810029 1718.375   4.922862   349.0601  
2367.684   177.5324   874.1331   0.4784888  1708.547   7833.291   171.6745289216162 1716.869   4.923794   348.6883  
2367.836   177.839    879.9313   0.4787069  1707.876   7836.38    171.8268680282546 1713.91    4.94791    346.3907  
2367.988   178.0742   876.4341   0.4784701  1709.177   7839.593   171.9792071299377 1711.646   4.921736   347.7729  
2368.141   177.7588   869.9792   0.4782161  1710.705   7840.753   172.1315462266601 1714.683   4.894156   350.3532  
2368.293   177.7166   864.5988   0.4779431  1713.246   7841.402   172.2841294515747 1715.09    4.865043   352.5335  
2368.446   178.1185   851.6764   0.4771302  1715.183   7841.085   172.4364685383482 1711.22    4.781515   357.8824  
2368.598   177.8745   852.5384   0.4772439  1715.673   7842.11    172.588807620142 1713.568   4.792921   357.5206  
2368.75    177.8692   861.9261   0.4777602  1717.644   7841.972   172.7411466969505 1713.619   4.845843   353.6266  
2368.903   177.9659   871.8442   0.4782605  1718.916   7844.354   172.8937299018951 1712.688   4.89894    349.6038  
2369.055   178.0126   867.1321   0.4780011  1721.337   7846.497   173.0460689687061 1712.238   4.871184   351.5035  
2369.208   177.991    868.887    0.4780993  1720.483   7844.675   173.1984080305136 1712.447   4.881636   350.7936  
2369.36    178.0375   868.1721   0.4780497  1720.636   7838.596   173.3507470873105 1711.999   4.876345   351.0825  
2369.512   178.1631   868.1161   0.4780144  1720.218   7832.833   173.5033302721872 1710.792   4.872591   351.1051  
2369.665   178.2347   868.1548   0.477998   1719.919   7826.416   173.6556693189383 1710.105   4.870852   351.0895  
2369.817   177.844    866.9356   0.4780342  1718.571   7823.747   173.808008360661 1713.861   4.874696   351.5832  
2369.969   178.3567   878.35     0.4784969  1718.346   7821.385   173.9603473973498 1708.935   4.924683   347.0143  
2370.122   178.1781   871.969    0.4782129  1718.027   7823.288   174.1126864289974 1710.648   4.893806   349.5537  
2370.274   177.9938   863.5317   0.477814   1718.226   7827.615   174.2652695886542 1712.419   4.851471   352.9691  
2370.427   177.8698   864.4383   0.4778948  1717.642   7831.947   174.4176086101948 1713.613   4.859949   352.5989  
2370.579   178.2885   865.3946   0.4778372  1718.251   7833.011   174.5699476266769 1709.589   4.853901   352.2093  
2370.731   177.6761   867.9307   0.4781299  1718.294   7835.046   174.7222866380938 1715.482   4.884905   351.1801  
2370.884   177.5674   866.748    0.4780956  1717.794   7837.514   174.8748697774628 1716.531   4.881234   351.6593  
2371.036   177.5404   862.7458   0.4778899  1717.171   7836.628   175.0272087787239 1716.793   4.859435   353.2906  
2371.189   177.7259   861.321    0.477765   1716.803   7833.655   175.179547774902 1715       4.846345   353.875   
2371.341   177.7205   861.3368   0.4777673  1716.869   7829.374   175.3318867659908 1715.052   4.846581   353.8686  
2371.494   177.7509   868.9882   0.4781663  1715.906   7821.644   175.4844698849742 1714.759   4.888797   350.7527  
2371.646   177.7023   870.7292   0.4782697  1715.931   7810.639   175.6368088658581 1715.228   4.899931   350.0514  
2371.798   177.7493   873.935    0.4784238  1715.803   7796.435   175.7891478416345 1714.775   4.916672   348.7674  
2371.951   177.7373   870.6419   0.4782562  1717.135   7784.802   175.9414868122971 1714.89    4.898475   350.0865  
2372.103   177.7415   863.5219   0.4778792  1716.214   7768.29    176.0938257778399 1714.85    4.858304   352.9731  
2372.256   177.5735   863.087    0.4778996  1716.174   7747.586   176.2464088712063 1716.472   4.860449   353.1509  
2372.408   177.978    856.4181   0.4774314  1715.043   7725.314   176.3987478264833 1712.571   4.811933   355.9009  
2372.56    177.5064   851.436    0.4772808  1714.685   7706.442   176.5510867766227 1717.121   4.79665    357.9835  
2372.713   177.4606   848.8297   0.477147   1712.582   7688.357   176.7034257216175 1717.564   4.7832     359.0826  
2372.865   176.8612   844.1594   0.4770448  1712.007   7672.187   176.8560087943787 1723.385   4.773005   361.0693  
2373.018   177.7017   836.6041   0.4763755  1711.647   7655.543   177.008347729059 1715.234   4.707912   364.33    
