TVDepth(m)	Sgh	morph
2021.1288	0.32573	F
2021.2812	0.30978	F
2021.4336	0.30711	F
2021.586	0.33116	F
2021.7384	0.32779	F
2021.8908	0.31869	F
2022.0432	0.36136	F
2022.1956	0.33518	F
2022.348	0.30031	F
2022.5004	0.25996	F
2022.6528	0.34869	F
2022.8052	0.34883	F
2022.9576	0.35148	F
2023.11	0.3526	F
2023.2624	0.31441	F
2023.4148	0.3549	F
2023.5672	0.32337	F
2023.7196	0.31433	F
2023.872	0.33329	F
2024.0244	0.32688	F
2024.1768	0.25599	F
2024.3292	0.29843	F
2024.4816	0.28948	F
2024.634	0.39512	F
2024.7864	0.40836	F
2024.9388	0.39139	F
2025.0912	0.3129	F
2025.2436	0.31824	F
2025.396	0.30952	F
2025.5484	0.28965	F
2025.7008	0.31744	F
2025.8532	0.31667	F
2026.0056	0.31033	F
2026.158	0.33427	F
2026.3104	0.29849	F
2026.4628	0.34794	F
2026.6152	0.28351	F
2026.7676	0.31232	F
2026.92	0.30962	F
2027.0724	0.26984	F
2027.2248	0.25767	F
2027.3772	0.30173	F
2027.5296	0.24544	F
2027.682	0.29532	F
2027.8344	0.30116	F
2027.9868	0.29299	F
2028.1392	0.299	F
2028.2916	0.31118	F
2028.444	0.33571	F
2028.5964	0.31756	F
2028.7488	0.32783	F
2028.9012	0.31365	F
2029.0536	0.30072	F
2029.206	0.3194	F
2029.3584	0.38884	F
2029.5108	0.40333	F
2029.6632	0.37645	F
2029.8156	0.39925	F
2029.968	0.38657	F
2030.1204	0.34497	F
2030.2728	0.34495	F
2030.4252	0.36886	F
2030.5776	0.35175	F
2030.73	0.42539	F
2030.8824	0.38149	F
2031.0348	0.26646	F
2031.1872	0.29394	F
2031.3396	0.32792	F
2031.492	0.36446	F
2031.6444	0.3319	F
2031.7968	0.37711	F
2031.9492	0.33949	F
2032.1016	0.41376	F
2032.254	0.3953	F
2032.4064	0.35647	F
2032.5588	0.32291	F
2032.7112	0.29824	F
2032.8636	0.36158	F
2033.016	0.31075	F
2033.1684	0.33982	F
2033.3208	0.31832	F
2033.4732	0.33415	F
2033.6256	0.27726	F
2033.778	0.38606	F
2033.9304	0.34896	F
2034.0828	0.37086	F
2034.2352	0.38961	F
2034.3876	0.42448	F
2034.54	0.41566	F
2034.6924	0.42119	F
2034.8448	0.38605	F
2034.9972	0.35938	F
2035.1496	0.35809	F
2035.302	0.35827	F
2035.4544	0.26533	F
2035.6068	0.27998	F
2035.7592	0.33871	F
2035.9116	0.29465	F
2036.064	0.3162	F
2036.2164	0.3218	F
2036.3688	0.26937	F
2036.5212	0.3095	F
2036.6736	0.38761	F
2036.826	0.41215	F
2036.9784	0.4002	F
2037.1308	0.36688	F
2037.2832	0.31583	F
2037.4356	0.36467	F
2037.588	0.46796	F
2037.7404	0.44743	F
2037.8928	0.46242	F
2038.0452	0.39334	F
2038.1976	0.30331	F
2038.35	0.26857	F
2038.5024	0.25191	F
2038.6548	0.33282	F
2038.8072	0.30166	F
2038.9596	0.30179	F
2039.112	0.30793	F
2039.2644	0.21842	F
2039.4168	0.21105	F
2039.5692	0.28518	F
2039.7216	0.28649	F
2039.874	0.30322	F
2040.0264	0.22242	F
2040.1788	0.20956	F
2040.3312	0.2111	F
2040.4836	0.17582	F
2040.636	0.13286	F
2040.7884	0.18244	F
2040.9408	0.18634	F
2041.0932	0.18709	F
2041.2456	0.19883	F
2041.398	0.18551	F
2041.5504	0.20563	F
2041.7028	0.20652	F
2041.8552	0.18389	F
2042.0076	0.14258	F
2042.16	0	n
2042.3124	0	n
2042.4648	0	n
2042.6172	0	n
2042.7696	0	n
2042.922	0	n
2043.0744	0	n
2043.2268	0	n
2043.3792	0	n
2043.5316	0	n
2043.684	0	n
2043.8364	0	n
2043.9888	0	n
2044.1412	0	n
2044.2936	0	n
2044.446	0	n
2044.5984	0	n
2044.7508	0	n
2044.9032	0	n
2045.0556	0	n
2045.208	0	n
2045.3604	0	n
2045.5128	0	n
2045.6652	0	n
2045.8176	0	n
2045.97	0	n
2046.1224	0	n
2046.2748	0	n
2046.4272	0	n
2046.5796	0	n
2046.732	0	n
2046.8844	0	n
2047.0368	0	n
2047.1892	0	n
2047.3416	0	n
2047.494	0	n
2047.6464	0	n
2047.7988	0	n
2047.9512	0	n
2048.1036	0	n
2048.256	0	n
2048.4084	0	n
2048.5608	0	n
2048.7132	0	n
2048.8656	0	n
2049.018	0	n
2049.1704	0	n
2049.3228	0	n
2049.4752	0	n
2049.6276	0	n
2049.78	0	n
2049.9324	0	n
2050.0848	0	n
2050.2372	0	n
2050.3896	0	n
2050.542	0	n
2050.6944	0	n
2050.8468	0	n
2050.9992	0	n
2051.1516	0	n
2051.304	0	n
2051.4564	0	n
2051.6088	0	n
2051.7612	0	n
2051.9136	0.13558	n
2052.066	0.1421	P
2052.2184	0.13459	P
2052.3708	0.28273	P
2052.5232	0.33308	P
2052.6756	0.43354	P
2052.828	0.40587	P
2052.9804	0.3466	P
2053.1328	0.50102	P
2053.2852	0.68817	P
2053.4376	0.68973	P
2053.59	0.73885	P
2053.7424	0.47907	P
2053.8948	0.47116	P
2054.0472	0.1872	P
2054.1996	0.16055	P
2054.352	0	n
2054.5044	0	n
2054.6568	0	n
2054.8092	0	n
2054.9616	0	n
2055.114	0	n
2055.2664	0	n
2055.4188	0	n
2055.5712	0	n
2055.7236	0	n
2055.876	0	n
2056.0284	0	n
2056.1808	0	n
2056.3332	0	n
2056.4856	0	n
2056.638	0	n
2056.7904	0	n
2056.9428	0	n
2057.0952	0	n
2057.2476	0	n
2057.4	0	n
2057.5524	0	n
2057.7048	0	n
2057.8572	0	n
2058.0096	0	n
2058.162	0	n
2058.3144	0	n
2058.4668	0	n
2058.6192	0	n
2058.7716	0	n
2058.924	0	n
2059.0764	0	n
2059.2288	0	n
2059.3812	0	n
2059.5336	0	n
2059.686	0	n
2059.8384	0	n
2059.9908	0	n
2060.1432	0	n
2060.2956	0	n
2060.448	0	n
2060.6004	0	n
2060.7528	0	n
2060.9052	0	n
2061.0576	0	n
2061.21	0	n
2061.3624	0	n
2061.5148	0	n
2061.6672	0	n
2061.8196	0	n
2061.972	0	n
2062.1244	0	n
2062.2768	0	n
2062.4292	0	n
2062.5816	0	n
2062.734	0	n
2062.8864	0	n
2063.0388	0	n
2063.1912	0	n
2063.3436	0	n
2063.496	0	n
2063.6484	0	n
2063.8008	0	n
2063.9532	0	n
2064.1056	0	n
2064.258	0	n
2064.4104	0	n
2064.5628	0	n
2064.7152	0	n
2064.8676	0	n
2065.02	0	n
2065.1724	0	n
2065.3248	0	n
2065.4772	0	n
2065.6296	0	n
2065.782	0	n
2065.9344	0	n
2066.0868	0	n
2066.2392	0	n
2066.3916	0	n
2066.544	0	n
2066.6964	0	n
2066.8488	0	n
2067.0012	0	n
2067.1536	0	n
2067.306	0	n
2067.4584	0	n
2067.6108	0	n
2067.7632	0	n
2067.9156	0	n
2068.068	0	n
2068.2204	0	n
2068.3728	0	n
2068.5252	0	n
2068.6776	0	n
2068.83	0	n
2068.9824	0	n
2069.1348	0	n
2069.2872	0	n
2069.4396	0	n
2069.592	0	n
2069.7444	0	n
2069.8968	0	n
2070.0492	0	n
2070.2016	0	n
2070.354	0	n
2070.5064	0	n
2070.6588	0	n
2070.8112	0	n
2070.9636	0	n
2071.116	0	n
2071.2684	0	n
2071.4208	0	n
2071.5732	0	n
2071.7256	0	n
2071.878	0	n
2072.0304	0	n
2072.1828	0	n
2072.3352	0	n
2072.4876	0	n
2072.64	0	n
2072.7924	0	n
2072.9448	0	n
2073.0972	0	n
2073.2496	0	n
2073.402	0	n
2073.5544	0	n
2073.7068	0	n
2073.8592	0	n
2074.0116	0	n
2074.164	0	n
2074.3164	0	n
2074.4688	0	n
2074.6212	0	n
2074.7736	0	n
2074.926	0	n
2075.0784	0	n
2075.2308	0	n
2075.3832	0	n
2075.5356	0	n
2075.688	0	n
2075.8404	0	n
2075.9928	0	n
2076.1452	0	n
2076.2976	0	n
2076.45	0	n
2076.6024	0	n
2076.7548	0	n
2076.9072	0	n
2077.0596	0	n
2077.212	0	n
2077.3644	0	n
2077.5168	0	n
2077.6692	0	n
2077.8216	0	n
2077.974	0	n
2078.1264	0	n
2078.2788	0	n
2078.4312	0	n
2078.5836	0	n
2078.736	0	n
2078.8884	0	n
2079.0408	0	n
2079.1932	0	n
2079.3456	0	n
2079.498	0	n
2079.6504	0	n
2079.8028	0	n
2079.9552	0	n
2080.1076	0	n
2080.26	0	n
2080.4124	0	n
2080.5648	0	n
2080.7172	0	n
2080.8696	0	n
2081.022	0	n
2081.1744	0	n
2081.3268	0	n
2081.4792	0	n
2081.6316	0	n
2081.784	0	n
2081.9364	0	n
2082.0888	0	n
2082.2412	0	n
2082.3936	0	n
2082.546	0	n
2082.6984	0	n
2082.8508	0	n
2083.0032	0	n
2083.1556	0	n
2083.308	0	n
2083.4604	0	n
2083.6128	0	n
2083.7652	0	n
2083.9176	0	n
2084.07	0	n
2084.2224	0	n
2084.3748	0	n
2084.5272	0	n
2084.6796	0	n
2084.832	0	n
2084.9844	0	n
2085.1368	0	n
2085.2892	0	n
2085.4416	0	n
2085.594	0	n
2085.7464	0	n
2085.8988	0	n
2086.0512	0	n
2086.2036	0	n
2086.356	0	n
2086.5084	0	n
2086.6608	0	n
2086.8132	0	n
2086.9656	0	n
2087.118	0	n
2087.2704	0	n
2087.4228	0	n
2087.5752	0	n
2087.7276	0	n
2087.88	0	n
2088.0324	0	n
2088.1848	0	n
2088.3372	0	n
2088.4896	0	n
2088.642	0	n
2088.7944	0	n
2088.9468	0	n
2089.0992	0	n
2089.2516	0	n
2089.404	0	n
2089.5564	0	n
2089.7088	0	n
2089.8612	0	n
2090.0136	0	n
2090.166	0	n
2090.3184	0	n
2090.4708	0	n
2090.6232	0	n
2090.7756	0	n
2090.928	0	n
2091.0804	0	n
2091.2328	0	n
2091.3852	0	n
2091.5376	0	n
2091.69	0	n
2091.8424	0	n
2091.9948	0	n
2092.1472	0	n
2092.2996	0	n
2092.452	0	n
2092.6044	0	n
2092.7568	0	n
2092.9092	0	n
2093.0616	0	n
2093.214	0	n
2093.3664	0	n
2093.5188	0	n
2093.6712	0	n
2093.8236	0	n
2093.976	0	n
2094.1284	0	n
2094.2808	0	n
2094.4332	0	n
2094.5856	0	n
2094.738	0	n
2094.8904	0	n
2095.0428	0	n
2095.1952	0	n
2095.3476	0	n
2095.5	0	n
2095.6524	0	n
2095.8048	0	n
2095.9572	0	n
2096.1096	0	n
2096.262	0	n
2096.4144	0	n
2096.5668	0	n
2096.7192	0	n
2096.8716	0	n
2097.024	0	n
2097.1764	0	n
2097.3288	0	n
2097.4812	0	n
2097.6336	0	n
2097.786	0	n
2097.9384	0	n
2098.0908	0	n
2098.2432	0	n
2098.3956	0	n
2098.548	0	n
2098.7004	0	n
2098.8528	0	n
2099.0052	0	n
2099.1576	0	n
2099.31	0	n
2099.4624	0	n
2099.6148	0	n
2099.7672	0	n
2099.9196	0	n
2100.072	0	n
2100.2244	0	n
2100.3768	0	n
2100.5292	0	n
2100.6816	0	n
2100.834	0	n
2100.9864	0	n
2101.1388	0	n
2101.2912	0	n
2101.4436	0	n
2101.596	0	n
2101.7484	0	n
2101.9008	0	n
2102.0532	0	n
2102.2056	0	n
2102.358	0	n
2102.5104	0	n
2102.6628	0	n
2102.8152	0	n
2102.9676	0	n
2103.12	0	n
2103.2724	0	n
2103.4248	0	n
2103.5772	0	n
2103.7296	0	n
2103.882	0	n
2104.0344	0	n
2104.1868	0	n
2104.3392	0	n
2104.4916	0	n
2104.644	0	n
2104.7964	0	n
2104.9488	0	n
2105.1012	0	n
2105.2536	0	n
2105.406	0	n
2105.5584	0	n
2105.7108	0	n
2105.8632	0	n
2106.0156	0	n
2106.168	0	n
2106.3204	0	n
2106.4728	0	n
2106.6252	0	n
2106.7776	0	n
2106.93	0	n
2107.0824	0	n
2107.2348	0	n
2107.3872	0	n
2107.5396	0	n
2107.692	0	n
2107.8444	0	n
2107.9968	0	n
2108.1492	0	n
2108.3016	0	n
2108.454	0	n
2108.6064	0	n
2108.7588	0	n
2108.9112	0	n
2109.0636	0	n
2109.216	0	n
2109.3684	0	n
2109.5208	0	n
2109.6732	0	n
2109.8256	0	n
2109.978	0	n
2110.1304	0	n
2110.2828	0	n
2110.4352	0	n
2110.5876	0	n
2110.74	0	n
2110.8924	0	n
2111.0448	0	n
2111.1972	0	n
2111.3496	0	n
2111.502	0	n
2111.6544	0	n
2111.8068	0	n
2111.9592	0	n
2112.1116	0	n
2112.264	0	n
2112.4164	0	n
2112.5688	0	n
2112.7212	0	n
2112.8736	0	n
2113.026	0	n
2113.1784	0	n
2113.3308	0	n
2113.4832	0	n
2113.6356	0	n
2113.788	0	n
2113.9404	0	n
2114.0928	0	n
2114.2452	0	n
2114.3976	0	n
2114.55	0	n
2114.7024	0	n
2114.8548	0	n
2115.0072	0	n
2115.1596	0	n
2115.312	0	n
2115.4644	0	n
2115.6168	0	n
2115.7692	0	n
2115.9216	0	n
2116.074	0	n
2116.2264	0	n
2116.3788	0	n
2116.5312	0	n
2116.6836	0	n
2116.836	0	n
2116.9884	0	n
2117.1408	0	n
2117.2932	0	n
2117.4456	0	n
2117.598	0	n
2117.7504	0	n
2117.9028	0	n
2118.0552	0	n
2118.2076	0	n
2118.36	0	n
2118.5124	0	n
2118.6648	0	n
2118.8172	0	n
2118.9696	0	n
2119.122	0	n
2119.2744	0	n
2119.4268	0	n
2119.5792	0	n
2119.7316	0	n
2119.884	0	n
2120.0364	0	n
2120.1888	0	n
2120.3412	0	n
2120.4936	0	n
2120.646	0	n
2120.7984	0	n
2120.9508	0	n
2121.1032	0	n
2121.2556	0	n
2121.408	0	n
2121.5604	0	n
2121.7128	0	n
2121.8652	0	n
2122.0176	0	n
2122.17	0	n
2122.3224	0	n
2122.4748	0	n
2122.6272	0	n
2122.7796	0	n
2122.932	0	n
2123.0844	0	n
2123.2368	0	n
2123.3892	0	n
2123.5416	0	n
2123.694	0	n
2123.8464	0	n
2123.9988	0	n
2124.1512	0	n
2124.3036	0	n
2124.456	0	n
2124.6084	0.24528	F
2124.7608	0.37253	F
2124.9132	0	n
2125.0656	0	n
2125.218	0	n
2125.3704	0	n
2125.5228	0	n
2125.6752	0	n
2125.8276	0	n
2125.98	0	n
2126.1324	0	n
2126.2848	0	n
2126.4372	0.4509	F
2126.5896	0.55641	F
2126.742	0.41113	F
2126.8944	0.37919	F
2127.0468	0.47321	F
2127.1992	0.47744	F
2127.3516	0.51184	F
2127.504	0.52434	F
2127.6564	0.58087	F
2127.8088	0.4739	F
2127.9612	0.46548	F
2128.1136	0.50674	F
2128.266	0.51571	F
2128.4184	0.4689	F
2128.5708	0.43582	F
2128.7232	0.44017	F
2128.8756	0.47669	F
2129.028	0.39778	F
2129.1804	0.45152	F
2129.3328	0.45857	F
2129.4852	0.4379	F
2129.6376	0.34605	F
2129.79	0.29442	F
2129.9424	0.28004	F
2130.0948	0.35022	F
2130.2472	0.38275	F
2130.3996	0.39233	F
2130.552	0.35611	F
2130.7044	0.26907	F
2130.8568	0.22793	F
2131.0092	0.22141	F
2131.1616	0.21847	F
2131.314	0.2372	F
2131.4664	0.19635	F
2131.6188	0.12545	F
2131.7712	0.25632	F
2131.9236	0.28024	F
2132.076	0.31308	F
2132.2284	0.29314	F
2132.3808	0.27417	F
2132.5332	0.14981	F
2132.6856	0.18818	F
2132.838	0.22341	F
2132.9904	0.197	F
2133.1428	0.21629	F
2133.2952	0.23241	F
2133.4476	0.28525	F
2133.6	0.2372	F
2133.7524	0	n
2133.9048	0.18843	F
2134.0572	0.19301	F
2134.2096	0.20603	F
2134.362	0.22422	F
2134.5144	0.24348	F
2134.6668	0	n
2134.8192	0	n
2134.9716	0.24632	F
2135.124	0.28585	F
2135.2764	0.32026	F
2135.4288	0.15544	F
2135.5812	0.06376	n
2135.7336	0	n
2135.886	0	n
2136.0384	0.27876	F
2136.1908	0.28257	F
2136.3432	0.2392	F
2136.4956	0.23666	F
2136.648	0.23545	F
2136.8004	0.24068	F
2136.9528	0.28063	F
2137.1052	0.26359	F
2137.2576	0.29941	F
2137.41	0.31568	F
2137.5624	0.28852	F
2137.7148	0.33427	F
2137.8672	0.31124	F
2138.0196	0.31079	F
2138.172	0.32222	F
2138.3244	0.33268	F
2138.4768	0.22158	F
2138.6292	0.26449	F
2138.7816	0.28837	F
2138.934	0.34519	F
2139.0864	0.35806	F
2139.2388	0.31619	F
2139.3912	0.26133	F
2139.5436	0.1948	F
2139.696	0.14779	F
2139.8484	0.17195	F
2140.0008	0.16115	F
2140.1532	0.159	F
2140.3056	0.30564	F
2140.458	0.30502	F
2140.6104	0.3201	F
2140.7628	0.37071	F
2140.9152	0.31852	F
2141.0676	0	n
2141.22	0	n
2141.3724	0	n
2141.5248	0.30728	F
2141.6772	0.41098	F
2141.8296	0.42654	F
2141.982	0.38223	F
2142.1344	0.30322	F
2142.2868	0.22587	F
2142.4392	0.27805	F
2142.5916	0.285	F
2142.744	0.32438	F
2142.8964	0.3332	F
2143.0488	0.31207	F
2143.2012	0.29794	F
2143.3536	0.26029	F
2143.506	0.26629	F
2143.6584	0.18121	F
2143.8108	0.14005	F
2143.9632	0.18911	F
2144.1156	0.2272	F
2144.268	0.20183	F
2144.4204	0	n
2144.5728	0	n
2144.7252	0	n
2144.8776	0	n
2145.03	0	n
2145.1824	0	n
2145.3348	0	n
2145.4872	0.15235	F
2145.6396	0.16081	F
2145.792	0.16925	F
2145.9444	0.142	F
2146.0968	0.0918	F
2146.2492	0.12791	F
2146.4016	0.10934	F
2146.554	0.13437	F
2146.7064	0.15458	F
2146.8588	0.17257	F
2147.0112	0	n
2147.1636	0	n
2147.316	0	n
2147.4684	0	n
2147.6208	0.16008	F
2147.7732	0.19689	F
2147.9256	0	n
2148.078	0	n
2148.2304	0	n
2148.3828	0	n
2148.5352	0	n
2148.6876	0	n
2148.84	0	n
2148.9924	0	n
2149.1448	0	n
2149.2972	0	n
2149.4496	0	n
2149.602	0	n
2149.7544	0	n
2149.9068	0	n
2150.0592	0	n
2150.2116	0	n
2150.364	0	n
2150.5164	0	n
2150.6688	0	n
2150.8212	0	n
2150.9736	0	n
2151.126	0	n
2151.2784	0	n
2151.4308	0	n
2151.5832	0	n
2151.7356	0	n
2151.888	0	n
2152.0404	0	n
2152.1928	0	n
2152.3452	0	n
2152.4976	0	n
2152.65	0	n
2152.8024	0	n
2152.9548	0	n
2153.1072	0	n
2153.2596	0	n
2153.412	0	n
2153.5644	0	n
2153.7168	0	n
2153.8692	0	n
2154.0216	0	n
2154.174	0	n
2154.3264	0	n
2154.4788	0	n
2154.6312	0	n
2154.7836	0	n
2154.936	0	n
2155.0884	0	n
2155.2408	0	n
2155.3932	0	n
2155.5456	0	n
2155.698	0	n
2155.8504	0	n
2156.0028	0	n
2156.1552	0	n
2156.3076	0	n
2156.46	0	n
2156.6124	0	n
2156.7648	0	n
2156.9172	0	n
2157.0696	0	n
2157.222	0	n
2157.3744	0	n
2157.5268	0	n
2157.6792	0	n
2157.8316	0	n
2157.984	0	n
2158.1364	0	n
2158.2888	0	n
2158.4412	0	n
2158.5936	0	n
2158.746	0	n
2158.8984	0	n
2159.0508	0	n
2159.2032	0	n
2159.3556	0	n
2159.508	0	n
2159.6604	0	n
2159.8128	0	n
2159.9652	0	n
2160.1176	0	n
2160.27	0	n
2160.4224	0	n
2160.5748	0	n
2160.7272	0	n
2160.8796	0	n
2161.032	0	n
2161.1844	0	n
2161.3368	0	n
2161.4892	0	n
2161.6416	0	n
2161.794	0	n
2161.9464	0	n
2162.0988	0	n
2162.2512	0	n
2162.4036	0	n
2162.556	0	n
2162.7084	0	n
2162.8608	0	n
2163.0132	0	n
2163.1656	0	n
2163.318	0	n
2163.4704	0	n
2163.6228	0	n
2163.7752	0	n
2163.9276	0	n
2164.08	0	n
2164.2324	0	n
2164.3848	0	n
2164.5372	0	n
2164.6896	0	n
2164.842	0	n
2164.9944	0	n
2165.1468	0	n
2165.2992	0	n
2165.4516	0	n
2165.604	0	n
2165.7564	0	n
2165.9088	0	n
2166.0612	0	n
2166.2136	0	n
2166.366	0	n
2166.5184	0	n
2166.6708	0	n
2166.8232	0	n
2166.9756	0	n
2167.128	0	n
2167.2804	0	n
2167.4328	0	n
2167.5852	0	n
2167.7376	0	n
2167.89	0	n
2168.0424	0	n
2168.1948	0	n
2168.3472	0	n
2168.4996	0	n
2168.652	0	n
2168.8044	0	n
2168.9568	0	n
2169.1092	0	n
2169.2616	0	n
2169.414	0	n
2169.5664	0	n
2169.7188	0	n
2169.8712	0	n
2170.0236	0	n
2170.176	0	n
2170.3284	0	n
2170.4808	0	n
2170.6332	0	n
2170.7856	0	n
2170.938	0	n
2171.0904	0	n
2171.2428	0	n
2171.3952	0	n
2171.5476	0	n
2171.7	0	n
2171.8524	0	n
2172.0048	0	n
2172.1572	0	n
2172.3096	0	n
2172.462	0	n
