TVDepth(m)	Sgh	morph
2313.2721	0	n
2313.4245	0	n
2313.5769	0	n
2313.7293	0	n
2313.88169	0	n
2314.03409	0	n
2314.18649	0	n
2314.33889	0	n
2314.49128	0	n
2314.64368	0	n
2314.79608	0	n
2314.94848	0	n
2315.10087	0	n
2315.25327	0	n
2315.40567	0	n
2315.55806	0	n
2315.71046	0	n
2315.86286	0	n
2316.01526	0	n
2316.16765	0	n
2316.32005	0	n
2316.47245	0	n
2316.62485	0	n
2316.77724	0	n
2316.92964	0	n
2317.08204	0	n
2317.23443	0	n
2317.38683	0	n
2317.53923	0	n
2317.69163	0	n
2317.84402	0	n
2317.99642	0	n
2318.14882	0	n
2318.30122	0	n
2318.45361	0	n
2318.60601	0	n
2318.75841	0	n
2318.9108	0	n
2319.0632	0	n
2319.2156	0	n
2319.368	0	n
2319.52039	0	n
2319.67279	0	n
2319.82519	0	n
2319.97758	0	n
2320.12998	0	n
2320.28238	0	n
2320.43478	0	n
2320.58717	0	n
2320.73957	0	n
2320.89197	0	n
2321.04436	0	n
2321.19676	0	n
2321.34916	0	n
2321.50156	0	n
2321.65395	0	n
2321.80635	0	n
2321.95875	0	n
2322.11114	0	n
2322.26354	0	n
2322.41594	0	n
2322.56833	0	n
2322.72073	0	n
2322.87313	0	n
2323.02553	0	n
2323.17792	0	n
2323.33032	0	n
2323.48272	0	n
2323.63511	0	n
2323.78751	0	n
2323.93991	0	n
2324.0923	0	n
2324.2447	0	n
2324.3971	0	n
2324.5495	0	n
2324.70189	0	n
2324.85429	0	n
2325.00669	0	n
2325.15908	0	n
2325.31148	0	n
2325.46388	0	n
2325.61627	0	n
2325.76867	0	n
2325.92107	0	n
2326.07347	0	n
2326.22586	0	n
2326.37826	0	n
2326.53066	0	n
2326.68305	0	n
2326.83545	0	n
2326.98785	0	n
2327.14024	0	n
2327.29264	0	n
2327.44504	0	n
2327.59743	0	n
2327.74983	0	n
2327.90223	0	n
2328.05462	0	n
2328.20702	0	n
2328.35942	0	n
2328.51182	0	n
2328.66421	0	n
2328.81661	0	n
2328.96901	0	n
2329.1214	0	n
2329.2738	0	n
2329.4262	0	n
2329.57859	0	n
2329.73099	0	n
2329.88339	0	n
2330.03578	0	n
2330.18818	0	n
2330.34058	0	n
2330.49297	0	n
2330.64537	0	n
2330.79777	0	n
2330.95016	0	n
2331.10256	0	n
2331.25496	0	n
2331.40735	0	n
2331.55975	0	n
2331.71215	0	n
2331.86454	0	n
2332.01694	0	n
2332.16934	0	n
2332.32173	0	n
2332.47413	0	n
2332.62653	0	n
2332.77892	0	n
2332.93132	0	n
2333.08372	0	n
2333.23611	0	n
2333.38851	0	n
2333.54091	0	n
2333.6933	0	n
2333.8457	0	n
2333.9981	0	n
2334.15049	0	n
2334.30289	0	n
2334.45529	0	n
2334.60768	0	n
2334.76008	0	n
2334.91248	0	n
2335.06487	0	n
2335.21727	0	n
2335.36967	0	n
2335.52206	0	n
2335.67446	0	n
2335.82686	0	n
2335.97925	0	n
2336.13165	0	n
2336.28404	0	n
2336.43644	0	n
2336.58884	0	n
2336.74123	0	n
2336.89363	0	n
2337.04603	0	n
2337.19842	0	n
2337.35082	0	n
2337.50322	0	n
2337.65561	0	n
2337.80801	0	n
2337.96041	0	n
2338.1128	0	n
2338.2652	0	n
2338.41759	0	n
2338.56999	0	n
2338.72239	0	n
2338.87478	0	n
2339.02718	0	n
2339.17958	0	n
2339.33197	0	n
2339.48437	0	n
2339.63677	0	n
2339.78916	0	n
2339.94156	0	n
2340.09395	0	n
2340.24635	0	n
2340.39875	0	n
2340.55114	0	n
2340.70354	0	n
2340.85594	0	n
2341.00833	0	n
2341.16073	0	n
2341.31313	0	n
2341.46552	0	n
2341.61792	0	n
2341.77031	0	n
2341.92271	0	n
2342.07511	0	n
2342.2275	0	n
2342.3799	0	n
2342.5323	0	n
2342.68469	0	n
2342.83709	0	n
2342.98948	0	n
2343.14188	0	n
2343.29428	0	n
2343.44667	0	n
2343.59907	0	n
2343.75147	0	n
2343.90386	0	n
2344.05626	0	n
2344.20865	0	n
2344.36105	0	n
2344.51345	0	n
2344.66584	0	n
2344.81824	0	n
2344.97063	0	n
2345.12303	0	n
2345.27543	0	n
2345.42782	0	n
2345.58022	0	n
2345.73261	0	n
2345.88501	0	n
2346.03741	0	n
2346.1898	0	n
2346.3422	0	n
2346.4946	0	n
2346.64699	0	n
2346.79939	0	n
2346.95178	0	n
2347.10418	0	n
2347.25658	0	n
2347.40897	0	n
2347.56137	0	n
2347.71376	0	n
2347.86616	0	n
2348.01856	0	n
2348.17095	0	n
2348.32335	0	n
2348.47574	0	n
2348.62814	0	n
2348.78054	0	n
2348.93293	0	n
2349.08533	0	n
2349.23772	0	n
2349.39012	0	n
2349.54251	0	n
2349.69491	0	n
2349.84731	0	n
2349.9997	0	n
2350.1521	0	n
2350.30449	0	n
2350.45689	0	n
2350.60929	0	n
2350.76168	0	n
2350.91408	0	n
2351.06647	0	n
2351.21887	0	n
2351.37127	0	n
2351.52366	0	n
2351.67606	0	n
2351.82845	0	n
2351.98085	0	n
2352.13324	0	n
2352.28564	0	n
2352.43804	0	n
2352.59043	0	n
2352.74283	0	n
2352.89522	0	n
2353.04762	0	n
2353.20002	0	n
2353.35241	0	n
2353.50481	0	n
2353.6572	0	n
2353.8096	0	n
2353.96199	0	n
2354.11439	0	n
2354.26679	0	n
2354.41918	0	n
2354.57158	0	n
2354.72397	0	n
2354.87637	0	n
2355.02877	0	n
2355.18116	0	n
2355.33356	0	n
2355.48595	0	n
2355.63835	0	n
2355.79074	0	n
2355.94314	0	n
2356.09554	0	n
2356.24793	0	n
2356.40033	0	n
2356.55272	0	n
2356.70512	0	n
2356.85751	0	n
2357.00991	0	n
2357.16231	0	n
2357.3147	0	n
2357.4671	0	n
2357.61949	0	n
2357.77189	0	n
2357.92428	0	n
2358.07668	0	n
2358.22908	0	n
2358.38147	0	n
2358.53387	0	n
2358.68626	0	n
2358.83866	0	n
2358.99105	0	n
2359.14345	0	n
2359.29584	0	n
2359.44824	0	n
2359.60064	0	n
2359.75303	0	n
2359.90543	0	n
2360.05782	0	n
2360.21022	0	n
2360.36261	0	n
2360.51501	0	n
2360.66741	0	n
2360.8198	0	n
2360.9722	0	n
2361.12459	0	n
2361.27699	0	n
2361.42938	0	n
2361.58178	0	n
2361.73417	0	n
2361.88657	0	n
2362.03897	0	n
2362.19136	0	n
2362.34376	0	n
2362.49615	0	n
2362.64855	0	n
2362.80094	0	n
2362.95334	0	n
2363.10573	0	n
2363.25813	0	n
2363.41053	0	n
2363.56292	0	n
2363.71532	0	n
2363.86771	0	n
2364.02011	0	n
2364.1725	0	n
2364.3249	0	n
2364.47729	0	n
2364.62969	0	n
2364.78208	0	n
2364.93448	0	n
2365.08688	0	n
2365.23927	0	n
2365.39167	0	n
2365.54406	0	n
2365.69646	0	n
2365.84885	0	n
2366.00125	0	n
2366.15364	0	n
2366.30604	0	n
2366.45843	0	n
2366.61083	0	n
2366.76323	0	n
2366.91562	0	n
2367.06802	0	n
2367.22041	0	n
2367.37281	0	n
2367.5252	0	n
2367.6776	0	n
2367.82999	0	n
2367.98239	0	n
2368.13478	0	n
2368.28718	0	n
2368.43958	0	n
2368.59197	0	n
2368.74437	0	n
2368.89676	0	n
2369.04916	0	n
2369.20155	0	n
2369.35395	0	n
2369.50634	0	n
2369.65874	0	n
2369.81113	0	n
2369.96353	0	n
2370.11592	0	n
2370.26832	0	n
2370.42071	0	n
2370.57311	0	n
2370.7255	0	n
2370.8779	0	n
2371.0303	0	n
2371.18269	0	n
2371.33509	0	n
2371.48748	0	n
2371.63988	0	n
2371.79227	0	n
2371.94467	0	n
2372.09706	0	n
2372.24946	0	n
2372.40185	0	n
2372.55425	0	n
2372.70664	0	n
2372.85904	0	n
2373.01143	0	n
2373.16383	0	n
2373.31622	0	n
2373.46862	0	n
2373.62101	0	n
2373.77341	0	n
2373.9258	0	n
2374.0782	0	n
2374.2306	0	n
2374.38299	0	n
2374.53539	0	n
2374.68778	0	n
2374.84018	0	n
2374.99257	0	n
2375.14497	0	n
2375.29736	0	n
2375.44976	0	n
2375.60215	0	n
2375.75455	0	n
2375.90694	0	n
2376.05934	0	n
2376.21173	0	n
2376.36413	0	n
2376.51652	0	n
2376.66892	0	n
2376.82131	0	n
2376.97371	0	n
2377.1261	0	n
2377.2785	0	n
2377.43089	0.12602	F
2377.58329	0.13879	F
2377.73568	0.13323	F
2377.88808	0.12815	F
2378.04047	0	n
2378.19287	0	n
2378.34526	0	n
2378.49766	0	n
2378.65005	0	n
2378.80245	0	n
2378.95484	0	n
2379.10724	0	n
2379.25963	0	n
2379.41203	0.10606	F
2379.56442	0.10427	F
2379.71682	0	n
2379.86921	0	n
2380.02161	0	n
2380.174	0	n
2380.3264	0	n
2380.47879	0	n
2380.63119	0	n
2380.78358	0	n
2380.93598	0	n
2381.08837	0	n
2381.24077	0	n
2381.39316	0	n
2381.54556	0	n
2381.69795	0	n
2381.85035	0	n
2382.00274	0	n
2382.15514	0	n
2382.30753	0	n
2382.45993	0	n
2382.61232	0	n
2382.76472	0	n
2382.91711	0	n
2383.06951	0	n
2383.2219	0	n
2383.3743	0	n
2383.52669	0	n
2383.67909	0	n
2383.83148	0	n
2383.98388	0	n
2384.13627	0	n
2384.28867	0	n
2384.44106	0	n
2384.59346	0	n
2384.74585	0	n
2384.89825	0	n
2385.05064	0	n
2385.20303	0	n
2385.35543	0	n
2385.50782	0	n
2385.66022	0	n
2385.81261	0	n
2385.96501	0	n
2386.1174	0	n
2386.2698	0	n
2386.42219	0	n
2386.57459	0	n
2386.72698	0	n
2386.87938	0	n
2387.03177	0	n
2387.18417	0	n
2387.33656	0	n
2387.48896	0	n
2387.64135	0	n
2387.79375	0	n
2387.94614	0	n
2388.09853	0	n
2388.25093	0	n
2388.40332	0	n
2388.55572	0	n
2388.70811	0	n
2388.86051	0	n
2389.0129	0	n
2389.1653	0	n
2389.31769	0	n
2389.47009	0	n
2389.62248	0	n
2389.77488	0	n
2389.92727	0	n
2390.07967	0	n
2390.23206	0	n
2390.38446	0	n
2390.53685	0	n
2390.68925	0	n
2390.84164	0	n
2390.99403	0	n
2391.14643	0	n
2391.29882	0	n
2391.45122	0	n
2391.60361	0	n
2391.75601	0	n
2391.9084	0	n
2392.0608	0	n
2392.21319	0	n
2392.36559	0	n
2392.51798	0	n
2392.67038	0	n
2392.82277	0	n
2392.97517	0	n
2393.12756	0	n
2393.27996	0	n
2393.43235	0	n
2393.58475	0	n
2393.73714	0	n
2393.88954	0	n
2394.04193	0	n
2394.19433	0	n
2394.34672	0	n
2394.49911	0	n
2394.65151	0	n
2394.8039	0	n
2394.9563	0	n
2395.10869	0	n
2395.26109	0	n
2395.41348	0	n
2395.56588	0	n
2395.71827	0	n
2395.87067	0	n
2396.02306	0	n
2396.17546	0	n
2396.32785	0	n
2396.48025	0	n
2396.63264	0	n
2396.78504	0	n
2396.93743	0	n
2397.08983	0	n
2397.24222	0	n
2397.39462	0	n
2397.54701	0	n
2397.69941	0	n
2397.8518	0	n
2398.0042	0	n
2398.15659	0	n
2398.30899	0	n
2398.46138	0	n
2398.61378	0	n
2398.76617	0	n
2398.91856	0	n
2399.07096	0	n
2399.22335	0	n
2399.37575	0	n
2399.52814	0	n
2399.68054	0	n
2399.83293	0	n
2399.98533	0	n
2400.13772	0	n
2400.29012	0	n
2400.44251	0	n
2400.59491	0	n
2400.7473	0	n
2400.8997	0	n
2401.05209	0	n
2401.20449	0	n
2401.35688	0	n
2401.50928	0	n
2401.66167	0	n
2401.81407	0	n
2401.96646	0	n
2402.11886	0	n
2402.27125	0	n
2402.42365	0	n
2402.57604	0	n
2402.72844	0	n
2402.88083	0	n
2403.03323	0	n
2403.18562	0	n
2403.33802	0	n
2403.49041	0	n
2403.64281	0	n
2403.7952	0	n
2403.9476	0	n
2404.09999	0	n
2404.25239	0	n
2404.40478	0	n
2404.55718	0	n
2404.70957	0	n
2404.86197	0	n
2405.01436	0	n
2405.16676	0	n
2405.31915	0	n
2405.47155	0	n
2405.62394	0	n
2405.77634	0	n
2405.92873	0	n
2406.08113	0	n
2406.23352	0	n
2406.38592	0	n
2406.53831	0	n
2406.69071	0	n
2406.8431	0	n
2406.9955	0	n
2407.14789	0	n
2407.30029	0	n
2407.45268	0	n
2407.60508	0	n
2407.75747	0	n
2407.90987	0	n
2408.06226	0	n
2408.21466	0	n
2408.36705	0	n
2408.51945	0	n
2408.67184	0	n
2408.82424	0	n
2408.97663	0	n
2409.12903	0	n
2409.28142	0	n
2409.43382	0	n
2409.58621	0	n
2409.73861	0	n
2409.891	0	n
2410.0434	0	n
2410.19579	0	n
2410.34819	0	n
2410.50058	0	n
2410.65298	0	n
2410.80537	0	n
2410.95777	0	n
2411.11016	0	n
2411.26256	0	n
2411.41495	0	n
2411.56735	0	n
2411.71974	0	n
2411.87214	0	n
2412.02453	0	n
2412.17693	0	n
2412.32932	0	n
2412.48172	0	n
2412.63411	0	n
2412.78651	0	n
2412.9389	0	n
2413.0913	0	n
2413.24369	0	n
2413.39609	0	n
2413.54848	0	n
2413.70088	0	n
2413.85327	0	n
2414.00567	0	n
2414.15806	0	n
2414.31046	0	n
2414.46285	0	n
2414.61525	0	n
2414.76764	0	n
2414.92004	0	n
2415.07243	0	n
2415.22483	0	n
2415.37722	0	n
2415.52962	0	n
2415.68201	0	n
2415.83441	0	n
2415.9868	0	n
2416.1392	0	n
2416.29159	0	n
2416.44399	0	n
2416.59638	0	n
2416.74878	0	n
2416.90117	0	n
2417.05357	0	n
2417.20596	0	n
2417.35836	0	n
2417.51075	0	n
2417.66315	0	n
2417.81554	0	n
2417.96794	0	n
2418.12033	0	n
2418.27273	0	n
2418.42512	0	n
2418.57752	0	n
2418.72991	0	n
2418.88231	0	n
2419.0347	0	n
2419.1871	0	n
2419.33949	0	n
2419.49189	0	n
2419.64429	0	n
2419.79668	0	n
2419.94908	0	n
2420.10147	0	n
2420.25387	0	n
2420.40626	0	n
2420.55866	0	n
2420.71105	0	n
2420.86345	0	n
2421.01584	0	n
2421.16824	0	n
2421.32063	0	n
2421.47303	0	n
2421.62542	0	n
2421.77782	0	n
2421.93021	0	n
2422.08261	0	n
2422.235	0	n
2422.3874	0	n
2422.53979	0	n
2422.69219	0	n
2422.84458	0	n
2422.99698	0	n
2423.14937	0	n
2423.30177	0	n
2423.45416	0	n
2423.60656	0	n
2423.75895	0	n
2423.91135	0	n
2424.06374	0	n
2424.21614	0	n
2424.36854	0	n
2424.52093	0	n
2424.67333	0	n
2424.82572	0	n
2424.97812	0	n
2425.13051	0	n
2425.28291	0	n
2425.4353	0	n
2425.5877	0	n
2425.74009	0	n
2425.89249	0	n
2426.04488	0	n
2426.19728	0	n
2426.34967	0	n
2426.50207	0	n
2426.65447	0	n
2426.80686	0	n
2426.95926	0	n
2427.11165	0	n
2427.26405	0	n
2427.41644	0	n
2427.56884	0	n
2427.72124	0	n
2427.87363	0	n
2428.02603	0	n
2428.17842	0	n
2428.33082	0	n
2428.48321	0	n
2428.63561	0	n
2428.78801	0	n
2428.9404	0	n
2429.0928	0	n
2429.2452	0	n
2429.39759	0	n
2429.54999	0	n
2429.70238	0	n
2429.85478	0	n
2430.00718	0	n
2430.15957	0	n
2430.31197	0	n
2430.46437	0	n
2430.61676	0	n
2430.76916	0	n
2430.92156	0	n
2431.07395	0	n
2431.22635	0	n
2431.37875	0	n
2431.53114	0	n
2431.68354	0	n
2431.83594	0	n
2431.98833	0	n
2432.14073	0	n
2432.29313	0	n
2432.44552	0	n
2432.59792	0	n
2432.75032	0	n
2432.90271	0	n
2433.05511	0	n
2433.20751	0	n
2433.3599	0	n
2433.5123	0	n
2433.6647	0	n
2433.8171	0	n
2433.96949	0	n
2434.12189	0	n
2434.27429	0	n
2434.42669	0	n
2434.57908	0	n
2434.73148	0	n
2434.88388	0	n
2435.03627	0	n
2435.18867	0	n
2435.34107	0	n
2435.49347	0	n
2435.64586	0	n
2435.79826	0	n
2435.95066	0	n
2436.10306	0	n
2436.25545	0	n
2436.40785	0	n
2436.56025	0	n
2436.71265	0	n
2436.86504	0	n
2437.01744	0	n
2437.16984	0	n
2437.32224	0	n
2437.47464	0	n
2437.62703	0	n
2437.77943	0	n
2437.93183	0	n
2438.08423	0	n
2438.23663	0	n
2438.38902	0	n
2438.54142	0	n
2438.69382	0	n
2438.84622	0	n
2438.99862	0	n
2439.15101	0	n
2439.30341	0	n
2439.45581	0	n
2439.60821	0	n
2439.76061	0	n
2439.913	0	n
2440.0654	0	n
2440.2178	0	n
2440.3702	0	n
2440.5226	0	n
2440.67499	0	n
2440.82739	0	n
2440.97979	0	n
2441.13219	0	n
2441.28459	0	n
2441.43699	0	n
2441.58938	0	n
2441.74178	0	n
2441.89418	0	n
2442.04658	0	n
2442.19898	0	n
2442.35138	0	n
2442.50378	0	n
2442.65617	0	n
2442.80857	0.29142	P
2442.96097	0.87655	P
2443.11337	0.82525	P
2443.26577	0.79626	P
2443.41817	0.48806	P
2443.57057	0.38026	P
2443.72296	0.37076	P
2443.87536	0.54357	P
2444.02776	0.45623	P
2444.18016	0.53619	P
2444.33256	0.50418	P
2444.48496	0.32691	P
2444.63736	0.43615	P
2444.78976	0.47063	P
2444.94215	0	n
2445.09455	0	n
2445.24695	0	n
2445.39935	0	n
2445.55175	0	n
2445.70415	0	n
2445.85655	0	n
2446.00895	0.45456	P
2446.16134	0.46127	P
2446.31374	0	n
2446.46614	0.22022	P
2446.61854	0.46953	P
2446.77094	0.39049	P
2446.92334	0	n
2447.07574	0	n
2447.22814	0	n
2447.38054	0	n
2447.53294	0	n
2447.68533	0	n
2447.83773	0.33561	P
2447.99013	0.39856	P
2448.14253	0.38196	P
2448.29493	0.5122	P
2448.44733	0.64851	P
2448.59973	0.41158	P
2448.75213	0.43594	P
2448.90453	0	n
2449.05693	0.47564	P
2449.20933	0.52813	P
2449.36172	0.48844	P
2449.51412	0.54742	P
2449.66652	0.61921	P
2449.81892	0.24592	P
2449.97132	0.0584	P
2450.12372	0.73856	P
2450.27612	0.68959	P
2450.42852	0.56708	P
2450.58092	0.52047	P
2450.73332	0	n
2450.88572	0.36405	P
2451.03812	0.3908	P
2451.19052	0.50338	P
2451.34291	0	n
2451.49531	0	n
2451.64771	0	n
2451.80011	0	n
2451.95251	0	n
2452.10491	0	n
2452.25731	0	n
2452.40971	0.25348	P
2452.56211	0.77598	P
2452.71451	0.73237	P
2452.86691	0.34978	P
2453.01931	0.34552	P
2453.17171	0.40033	P
2453.32411	0.50737	P
2453.47651	0.50407	P
2453.6289	0.32112	P
2453.7813	0.48905	P
2453.9337	0.57093	P
2454.0861	0.6673	P
2454.2385	0.59921	P
2454.3909	0.59162	P
2454.5433	0.65181	P
2454.6957	0.51001	P
2454.8481	0.32331	P
2455.0005	0.37338	P
2455.1529	0	n
2455.3053	0	n
2455.4577	0.51041	P
2455.6101	0.47238	P
2455.7625	0.53051	P
2455.9149	0.44037	P
2456.0673	0.66567	P
2456.21969	0.66081	P
2456.37209	0.63258	P
2456.52449	0.6736	P
2456.67689	0.67412	P
2456.82929	0.69331	P
2456.98169	0.68418	P
2457.13409	0.69389	P
2457.28649	0.64916	P
2457.43889	0.73971	P
2457.59129	0.37704	P
2457.74369	0.35567	P
2457.89609	0.38058	P
2458.04849	0	n
2458.20089	0	n
2458.35329	0	n
2458.50569	0	n
2458.65809	0	n
2458.81048	0	n
2458.96288	0	n
2459.11528	0	n
2459.26768	0	n
2459.42008	0	n
2459.57248	0	n
2459.72488	0	n
2459.87728	0	n
2460.02968	0	n
2460.18208	0	n
2460.33448	0	n
2460.48688	0	n
2460.63928	0	n
2460.79168	0	n
2460.94408	0	n
2461.09648	0	n
2461.24888	0	n
2461.40127	0	n
2461.55367	0	n
2461.70607	0	n
2461.85847	0	n
2462.01087	0	n
2462.16327	0	n
2462.31567	0	n
2462.46807	0	n
2462.62047	0	n
2462.77287	0	n
2462.92527	0	n
2463.07767	0	n
2463.23007	0.22044	P
2463.38247	0.26517	P
2463.53487	0.29106	P
2463.68727	0.29353	P
2463.83966	0.13306	P
2463.99206	0	n
2464.14446	0.20065	P
2464.29686	0.13108	P
2464.44926	0	n
2464.60166	0	n
2464.75406	0	n
2464.90646	0	n
2465.05886	0.29332	P
2465.21126	0.45709	P
2465.36366	0.57218	P
2465.51606	0.66642	P
2465.66846	0.73448	P
2465.82086	0.6441	P
2465.97325	0.51966	P
2466.12565	0.77807	P
2466.27805	0.73827	P
2466.43045	0.66343	P
2466.58285	0.30914	P
2466.73525	0.29732	P
2466.88765	0.40754	P
2467.04005	0.50889	P
2467.19245	0.59712	P
2467.34485	0.422	P
2467.49725	0.31119	P
2467.64965	0.09437	P
2467.80205	0	n
2467.95444	0	n
2468.10684	0	n
2468.25924	0	n
2468.41164	0	n
2468.56404	0	n
2468.71644	0	n
2468.86884	0	n
2469.02124	0	n
2469.17364	0	n
2469.32604	0	n
2469.47844	0	n
2469.63084	0	n
2469.78324	0	n
2469.93563	0	n
2470.08803	0	n
2470.24043	0	n
2470.39283	0	n
2470.54523	0	n
2470.69763	0	n
2470.85003	0	n
2471.00243	0	n
2471.15483	0	n
