TDEP        DTCO       DTSM       PR         TICO       TISS       VP         VPVS       VS
2766.051   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2766.203   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2766.355   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2766.508   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2766.66    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2766.813   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2766.965   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2767.117   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2767.27    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2767.422   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2767.575   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2767.727   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2767.88    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2768.032   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2768.184   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2768.337   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2768.489   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2768.642   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2768.794   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2768.947   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2769.099   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2769.251   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2769.404   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2769.556   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2769.708   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2769.861   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2770.013   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2770.166   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2770.318   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2770.47    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2770.623   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2770.775   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2770.928   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2771.08    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2771.232   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2771.385   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2771.537   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2771.69    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2771.842   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2771.994   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2772.147   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2772.299   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2772.452   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2772.604   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2772.756   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2772.909   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2773.061   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2773.214   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2773.366   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2773.519   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2773.671   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2773.823   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2773.976   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2774.128   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2774.281   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2774.433   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2774.585   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2774.738   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2774.89    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2775.042   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2775.195   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2775.347   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2775.5     -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2775.652   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2775.804   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2775.957   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2776.109   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2776.262   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2776.414   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2776.567   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2776.719   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2776.871   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2777.024   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2777.176   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2777.329   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2777.481   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2777.633   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2777.786   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2777.938   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2778.091   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2778.243   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2778.395   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2778.548   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2778.7     -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2778.853   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2779.005   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2779.157   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2779.31    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2779.462   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2779.615   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2779.767   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2779.919   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2780.072   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2780.224   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2780.376   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2780.529   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2780.681   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2780.834   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2780.986   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2781.139   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2781.291   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2781.443   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2781.596   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2781.748   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2781.901   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2782.053   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2782.205   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2782.358   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2782.51    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2782.663   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2782.815   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2782.967   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2783.12    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2783.272   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2783.425   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2783.577   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2783.729   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2783.882   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2784.034   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2784.187   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2784.339   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2784.491   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2784.644   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2784.796   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2784.949   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2785.101   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2785.253   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2785.406   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2785.558   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2785.711   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2785.863   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2786.015   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2786.168   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2786.32    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2786.473   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2786.625   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2786.778   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2786.93    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2787.082   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2787.235   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2787.387   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2787.54    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2787.692   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2787.844   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2787.997   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2788.149   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2788.302   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2788.454   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2788.606   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2788.759   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2788.911   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2789.063   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2789.216   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2789.368   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2789.521   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2789.673   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2789.825   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2789.978   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2790.13    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2790.283   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2790.435   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2790.587   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2790.74    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2790.892   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2791.045   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2791.197   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2791.349   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2791.502   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2791.654   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2791.807   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2791.959   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2792.112   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2792.264   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2792.417   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2792.569   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2792.721   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2792.874   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2793.026   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2793.178   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2793.331   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2793.483   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2793.635   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2793.788   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2793.94    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2794.093   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2794.245   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2794.398   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2794.55    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2794.702   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2794.855   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2795.007   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2795.16    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2795.312   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2795.464   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2795.617   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2795.769   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2795.922   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2796.074   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2796.226   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2796.379   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2796.531   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2796.684   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2796.836   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2796.988   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2797.141   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2797.293   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2797.446   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2797.598   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2797.75    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2797.903   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2798.055   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2798.208   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2798.36    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2798.512   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2798.665   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2798.817   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2798.969   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2799.122   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2799.274   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2799.427   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2799.579   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2799.732   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2799.884   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2800.037   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2800.189   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2800.341   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2800.494   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2800.646   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2800.799   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2800.951   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2801.103   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2801.256   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2801.408   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2801.561   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2801.713   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2801.865   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2802.018   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2802.17    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2802.323   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2802.475   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2802.627   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2802.78    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2802.932   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2803.084   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2803.237   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2803.389   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2803.542   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2803.694   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2803.846   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2803.999   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2804.151   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2804.304   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2804.456   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2804.608   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2804.761   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2804.913   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2805.066   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2805.218   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2805.371   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2805.523   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2805.675   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2805.828   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2805.98    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2806.133   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2806.285   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2806.437   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2806.59    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2806.742   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2806.895   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2807.047   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2807.199   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2807.352   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2807.504   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2807.657   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2807.809   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2807.961   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2808.114   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2808.266   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2808.419   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2808.571   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2808.723   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2808.876   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2809.028   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2809.181   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2809.333   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2809.485   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2809.638   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2809.79    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2809.943   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2810.095   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2810.247   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2810.4     -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2810.552   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2810.705   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2810.857   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2811.01    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2811.162   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2811.314   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2811.467   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2811.619   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2811.771   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2811.924   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2812.076   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2812.229   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2812.381   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2812.533   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2812.686   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2812.838   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2812.991   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2813.143   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2813.295   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2813.448   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2813.6     -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2813.753   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2813.905   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2814.057   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2814.21    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2814.362   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2814.515   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2814.667   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2814.82    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2814.972   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2815.124   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
