0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
9	0	0
9	0	0
16	0	4
16	0	2
21	0	1
33	0	1
36	0	5
36	0	3
27	0	5
19	0	7
30	0	13
28	0	14
59	0	21
52	0	20
48	0	25
61	0	18
82	0	17
98	0	21
116	0	11
91	0	16
96	0	20
124	0	13
118	0	9
99	0	11
113	0	8
126	0	4
129	0	5
133	0	3
86	0	3
75	0	5
73	0	1
48	0	2
59	0	2
79	0	2
44	0	3
46	0	5
28	0	4
19	0	2
21	0	2
14	0	5
21	0	3
17	0	1
17	0	1
8	0	1
24	0	2
9	0	2
16	0	0
21	0	3
23	0	4
20	0	0
22	0	1
14	0	1
18	0	1
20	0	0
19	0	0
20	0	1
10	0	1
11	0	1
12	0	2
9	0	0
7	0	1
10	0	0
5	0	0
8	0	0
5	0	4
2	0	1
3	0	0
2	0	0
17	0	0
