TDEP        DTCO       DTSM       PR         TICO       TISS       VP         VPVS       VS
2219.5532  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2219.7056  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2219.858   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2220.0104  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2220.1628  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2220.3152  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2220.4676  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2220.62    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2220.7724  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2220.9248  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2221.0772  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2221.2296  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2221.382   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2221.5344  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2221.6868  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2221.8392  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2221.9916  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2222.144   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2222.2964  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2222.4488  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2222.6012  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2222.7536  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2222.906   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2223.0584  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2223.2108  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2223.3632  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2223.5156  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2223.668   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2223.8204  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2223.9728  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2224.1252  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2224.2776  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2224.43    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2224.5824  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2224.7348  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2224.8872  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2225.0396  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2225.192   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2225.3444  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2225.4968  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2225.6492  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2225.8016  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2225.954   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2226.1064  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2226.2588  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2226.4112  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2226.5636  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2226.716   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2226.8684  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2227.0208  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2227.1732  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2227.3256  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2227.478   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2227.6304  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2227.7828  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2227.9352  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2228.0876  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2228.24    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2228.3924  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2228.5448  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2228.6972  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2228.8496  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2229.002   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2229.1544  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2229.3068  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2229.4592  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2229.6116  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2229.764   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2229.9164  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2230.0688  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2230.2212  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2230.3736  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2230.526   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2230.6784  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2230.8308  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2230.9832  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2231.1356  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2231.288   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2231.4404  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2231.5928  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2231.7452  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2231.8976  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2232.05    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2232.2024  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2232.3548  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2232.5072  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2232.6596  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2232.812   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2232.9644  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2233.1168  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2233.2692  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2233.4216  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2233.574   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2233.7264  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2233.8788  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2234.0312  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2234.1836  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2234.336   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2234.4884  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2234.6408  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2234.7932  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2234.9456  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2235.098   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2235.2504  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2235.4028  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2235.5552  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2235.7076  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2235.86    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2236.0124  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2236.1648  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2236.3172  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2236.4696  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2236.622   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2236.7744  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2236.9268  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2237.0792  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2237.2316  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2237.384   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2237.5364  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2237.6888  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2237.8412  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2237.9936  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2238.146   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2238.2984  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2238.4508  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2238.6032  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2238.7556  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2238.908   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2239.0604  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2239.2128  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2239.3652  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2239.5176  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2239.67    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2239.8224  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2239.9748  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2240.1272  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2240.2796  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2240.432   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2240.5844  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2240.7368  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2240.8892  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2241.0416  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2241.194   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2241.3464  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2241.4988  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2241.6512  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2241.8036  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2241.956   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2242.1084  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2242.2608  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2242.4132  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2242.5656  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2242.718   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2242.8704  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2243.0228  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2243.1752  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2243.3276  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2243.48    -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2243.6324  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2243.7848  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2243.9372  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2244.0896  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2244.242   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2244.3944  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2244.5468  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2244.6992  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2244.8516  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2245.004   -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2245.1564  -9999      -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2245.3088  202.8949   -9999      -9999      -9999      -9999      -9999      -9999      -9999     
2245.4612  203.216    -9999      -9999      1957.273   -9999      1500.266   -9999      -9999     
2245.6136  202.6998   -9999      -9999      1957.748   -9999      1504.087   -9999      -9999     
2245.766   202.538    -9999      -9999      1958.582   -9999      1505.288   -9999      -9999     
2245.9184  203.2554   -9999      -9999      1959.726   -9999      1499.976   -9999      -9999     
2246.0708  202.6945   -9999      -9999      1960.964   -9999      1504.126   -9999      -9999     
2246.2232  203.4559   -9999      -9999      1962.277   -9999      1498.497   -9999      -9999     
2246.3756  202.983    -9999      -9999      1963.744   -9999      1501.988   -9999      -9999     
2246.528   203.1525   -9999      -9999      1965.293   -9999      1500.735   -9999      -9999     
2246.6804  203.6413   -9999      -9999      1966.837   -9999      1497.133   -9999      -9999     
2246.8328  204.0468   -9999      -9999      1968.631   -9999      1494.158   -9999      -9999     
2246.9852  205.0798   -9999      -9999      1970.628   -9999      1486.631   -9999      -9999     
2247.1376  205.2892   -9999      -9999      1972.498   -9999      1485.115   -9999      -9999     
2247.29    205.4495   -9999      -9999      1974.398   -9999      1483.956   -9999      -9999     
2247.4424  205.5944   -9999      -9999      1976.551   -9999      1482.911   -9999      -9999     
2247.5948  206.0636   -9999      -9999      1978.573   -9999      1479.534   -9999      -9999     
2247.7472  205.9207   -9999      -9999      1980.643   -9999      1480.56    -9999      -9999     
2247.8996  206.0462   -9999      -9999      1982.875   -9999      1479.659   -9999      -9999     
2248.052   206.918    -9999      -9999      1984.955   -9999      1473.424   -9999      -9999     
2248.2044  206.8615   -9999      -9999      1987.047   -9999      1473.827   -9999      -9999     
2248.3568  206.7271   -9999      -9999      1989.109   -9999      1474.785   -9999      -9999     
2248.5092  206.7905   -9999      -9999      1990.928   -9999      1474.333   -9999      -9999     
2248.6616  207.0572   -9999      -9999      1992.354   -9999      1472.434   -9999      -9999     
2248.814   206.8267   -9999      -9999      1993.292   -9999      1474.075   -9999      -9999     
2248.9664  207.4038   -9999      -9999      1993.893   -9999      1469.973   -9999      -9999     
2249.1188  207.6751   -9999      -9999      1994.423   -9999      1468.053   -9999      -9999     
2249.2712  207.0836   -9999      -9999      1994.881   -9999      1472.246   -9999      -9999     
2249.4236  207.4171   -9999      -9999      1995.135   -9999      1469.879   -9999      -9999     
2249.576   207.6254   -9999      -9999      1995.3     -9999      1468.404   -9999      -9999     
2249.7284  207.3388   -9999      -9999      1995.552   -9999      1470.434   -9999      -9999     
2249.8808  207.4931   -9999      -9999      1995.645   -9999      1469.341   -9999      -9999     
2250.0332  206.6274   -9999      -9999      1995.592   -9999      1475.496   -9999      -9999     
2250.1856  206.5177   -9999      -9999      1995.716   -9999      1476.281   -9999      -9999     
2250.338   206.6439   -9999      -9999      1995.706   -9999      1475.379   -9999      -9999     
2250.4904  206.8462   -9999      -9999      1995.496   -9999      1473.936   -9999      -9999     
2250.6428  206.153    -9999      -9999      1995.198   -9999      1478.892   -9999      -9999     
2250.7952  206.4767   -9999      -9999      1994.99    -9999      1476.573   -9999      -9999     
2250.9476  207.4954   -9999      -9999      1995.043   -9999      1469.325   -9999      -9999     
2251.1     206.6543   -9999      -9999      1995.235   -9999      1475.304   -9999      -9999     
2251.2524  206.7229   -9999      -9999      1995.418   -9999      1474.815   -9999      -9999     
2251.4048  207.2886   -9999      -9999      1995.521   -9999      1470.79    -9999      -9999     
2251.5572  206.5216   -9999      -9999      1995.417   -9999      1476.253   -9999      -9999     
2251.7096  206.5209   -9999      -9999      1995.304   -9999      1476.258   -9999      -9999     
2251.862   206.5186   -9999      -9999      1995.41    -9999      1476.274   -9999      -9999     
2252.0144  207.7291   -9999      -9999      1995.664   -9999      1467.671   -9999      -9999     
2252.1668  207.241    -9999      -9999      1995.822   -9999      1471.128   -9999      -9999     
2252.3192  208.0263   -9999      -9999      1995.976   -9999      1465.575   -9999      -9999     
2252.4716  207.7471   -9999      -9999      1996.396   -9999      1467.544   -9999      -9999     
2252.624   207.6319   -9999      -9999      1996.548   -9999      1468.358   -9999      -9999     
2252.7764  206.7811   -9999      -9999      1996.702   -9999      1474.4     -9999      -9999     
2252.9288  206.8901   -9999      -9999      1997.06    -9999      1473.623   -9999      -9999     
2253.0812  206.6785   -9999      -9999      1997.17    -9999      1475.132   -9999      -9999     
2253.2336  207.5002   -9999      -9999      1997.283   -9999      1469.291   -9999      -9999     
2253.386   206.6215   -9999      -9999      1997.548   -9999      1475.538   -9999      -9999     
2253.5384  206.9939   -9999      -9999      1997.86    -9999      1472.885   -9999      -9999     
2253.6908  207.3154   -9999      -9999      1997.827   -9999      1470.6     -9999      -9999     
2253.8432  207.2657   -9999      -9999      1997.505   -9999      1470.953   -9999      -9999     
2253.9956  207.4999   -9999      -9999      1997.007   -9999      1469.292   -9999      -9999     
2254.148   207.3068   -9999      -9999      1996.364   -9999      1470.661   -9999      -9999     
2254.3004  207.146    -9999      -9999      1995.756   -9999      1471.803   -9999      -9999     
2254.4528  207.1139   -9999      -9999      1995.001   -9999      1472.031   -9999      -9999     
2254.6052  206.9895   -9999      -9999      1994.214   -9999      1472.916   -9999      -9999     
2254.7576  207.2977   -9999      -9999      1993.376   -9999      1470.726   -9999      -9999     
2254.91    206.8191   -9999      -9999      1992.303   -9999      1474.129   -9999      -9999     
2255.0624  206.8645   -9999      -9999      2002.337   -9999      1473.806   -9999      -9999     
2255.2148  206.4111   -9999      -9999      2001.645   -9999      1477.043   -9999      -9999     
2255.3672  206.7872   -9999      -9999      1999.753   -9999      1474.356   -9999      -9999     
2255.5196  206.1625   -9999      -9999      1997.064   -9999      1478.824   -9999      -9999     
2255.672   205.2299   -9999      -9999      1994.885   -9999      1485.544   -9999      -9999     
2255.8244  205.2918   -9999      -9999      1993.493   -9999      1485.096   -9999      -9999     
2255.9768  204.9246   -9999      -9999      1992.066   -9999      1487.757   -9999      -9999     
2256.1292  204.9653   -9999      -9999      1989.81    -9999      1487.461   -9999      -9999     
2256.2816  205.1789   -9999      -9999      1989.174   -9999      1485.913   -9999      -9999     
2256.434   204.8468   -9999      -9999      1987.595   -9999      1488.322   -9999      -9999     
2256.5864  205.0883   -9999      -9999      1987.418   -9999      1486.57    -9999      -9999     
2256.7388  204.8042   -9999      -9999      1986.058   -9999      1488.631   -9999      -9999     
2256.8912  205.292    -9999      -9999      1985.665   -9999      1485.095   -9999      -9999     
2257.0436  205.0114   -9999      -9999      1983.384   -9999      1487.128   -9999      -9999     
2257.196   204.6478   -9999      -9999      1981.591   -9999      1489.77    -9999      -9999     
2257.3484  204.4647   -9999      -9999      1982.314   -9999      1491.104   -9999      -9999     
2257.5008  204.0439   -9999      -9999      1982.83    -9999      1494.179   -9999      -9999     
2257.6532  204.6975   -9999      -9999      1983.644   -9999      1489.408   -9999      -9999     
2257.8056  204.784    -9999      -9999      1983.695   -9999      1488.778   -9999      -9999     
2257.958   205.293    -9999      -9999      1994.359   -9999      1485.088   -9999      -9999     
2258.1104  204.7078   -9999      -9999      1995.212   -9999      1489.333   -9999      -9999     
2258.2628  205.3038   -9999      -9999      1995.25    -9999      1485.009   -9999      -9999     
2258.4152  204.6385   -9999      -9999      1993.047   -9999      1489.837   -9999      -9999     
2258.5676  204.7508   -9999      -9999      1991.319   -9999      1489.02    -9999      -9999     
2258.72    205.4182   -9999      -9999      1990.937   -9999      1484.183   -9999      -9999     
2258.8724  205.2175   -9999      -9999      1990.818   -9999      1485.634   -9999      -9999     
2259.0248  205.2902   -9999      -9999      1990.589   -9999      1485.108   -9999      -9999     
2259.1772  205.0267   -9999      -9999      1990.723   -9999      1487.017   -9999      -9999     
2259.3296  205.2718   -9999      -9999      1989.006   -9999      1485.241   -9999      -9999     
2259.482   204.8635   -9999      -9999      1987.86    -9999      1488.201   -9999      -9999     
2259.6344  203.4678   -9999      -9999      1985.941   -9999      1498.409   -9999      -9999     
2259.7868  203.147    -9999      -9999      1984.824   -9999      1500.776   -9999      -9999     
2259.9392  202.809    -9999      -9999      1981.943   -9999      1503.276   -9999      -9999     
2260.0916  202.4966   -9999      -9999      1980.096   -9999      1505.596   -9999      -9999     
2260.244   202.43     -9999      -9999      1980.808   -9999      1506.091   -9999      -9999     
2260.3964  202.1837   -9999      -9999      1982.304   -9999      1507.926   -9999      -9999     
2260.5488  202.1426   -9999      -9999      1984.077   -9999      1508.232   -9999      -9999     
2260.7012  203.0201   -9999      -9999      1983.408   -9999      1501.714   -9999      -9999     
2260.8536  202.2826   -9999      -9999      1978.881   -9999      1507.188   -9999      -9999     
2261.006   201.3919   -9999      -9999      1977.068   -9999      1513.855   -9999      -9999     
2261.1584  202.2009   -9999      -9999      1977.135   -9999      1507.798   -9999      -9999     
2261.3108  202.4584   -9999      -9999      1978.126   -9999      1505.88    -9999      -9999     
2261.4632  201.9164   -9999      -9999      1977.955   -9999      1509.922   -9999      -9999     
2261.6156  202.6113   -9999      -9999      1978.29    -9999      1504.744   -9999      -9999     
2261.768   202.7247   -9999      -9999      1979.327   -9999      1503.901   -9999      -9999     
2261.9204  202.1912   -9999      -9999      1982.076   -9999      1507.87    -9999      -9999     
2262.0728  202.3981   -9999      -9999      1983.327   -9999      1506.329   -9999      -9999     
2262.2252  202.1987   -9999      -9999      1982.887   -9999      1507.814   -9999      -9999     
2262.3776  202.045    -9999      -9999      1980.577   -9999      1508.961   -9999      -9999     
2262.53    202.0495   -9999      -9999      1960.143   -9999      1508.927   -9999      -9999     
2262.6824  202.2516   -9999      -9999      1959.19    -9999      1507.42    -9999      -9999     
2262.8348  201.8095   -9999      -9999      1969.018   -9999      1510.722   -9999      -9999     
2262.9872  202.87     -9999      -9999      1969.131   -9999      1502.825   -9999      -9999     
2263.1396  202.386    -9999      -9999      1969.356   -9999      1506.419   -9999      -9999     
2263.292   202.3091   -9999      -9999      1971.319   -9999      1506.991   -9999      -9999     
2263.4444  201.5161   -9999      -9999      1972.927   -9999      1512.921   -9999      -9999     
2263.5968  200.9598   -9999      -9999      1972.93    -9999      1517.11    -9999      -9999     
2263.7492  200.0385   -9999      -9999      1959.696   -9999      1524.097   -9999      -9999     
2263.9016  199.6728   -9999      -9999      1965.915   -9999      1526.888   -9999      -9999     
2264.054   200.1427   -9999      -9999      1966.018   -9999      1523.304   -9999      -9999     
2264.2064  200.6027   -9999      -9999      1968.14    -9999      1519.81    -9999      -9999     
2264.3588  201.0372   -9999      -9999      1968.103   -9999      1516.525   -9999      -9999     
2264.5112  201.9279   -9999      -9999      1967.709   -9999      1509.836   -9999      -9999     
2264.6636  202.0901   -9999      -9999      1967.67    -9999      1508.625   -9999      -9999     
2264.816   201.828    -9999      -9999      1968.313   -9999      1510.584   -9999      -9999     
2264.9684  201.8905   -9999      -9999      1968.706   -9999      1510.116   -9999      -9999     
2265.1208  201.1983   -9999      -9999      1967.759   -9999      1515.311   -9999      -9999     
2265.2732  201.4027   -9999      -9999      1967.292   -9999      1513.773   -9999      -9999     
2265.4256  201.4806   -9999      -9999      1947.994   -9999      1513.188   -9999      -9999     
2265.578   201.73     -9999      -9999      1949.033   -9999      1511.317   -9999      -9999     
2265.7304  201.4532   -9999      -9999      1960.616   -9999      1513.394   -9999      -9999     
2265.8828  201.5438   -9999      -9999      1962.266   -9999      1512.713   -9999      -9999     
2266.0352  201.6148   -9999      -9999      1963.488   -9999      1512.181   -9999      -9999     
2266.1876  201.7232   -9999      -9999      1963.691   -9999      1511.369   -9999      -9999     
2266.34    201.8777   -9999      -9999      1962.926   -9999      1510.212   -9999      -9999     
2266.4924  202.0583   -9999      -9999      1961.234   -9999      1508.862   -9999      -9999     
2266.6448  201.9766   -9999      -9999      1950.005   -9999      1509.472   -9999      -9999     
2266.7972  202.2042   -9999      -9999      1956.984   -9999      1507.773   -9999      -9999     
2266.9496  202.2651   -9999      -9999      1956.577   -9999      1507.319   -9999      -9999     
2267.102   202.2556   -9999      -9999      1956.627   -9999      1507.39    -9999      -9999     
2267.2544  201.9329   -9999      -9999      1955.966   -9999      1509.799   -9999      -9999     
2267.4068  201.2501   -9999      -9999      1955.178   -9999      1514.921   -9999      -9999     
2267.5592  200.9121   -9999      -9999      1954.69    -9999      1517.47    -9999      -9999     
2267.7116  200.5485   -9999      -9999      1954.097   -9999      1520.221   -9999      -9999     
2267.864   200.4781   -9999      -9999      1952.677   -9999      1520.755   -9999      -9999     
2268.0164  200.95     -9999      -9999      1950.877   -9999      1517.183   -9999      -9999     
2268.1688  200.5638   -9999      -9999      1949.327   -9999      1520.105   -9999      -9999     
2268.3212  200.4585   -9999      -9999      1947.395   -9999      1520.904   -9999      -9999     
2268.4736  200.1228   -9999      -9999      1946.273   -9999      1523.455   -9999      -9999     
2268.626   199.8038   -9999      -9999      1945.137   -9999      1525.887   -9999      -9999     
2268.7784  199.9626   -9999      -9999      1944.505   -9999      1524.675   -9999      -9999     
2268.9308  199.866    -9999      -9999      1943.725   -9999      1525.412   -9999      -9999     
2269.0832  199.9039   -9999      -9999      1942.657   -9999      1525.123   -9999      -9999     
2269.2356  200.5709   -9999      -9999      1941.759   -9999      1520.052   -9999      -9999     
2269.388   200.4802   -9999      -9999      1940.611   -9999      1520.739   -9999      -9999     
2269.5404  200.2733   -9999      -9999      1939.696   -9999      1522.31    -9999      -9999     
2269.6928  199.5451   -9999      -9999      1938.826   -9999      1527.865   -9999      -9999     
2269.8452  199.8923   -9999      -9999      1938.301   -9999      1525.212   -9999      -9999     
2269.9976  198.9426   -9999      -9999      1938.405   -9999      1532.492   -9999      -9999     
2270.15    199.0961   -9999      -9999      1937.956   -9999      1531.311   -9999      -9999     
2270.3024  198.338    -9999      -9999      1937.251   -9999      1537.164   -9999      -9999     
2270.4548  198.5955   -9999      -9999      1936.433   -9999      1535.171   -9999      -9999     
2270.6072  199.0761   -9999      -9999      1935.438   -9999      1531.465   -9999      -9999     
2270.7596  198.8826   -9999      -9999      1934.571   -9999      1532.954   -9999      -9999     
2270.912   198.7951   -9999      -9999      1934.154   -9999      1533.629   -9999      -9999     
2271.0644  199.5004   -9999      -9999      1932.915   -9999      1528.208   -9999      -9999     
2271.2168  199.305    -9999      -9999      1932.174   -9999      1529.706   -9999      -9999     
2271.3692  199.668    -9999      -9999      1931.583   -9999      1526.925   -9999      -9999     
2271.5216  199.5522   -9999      -9999      1931.436   -9999      1527.811   -9999      -9999     
2271.674   199.6969   -9999      -9999      1931.427   -9999      1526.704   -9999      -9999     
2271.8264  199.4736   -9999      -9999      1931.273   -9999      1528.413   -9999      -9999     
2271.9788  199.3985   -9999      -9999      1930.811   -9999      1528.989   -9999      -9999     
2272.1312  199.3434   -9999      -9999      1930.869   -9999      1529.411   -9999      -9999     
