TVDepth(m)	Sgh	morph
2980.41464	0	n
2980.5669	0	n
2980.71915	0	n
2980.87141	0	n
2981.02367	0	n
2981.17593	0	n
2981.32819	0	n
2981.48045	0	n
2981.63271	0	n
2981.78497	0	n
2981.93722	0	n
2982.08948	0	n
2982.24174	0	n
2982.394	0	n
2982.54626	0	n
2982.69852	0	n
2982.85078	0	n
2983.00303	0	n
2983.15529	0	n
2983.30755	0	n
2983.45981	0	n
2983.61207	0	n
2983.76433	0	n
2983.91659	0	n
2984.06885	0	n
2984.2211	0	n
2984.37336	0	n
2984.52562	0	n
2984.67788	0	n
2984.83014	0	n
2984.9824	0	n
2985.13466	0	n
2985.28692	0	n
2985.43917	0	n
2985.59143	0	n
2985.74369	0	n
2985.89595	0	n
2986.04821	0	n
2986.20047	0	n
2986.35273	0	n
2986.50499	0	n
2986.65724	0	n
2986.8095	0	n
2986.96176	0	n
2987.11402	0	n
2987.26628	0	n
2987.41854	0	n
2987.5708	0	n
2987.72306	0	n
2987.87531	0	n
2988.02757	0	n
2988.17983	0	n
2988.33209	0	n
2988.48435	0	n
2988.63661	0	n
2988.78887	0	n
2988.94113	0	n
2989.09338	0	n
2989.24564	0	n
2989.3979	0	n
2989.55016	0	n
2989.70242	0	n
2989.85468	0	n
2990.00694	0	n
2990.1592	0	n
2990.31145	0	n
2990.46371	0	n
2990.61597	0	n
2990.76823	0	n
2990.92049	0	n
2991.07275	0	n
2991.22501	0	n
2991.37727	0	n
2991.52952	0	n
2991.68178	0	n
2991.83404	0	n
2991.9863	0	n
2992.13856	0	n
2992.29082	0	n
2992.44308	0	n
2992.59534	0	n
2992.74759	0	n
2992.89985	0	n
2993.05211	0	n
2993.20437	0	n
2993.35663	0	n
2993.50889	0	n
2993.66115	0	n
2993.81341	0	n
2993.96566	0	n
2994.11792	0	n
2994.27018	0	n
2994.42244	0	n
2994.5747	0	n
2994.72696	0	n
2994.87922	0	n
2995.03148	0	n
2995.18373	0	n
2995.33599	0	n
2995.48825	0	n
2995.64051	0	n
2995.79277	0	n
2995.94503	0	n
2996.09729	0	n
2996.24954	0	n
2996.4018	0	n
2996.55406	0	n
2996.70632	0	n
2996.85858	0	n
2997.01084	0	n
2997.1631	0	n
2997.31536	0	n
2997.46761	0	n
2997.61987	0	n
2997.77213	0	n
2997.92439	0	n
2998.07665	0	n
2998.22891	0	n
2998.38117	0	n
2998.53343	0	n
2998.68568	0	n
2998.83794	0	n
2998.9902	0	n
2999.14246	0	n
2999.29472	0	n
2999.44698	0	n
2999.59924	0	n
2999.7515	0	n
2999.90375	0	n
3000.05601	0	n
3000.20827	0	n
3000.36053	0	n
3000.51279	0	n
3000.66505	0	n
3000.81731	0	n
3000.96957	0	n
3001.12182	0	n
3001.27408	0	n
3001.42634	0	n
3001.5786	0	n
3001.73086	0	n
3001.88312	0	n
3002.03538	0	n
3002.18764	0	n
3002.33989	0	n
3002.49215	0	n
3002.64441	0	n
3002.79667	0	n
3002.94893	0	n
3003.10119	0	n
3003.25345	0	n
3003.40571	0	n
3003.55796	0	n
3003.71022	0	n
3003.86248	0	n
3004.01474	0	n
3004.167	0	n
3004.31926	0	n
3004.47152	0	n
3004.62378	0	n
3004.77603	0	n
3004.92829	0	n
3005.08055	0	n
3005.23281	0	n
3005.38507	0	n
3005.53733	0	n
3005.68959	0	n
3005.84185	0	n
3005.9941	0	n
3006.14636	0	n
3006.29862	0	n
3006.45088	0	n
3006.60314	0	n
3006.7554	0	n
3006.90766	0	n
3007.05992	0	n
3007.21217	0	n
3007.36443	0	n
3007.51669	0	n
3007.66895	0	n
3007.82121	0	n
3007.97347	0	n
3008.12573	0	n
3008.27799	0	n
3008.43024	0	n
3008.5825	0	n
3008.73476	0	n
3008.88702	0	n
3009.03928	0	n
3009.19154	0	n
3009.3438	0	n
3009.49606	0	n
3009.64831	0	n
3009.80057	0	n
3009.95283	0	n
3010.10509	0	n
3010.25735	0	n
3010.40961	0	n
3010.56187	0	n
3010.71412	0	n
3010.86638	0	n
3011.01864	0	n
3011.1709	0	n
3011.32316	0	n
3011.47542	0	n
3011.62768	0	n
3011.77994	0	n
3011.93219	0	n
3012.08445	0	n
3012.23671	0	n
3012.38897	0	n
3012.54123	0	n
3012.69349	0	n
3012.84575	0	n
3012.99801	0	n
3013.15026	0	n
3013.30252	0	n
3013.45478	0	n
3013.60704	0	n
3013.7593	0	n
3013.91156	0	n
3014.06382	0	n
3014.21608	0	n
3014.36833	0	n
3014.52059	0	n
3014.67285	0	n
3014.82511	0	n
3014.97737	0	n
3015.12963	0	n
3015.28189	0	n
3015.43415	0	n
3015.5864	0	n
3015.73866	0	n
3015.89092	0	n
3016.04318	0	n
3016.19544	0	n
3016.3477	0	n
3016.49996	0	n
3016.65222	0	n
3016.80447	0	n
3016.95673	0	n
3017.10899	0	n
3017.26125	0	n
3017.41351	0	n
3017.56577	0	n
3017.71803	0	n
3017.87029	0	n
3018.02254	0	n
3018.1748	0	n
3018.32706	0	n
3018.47932	0	n
3018.63158	0	n
3018.78384	0	n
3018.9361	0	n
3019.08836	0	n
3019.24061	0	n
3019.39287	0	n
3019.54513	0	n
3019.69739	0.09413	P
3019.84965	0.23116	P
3020.00191	0.33645	P
3020.15417	0.40286	P
3020.30643	0.47348	P
3020.45868	0.45852	P
3020.61094	0	n
3020.7632	0	n
3020.91546	0	n
3021.06772	0	n
3021.21998	0	n
3021.37224	0	n
3021.5245	0	n
3021.67675	0	n
3021.82901	0	n
3021.98127	0	n
3022.13353	0	n
3022.28579	0	n
3022.43805	0	n
3022.59031	0	n
3022.74257	0	n
3022.89482	0	n
3023.04708	0	n
3023.19934	0	n
3023.3516	0	n
3023.50386	0	n
3023.65612	0	n
3023.80838	0	n
3023.96063	0	n
3024.11289	0	n
3024.26515	0	n
3024.41741	0	n
3024.56967	0	n
3024.72193	0	n
3024.87419	0	n
3025.02645	0	n
3025.1787	0	n
3025.33096	0	n
3025.48322	0	n
3025.63548	0	n
3025.78774	0	n
3025.94	0	n
3026.09226	0	n
3026.24452	0	n
3026.39677	0	n
3026.54903	0	n
3026.70129	0	n
3026.85355	0	n
3027.00581	0	n
3027.15807	0	n
3027.31033	0	n
3027.46259	0	n
3027.61484	0	n
3027.7671	0	n
3027.91936	0	n
3028.07162	0	n
3028.22388	0	n
3028.37614	0	n
3028.5284	0	n
3028.68066	0	n
3028.83291	0	n
3028.98517	0	n
3029.13743	0	n
3029.28969	0	n
3029.44195	0	n
3029.59421	0	n
3029.74647	0	n
3029.89873	0	n
3030.05098	0	n
3030.20324	0	n
3030.3555	0	n
3030.50776	0	n
3030.66002	0	n
3030.81228	0	n
3030.96454	0	n
3031.1168	0	n
3031.26905	0	n
3031.42131	0	n
3031.57357	0	n
3031.72583	0	n
3031.87809	0	n
3032.03035	0	n
3032.18261	0	n
3032.33487	0	n
3032.48712	0	n
3032.63938	0	n
3032.79164	0	n
3032.9439	0	n
3033.09616	0	n
3033.24842	0	n
3033.40068	0	n
3033.55294	0	n
3033.70519	0	n
3033.85745	0	n
3034.00971	0	n
3034.16197	0	n
3034.31423	0	n
3034.46649	0	n
3034.61875	0	n
3034.77101	0	n
3034.92326	0	n
3035.07552	0	n
3035.22778	0	n
3035.38004	0	n
3035.5323	0	n
3035.68456	0	n
3035.83682	0	n
3035.98908	0	n
3036.14133	0	n
3036.29359	0	n
3036.44585	0	n
3036.59811	0	n
3036.75037	0	n
3036.90263	0	n
3037.05489	0	n
3037.20714	0	n
3037.3594	0	n
3037.51166	0	n
3037.66392	0	n
3037.81618	0	n
3037.96844	0	n
3038.1207	0	n
3038.27296	0	n
3038.42521	0	n
3038.57747	0	n
3038.72973	0	n
3038.88199	0	n
3039.03425	0	n
3039.18651	0	n
3039.33877	0	n
3039.49103	0	n
3039.64328	0	n
3039.79554	0	n
3039.9478	0	n
3040.10006	0	n
3040.25232	0	n
3040.40458	0	n
3040.55684	0	n
3040.7091	0	n
3040.86135	0	n
3041.01361	0	n
3041.16587	0	n
3041.31813	0	n
3041.47039	0	n
3041.62265	0	n
3041.77491	0	n
3041.92717	0	n
3042.07942	0	n
3042.23168	0	n
3042.38394	0	n
3042.5362	0	n
3042.68846	0	n
3042.84072	0	n
3042.99298	0	n
3043.14524	0	n
3043.29749	0	n
3043.44975	0	n
3043.60201	0	n
3043.75427	0	n
3043.90653	0	n
3044.05879	0	n
3044.21105	0	n
3044.36331	0	n
3044.51556	0	n
3044.66782	0	n
3044.82008	0	n
3044.97234	0	n
3045.1246	0	n
3045.27686	0	n
3045.42912	0	n
3045.58138	0	n
3045.73363	0	n
3045.88589	0	n
3046.03815	0	n
3046.19041	0	n
3046.34267	0	n
3046.49493	0	n
3046.64719	0	n
3046.79945	0	n
3046.9517	0	n
3047.10396	0	n
3047.25622	0	n
3047.40848	0	n
3047.56074	0	n
3047.713	0	n
3047.86526	0	n
3048.01752	0	n
3048.16977	0	n
3048.32203	0	n
3048.47429	0	n
3048.62655	0	n
3048.77881	0	n
3048.93107	0	n
3049.08333	0	n
3049.23559	0	n
3049.38784	0	n
3049.5401	0	n
3049.69236	0	n
3049.84462	0	n
3049.99688	0	n
3050.14914	0	n
3050.3014	0	n
3050.45366	0	n
3050.60591	0	n
3050.75817	0	n
3050.91043	0	n
3051.06269	0	n
3051.21495	0	n
3051.36721	0	n
3051.51947	0	n
3051.67172	0	n
3051.82398	0	n
3051.97624	0	n
3052.1285	0	n
3052.28076	0	n
3052.43302	0	n
3052.58528	0	n
3052.73754	0	n
3052.88979	0	n
3053.04205	0	n
3053.19431	0	n
3053.34657	0	n
3053.49883	0	n
3053.65109	0	n
3053.80335	0	n
3053.95561	0	n
3054.10786	0	n
3054.26012	0	n
3054.41238	0	n
3054.56464	0	n
3054.7169	0	n
3054.86916	0	n
3055.02142	0	n
3055.17368	0	n
3055.32593	0	n
3055.47819	0	n
3055.63045	0	n
3055.78271	0	n
3055.93497	0	n
3056.08723	0	n
3056.23949	0	n
3056.39175	0	n
3056.544	0	n
3056.69626	0	n
3056.84852	0	n
3057.00078	0	n
3057.15304	0	n
3057.3053	0	n
3057.45756	0	n
3057.60982	0	n
3057.76207	0	n
3057.91433	0	n
3058.06659	0	n
3058.21885	0	n
3058.37111	0	n
3058.52337	0	n
3058.67563	0	n
3058.82789	0	n
3058.98014	0	n
3059.1324	0	n
3059.28466	0	n
3059.43692	0	n
3059.58918	0	n
3059.74144	0	n
3059.8937	0	n
3060.04596	0	n
3060.19821	0	n
3060.35047	0	n
3060.50273	0	n
3060.65499	0	n
3060.80725	0	n
3060.95951	0	n
3061.11177	0	n
3061.26403	0	n
3061.41628	0	n
3061.56854	0	n
3061.7208	0	n
3061.87306	0	n
3062.02532	0	n
3062.17758	0	n
3062.32984	0	n
3062.4821	0	n
3062.63435	0	n
3062.78661	0	n
3062.93887	0	n
3063.09113	0	n
3063.24339	0	n
3063.39565	0	n
3063.54791	0	n
3063.70017	0	n
3063.85242	0	n
3064.00468	0	n
3064.15694	0	n
3064.3092	0	n
3064.46146	0	n
3064.61372	0	n
3064.76598	0	n
3064.91823	0	n
3065.07049	0	n
3065.22275	0	n
3065.37501	0	n
3065.52727	0	n
3065.67953	0	n
3065.83179	0	n
3065.98405	0	n
3066.1363	0	n
3066.28856	0	n
3066.44082	0	n
3066.59308	0	n
3066.74534	0	n
3066.8976	0	n
3067.04986	0	n
3067.20212	0	n
3067.35437	0	n
3067.50663	0	n
3067.65889	0	n
3067.81115	0	n
3067.96341	0	n
3068.11567	0	n
3068.26793	0	n
3068.42019	0	n
3068.57244	0	n
3068.7247	0	n
3068.87696	0	n
3069.02922	0	n
3069.18148	0	n
3069.33374	0	n
3069.486	0	n
3069.63826	0	n
3069.79051	0	n
3069.94277	0	n
3070.09503	0	n
3070.24729	0	n
3070.39955	0	n
3070.55181	0	n
3070.70407	0	n
3070.85633	0	n
3071.00858	0	n
3071.16084	0	n
3071.3131	0	n
3071.46536	0	n
3071.61762	0	n
3071.76988	0	n
3071.92214	0	n
3072.0744	0	n
3072.22665	0	n
3072.37891	0	n
3072.53117	0	n
3072.68343	0	n
3072.83569	0	n
3072.98795	0	n
3073.14021	0	n
3073.29247	0	n
3073.44472	0	n
3073.59698	0	n
3073.74924	0	n
3073.9015	0	n
3074.05376	0	n
3074.20602	0	n
3074.35828	0	n
3074.51054	0	n
3074.66279	0	n
3074.81505	0	n
3074.96731	0	n
3075.11957	0	n
3075.27183	0	n
3075.42409	0	n
3075.57635	0	n
3075.72861	0	n
3075.88086	0	n
3076.03312	0	n
3076.18538	0	n
3076.33764	0	n
3076.4899	0	n
3076.64216	0	n
3076.79442	0	n
3076.94668	0	n
3077.09893	0	n
3077.25119	0	n
3077.40345	0	n
3077.55571	0	n
3077.70797	0	n
3077.86023	0	n
3078.01249	0	n
3078.16474	0	n
3078.317	0	n
3078.46926	0	n
3078.62152	0	n
3078.77378	0	n
3078.92604	0	n
3079.0783	0	n
3079.23056	0	n
3079.38281	0	n
3079.53507	0	n
3079.68733	0	n
3079.83959	0	n
3079.99185	0	n
3080.14411	0	n
3080.29637	0	n
3080.44863	0	n
3080.60088	0	n
3080.75314	0	n
3080.9054	0	n
3081.05766	0	n
3081.20992	0	n
3081.36218	0	n
3081.51444	0	n
3081.6667	0	n
3081.81895	0	n
3081.97121	0	n
3082.12347	0	n
3082.27573	0	n
3082.42799	0	n
3082.58025	0	n
3082.73251	0	n
3082.88477	0	n
3083.03702	0	n
3083.18928	0	n
3083.34154	0	n
3083.4938	0	n
3083.64606	0	n
3083.79832	0	n
3083.95058	0	n
3084.10284	0	n
3084.25509	0	n
3084.40735	0	n
3084.55961	0	n
3084.71187	0	n
3084.86413	0	n
3085.01639	0	n
3085.16865	0	n
3085.32091	0	n
3085.47316	0	n
3085.62542	0	n
3085.77768	0	n
3085.92994	0	n
3086.0822	0	n
3086.23446	0	n
3086.38672	0	n
3086.53898	0	n
3086.69123	0	n
3086.84349	0	n
3086.99575	0	n
3087.14801	0	n
3087.30027	0	n
3087.45253	0	n
3087.60479	0	n
3087.75705	0	n
3087.9093	0	n
3088.06156	0	n
3088.21382	0	n
3088.36608	0	n
3088.51834	0	n
3088.6706	0	n
3088.82286	0	n
3088.97512	0	n
3089.12737	0	n
3089.27963	0	n
3089.43189	0	n
3089.58415	0	n
3089.73641	0	n
3089.88867	0	n
3090.04093	0	n
3090.19319	0.66714	P
3090.34544	0.69837	P
3090.4977	0.39904	P
3090.64996	0.0809	P
3090.80222	0	n
3090.95448	0	n
3091.10674	0	n
3091.259	0	n
3091.41126	0	n
3091.56351	0	n
3091.71577	0	n
3091.86803	0	n
3092.02029	0	n
3092.17255	0	n
3092.32481	0	n
3092.47707	0	n
3092.62932	0	n
3092.78158	0	n
3092.93384	0	n
3093.0861	0	n
3093.23836	0	n
3093.39062	0	n
3093.54288	0	n
3093.69514	0	n
3093.84739	0	n
3093.99965	0	n
3094.15191	0	n
3094.30417	0	n
3094.45643	0	n
3094.60869	0	n
3094.76095	0	n
3094.91321	0	n
3095.06546	0	n
3095.21772	0	n
3095.36998	0	n
3095.52224	0	n
3095.6745	0	n
3095.82676	0	n
3095.97902	0	n
3096.13128	0	n
3096.28353	0	n
3096.43579	0.69011	P
3096.58805	0	n
3096.74031	0	n
3096.89257	0	n
3097.04483	0	n
3097.19709	0	n
3097.34935	0	n
3097.5016	0	n
3097.65386	0	n
3097.80612	0	n
3097.95838	0	n
3098.11064	0	n
3098.2629	0	n
3098.41516	0	n
3098.56742	0	n
3098.71967	0	n
3098.87193	0	n
3099.02419	0	n
3099.17645	0	n
3099.32871	0	n
3099.48097	0	n
3099.63323	0	n
3099.78549	0	n
3099.93774	0	n
3100.09	0	n
3100.24226	0	n
3100.39452	0	n
3100.54678	0	n
3100.69904	0	n
3100.8513	0	n
3101.00356	0	n
3101.15581	0	n
3101.30807	0	n
3101.46033	0	n
3101.61259	0	n
3101.76485	0	n
3101.91711	0	n
3102.06937	0	n
3102.22163	0	n
3102.37388	0	n
3102.52614	0	n
3102.6784	0	n
3102.83066	0	n
3102.98292	0	n
3103.13518	0	n
3103.28744	0	n
3103.4397	0	n
3103.59195	0	n
3103.74421	0	n
3103.89647	0	n
3104.04873	0	n
3104.20099	0.39181	P
3104.35325	0.51028	P
3104.50551	0	n
3104.65777	0	n
3104.81002	0	n
3104.96228	0	n
3105.11454	0	n
3105.2668	0	n
3105.41906	0	n
3105.57132	0	n
3105.72358	0	n
3105.87583	0	n
3106.02809	0	n
3106.18035	0	n
3106.33261	0	n
3106.48487	0	n
3106.63713	0	n
3106.78939	0	n
3106.94165	0	n
3107.0939	0	n
3107.24616	0	n
3107.39842	0	n
3107.55068	0	n
3107.70294	0	n
3107.8552	0	n
3108.00746	0	n
3108.15972	0	n
3108.31197	0	n
3108.46423	0	n
3108.61649	0	n
3108.76875	0	n
3108.92101	0	n
3109.07327	0	n
3109.22553	0	n
3109.37779	0	n
3109.53004	0	n
3109.6823	0	n
3109.83456	0	n
3109.98682	0	n
3110.13908	0	n
3110.29134	0	n
3110.4436	0	n
3110.59586	0	n
3110.74811	0	n
3110.90037	0	n
3111.05263	0	n
3111.20489	0	n
3111.35715	0	n
3111.50941	0	n
3111.66167	0	n
3111.81393	0	n
3111.96618	0	n
3112.11844	0	n
3112.2707	0	n
3112.42296	0	n
3112.57522	0	n
3112.72748	0	n
3112.87974	0	n
3113.032	0	n
3113.18425	0	n
3113.33651	0	n
3113.48877	0	n
3113.64103	0	n
3113.79329	0	n
3113.94555	0	n
3114.09781	0	n
3114.25007	0	n
3114.40232	0	n
3114.55458	0	n
3114.70684	0	n
3114.8591	0	n
3115.01136	0	n
3115.16362	0	n
3115.31588	0	n
3115.46814	0	n
3115.62039	0	n
3115.77265	0	n
3115.92491	0	n
3116.07717	0	n
3116.22943	0	n
3116.38169	0	n
3116.53395	0	n
3116.68621	0	n
3116.83846	0	n
3116.99072	0	n
3117.14298	0	n
3117.29524	0	n
3117.4475	0	n
3117.59976	0	n
3117.75202	0	n
3117.90428	0	n
3118.05653	0	n
3118.20879	0	n
3118.36105	0	n
3118.51331	0	n
3118.66557	0	n
3118.81783	0	n
3118.97009	0	n
3119.12234	0	n
3119.2746	0	n
3119.42686	0	n
3119.57912	0	n
3119.73138	0	n
3119.88364	0	n
3120.0359	0	n
3120.18816	0	n
3120.34041	0	n
3120.49267	0	n
3120.64493	0	n
3120.79719	0	n
3120.94945	0	n
3121.10171	0	n
3121.25397	0	n
3121.40623	0	n
3121.55848	0	n
3121.71074	0	n
3121.863	0	n
3122.01526	0	n
3122.16752	0	n
3122.31978	0	n
3122.47204	0	n
3122.6243	0	n
3122.77655	0	n
3122.92881	0	n
3123.08107	0	n
3123.23333	0	n
3123.38559	0	n
3123.53785	0	n
3123.69011	0	n
3123.84237	0	n
3123.99462	0	n
3124.14688	0	n
3124.29914	0	n
3124.4514	0	n
3124.60366	0	n
3124.75592	0	n
3124.90818	0	n
3125.06044	0	n
3125.21269	0	n
3125.36495	0	n
3125.51721	0	n
3125.66947	0	n
3125.82173	0	n
3125.97399	0	n
3126.12625	0	n
3126.27851	0	n
3126.43076	0	n
3126.58302	0	n
3126.73528	0	n
3126.88754	0	n
3127.0398	0	n
3127.19206	0	n
3127.34432	0	n
3127.49658	0	n
3127.64883	0	n
3127.80109	0	n
3127.95335	0	n
3128.10561	0	n
3128.25787	0	n
3128.41013	0	n
3128.56239	0	n
3128.71465	0	n
3128.8669	0	n
3129.01916	0	n
3129.17142	0	n
3129.32368	0	n
3129.47594	0	n
3129.6282	0	n
3129.78046	0	n
3129.93272	0	n
3130.08497	0	n
3130.23723	0	n
3130.38949	0	n
3130.54175	0	n
3130.69401	0	n
3130.84627	0	n
3130.99853	0	n
3131.15079	0	n
3131.30304	0	n
3131.4553	0	n
3131.60756	0	n
3131.75982	0	n
3131.91208	0	n
3132.06434	0	n
3132.2166	0	n
3132.36886	0	n
3132.52111	0	n
3132.67337	0	n
3132.82563	0	n
3132.97789	0	n
3133.13015	0	n
3133.28241	0	n
3133.43467	0	n
3133.58692	0	n
3133.73918	0	n
3133.89144	0	n
3134.0437	0	n
3134.19596	0	n
3134.34822	0	n
3134.50048	0	n
3134.65274	0	n
3134.80499	0	n
3134.95725	0	n
3135.10951	0	n
3135.26177	0	n
3135.41403	0	n
3135.56629	0	n
3135.71855	0	n
3135.87081	0	n
3136.02306	0	n
3136.17532	0	n
3136.32758	0	n
3136.47984	0	n
3136.6321	0	n
3136.78436	0	n
3136.93662	0	n
3137.08888	0	n
3137.24113	0	n
3137.39339	0	n
3137.54565	0	n
3137.69791	0	n
3137.85017	0	n
3138.00243	0	n
3138.15469	0	n
3138.30695	0	n
3138.4592	0	n
3138.61146	0	n
3138.76372	0	n
3138.91598	0	n
3139.06824	0	n
3139.2205	0	n
3139.37276	0	n
3139.52502	0	n
3139.67727	0	n
3139.82953	0	n
3139.98179	0	n
3140.13405	0	n
3140.28631	0	n
3140.43857	0	n
3140.59083	0	n
3140.74309	0	n
3140.89534	0	n
3141.0476	0	n
3141.19986	0	n
3141.35212	0	n
3141.50438	0	n
3141.65664	0	n
3141.8089	0	n
3141.96116	0	n
3142.11341	0	n
3142.26567	0	n
3142.41793	0	n
3142.57019	0	n
3142.72245	0	n
3142.87471	0	n
3143.02697	0	n
3143.17923	0	n
3143.33148	0	n
3143.48374	0	n
3143.636	0	n
3143.78826	0	n
3143.94052	0	n
3144.09278	0	n
3144.24504	0	n
3144.3973	0	n
3144.54955	0	n
3144.70181	0	n
3144.85407	0	n
3145.00633	0	n
3145.15859	0	n
3145.31085	0	n
3145.46311	0	n
3145.61537	0.37415	P
3145.76762	0.3522	P
3145.91988	0	n
3146.07214	0.51512	P
3146.2244	0	n
3146.37666	0	n
3146.52892	0	n
3146.68118	0	n
3146.83343	0	n
3146.98569	0	n
3147.13795	0	n
3147.29021	0	n
3147.44247	0	n
3147.59473	0	n
3147.74699	0	n
3147.89925	0	n
3148.0515	0	n
3148.20376	0	n
3148.35602	0	n
3148.50828	0	n
3148.66054	0	n
3148.8128	0	n
3148.96506	0	n
3149.11732	0	n
3149.26957	0	n
3149.42183	0	n
3149.57409	0	n
3149.72635	0	n
3149.87861	0	n
3150.03087	0	n
3150.18313	0	n
3150.33539	0	n
3150.48764	0	n
3150.6399	0	n
3150.79216	0	n
3150.94442	0	n
3151.09668	0	n
3151.24894	0	n
3151.4012	0	n
3151.55346	0	n
3151.70571	0	n
3151.85797	0	n
3152.01023	0	n
3152.16249	0	n
3152.31475	0	n
3152.46701	0	n
3152.61927	0	n
3152.77153	0	n
3152.92378	0	n
3153.07604	0	n
3153.2283	0	n
3153.38056	0	n
3153.53282	0	n
